date,经营活动产生的现金流量净额,资产负债率,自由现金流量,速动比率,货币资金,营业收入,流动资产合计,净利润率,经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),长期负债合计,负债合计,总资产收益率(ROA),有息负债率,流动比率,基本每股收益,应收账款,资产合计,资本回报率(ROIC),归属于母公司普通股股东的净利润,流动负债合计,所有者权益合计,毛利率(GM)
2026-03-31,-1978648000,0.6587,-3656127000,0.9887,155177871734.28,34988057000,6287976000,0.0325,0.0201,0.0591,43213146000,148686760000,0.0199,0.3149,1.6573,0.27,24848541000,225724240000,0.0512,1310444000,13977116000,77037480000,0.2877
