date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,34988057000,0.0613,0.27,1310444000
2025-12-31,133895460000,0.1038,1.17,5617745000
2025-09-30,100519599000,0.1163,1.11,5321985000
2025-06-30,71552734000,0.1451,1.06,5057571000
2025-03-31,32968196000,0.0782,0.51,2453172000
2024-12-31,121298752000,-0.0238,1.76,8424792000
2024-09-30,90044542000,0.0073,1.65,7906403000
2024-06-30,62487098000,0.0294,1.2,5732446000
2024-03-31,30578301000,0.0493,0.57,2740979000
2023-12-31,124250878000,0.0105,1.96,9325753000
2023-09-30,89393443000,-0.0342,1.65,7841166000
2023-06-30,60704794000,0.0148,1.15,5472153000
2023-03-31,29142882000,0.0434,0.56,2642269000
2022-12-31,122954418000,0.0736,1.71,8080295000
2022-09-30,92559013000,0.1042,1.44,6819991000
2022-06-30,59818300000,0.1271,0.96,4565826000
2022-03-31,27930271000,0.0643,0.47,2216659000
2021-12-31,114521641000,0.1288,1.47,6812941000
2021-09-30,83825169000,0.1308,1.26,5852907000
2021-06-30,53070970000,0.1244,0.88,4078613000
2021-03-31,26241647000,0.2214,0.47,2181649000
2020-12-31,101450670000,0.1181,0.92,4259752000
2020-09-30,74129424000,0.1539,0.59,2712049000
2020-06-30,47199373000,0.0581,0.4,1857289000
2020-03-31,21484493000,-0.0323,0.18,779988000
2019-12-31,90736582000,0.0611,1.22,5147877000
2019-09-30,64240698000,0.0932,0.98,4127850000
2019-06-30,44609219000,0.1312,0.35,1470699000
2019-03-31,22201814000,-0.1934,0.21,862604000
2018-12-31,85513150000,-0.2141,-1.67,-6983662000
2018-09-30,58766186000,-0.2326,-1.73,-7259723000
2018-06-30,39433777000,-0.2699,-1.87,-7824190000
2018-03-31,27526342000,0.0692,-1.29,-5407237000
2017-12-31,108815273000,0.0749,1.09,4568172000
2017-09-30,76579739000,0.0701,0.93,3904652000
2017-06-30,54010596000,0.1309,0.55,2292867000
2017-03-31,25744612000,0.1778,0.29,1213607000
2016-12-31,101233182000,0.0104,-0.57,-2357418000
2016-09-30,71564004000,0.0444,0.69,2858887000
