date,metric,value
2026-03-31,经营活动产生的现金流量净额,-1978648000
2026-03-31,资产负债率,0.6587
2026-03-31,自由现金流量,-3656127000
2026-03-31,速动比率,0.9887
2026-03-31,货币资金,155177871734.28
2026-03-31,营业收入,34988057000
2026-03-31,流动资产合计,6287976000
2026-03-31,净利润率,0.0325
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.0201
2026-03-31,净资产收益率(ROE),0.0591
2026-03-31,长期负债合计,43213146000
2026-03-31,负债合计,148686760000
2026-03-31,总资产收益率(ROA),0.0199
2026-03-31,有息负债率,0.3149
2026-03-31,流动比率,1.6573
2026-03-31,基本每股收益,0.27
2026-03-31,应收账款,24848541000
2026-03-31,资产合计,225724240000
2026-03-31,资本回报率(ROIC),0.0512
2026-03-31,归属于母公司普通股股东的净利润,1310444000
2026-03-31,流动负债合计,13977116000
2026-03-31,所有者权益合计,77037480000
2026-03-31,毛利率(GM),0.2877
