date,负债合计,流动负债合计,净利润率,有息负债率,货币资金,营业收入,经营活动产生的现金流量净额对净利润的比率,资本回报率(ROIC),速动比率,基本每股收益,净资产收益率(ROE),长期负债合计,总资产收益率(ROA),资产负债率,资产合计,流动资产合计,流动比率,经营活动产生的现金流量净额,自由现金流量,应收账款,所有者权益合计,归属于母公司普通股股东的净利润,毛利率(GM)
2026-03-31,108992916153,5826577484,0.0134,0.0103,99129241120,32706438744,-2.9061,0.0272,1.0159,0.04,0.0268,0,0.0111,0.5715,190715792665,154403962,1.2346,-11647333683,-10603929059,11734662434,81722876513,350518931,0.156
