date,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比,自由现金流量
2026-03-31,-2.9061,-11647333683,-2.3271,-10603929059
2025-12-31,0.5795,1835673359,-0.6215,-2051134927
2025-09-30,0.3631,1554807049,-0.6461,-1832471057
2025-06-30,-1.2731,-8607196790,-3.5057,-11072637567
2025-03-31,-0.6031,-3500712348,-1.6671,-7070139166
2024-12-31,0.7944,4849398813,-0.7558,1556493027
2024-09-30,1.9526,4393468140,-0.7486,4349300653
2024-06-30,3.4175,3435100741,-0.5061,13706636716
2024-03-31,5.9269,5247360763,0.551,19017402341
2023-12-31,2.0903,19861466238,2.5052,17333443511
2023-09-30,2.0123,17478620122,3.6206,17331632222
2023-06-30,0.763,6955456714,0.1885,5655706538
2023-03-31,0.8361,3383283791,3.3981,7512230475
2022-12-31,0.7316,5666346859,-0.7533,4871250423
2022-09-30,0.5511,3782800146,-0.8332,3164768684
2022-06-30,1.4565,5852236420,-0.6693,9673270054
2022-03-31,2.2666,769267734,-0.8937,14691410254
2021-12-31,6.3736,22971723211,1.1517,21047083234
2021-09-30,9.1708,22675357845,2.2304,25386876718
2021-06-30,8.613,17698826870,1.5604,19315848496
2021-03-31,3.9082,7236025541,0.7414,11501713822
2020-12-31,3.2465,10675953479,1.7503,8315715532
2020-09-30,2.0399,7019439880,0.868,2959958670
2020-06-30,2.9929,6912586694,0.638,3106926262
2020-03-31,61.7519,4155344267,0.2751,742584167
2019-12-31,-1.4653,3881748238,-0.0015,-829074946
2019-09-30,0.3383,3757823903,3.0676,-6218405804
2019-06-30,1.2965,4220263631,-0.0412,-9894314332
2019-03-31,1.193,3258788381,0.2361,-9268135614
2018-12-31,-5.3742,-3887475302,-1.8385,-10332900574
2018-09-30,-0.4716,923849319,0.2356,-6616276410
2018-06-30,-0.4636,4401401760,-0.1126,-6514245402
2018-03-31,-0.4955,2636312736,-0.3906,-7322462837
2017-12-31,-0.19,-1369576777,-1.599,-4652290272
2017-09-30,-0.4116,747699887,-0.8848,-6879813446
2017-06-30,0.2773,4959704724,0.0733,-1112168854
2017-03-31,0.4994,4326402675,1.6782,698196047
2016-12-31,0.2225,2286551305,-0.5777,-2355447421
2016-09-30,0.353,6492594962,-0.1928,-984392605
