date,metric,value
2026-03-31,负债合计,108992916153
2026-03-31,流动负债合计,5826577484
2026-03-31,净利润率,0.0134
2026-03-31,有息负债率,0.0103
2026-03-31,货币资金,99129241120
2026-03-31,营业收入,32706438744
2026-03-31,经营活动产生的现金流量净额对净利润的比率,-2.9061
2026-03-31,资本回报率(ROIC),0.0272
2026-03-31,速动比率,1.0159
2026-03-31,基本每股收益,0.04
2026-03-31,净资产收益率(ROE),0.0268
2026-03-31,长期负债合计,0
2026-03-31,总资产收益率(ROA),0.0111
2026-03-31,资产负债率,0.5715
2026-03-31,资产合计,190715792665
2026-03-31,流动资产合计,154403962
2026-03-31,流动比率,1.2346
2026-03-31,经营活动产生的现金流量净额,-11647333683
2026-03-31,自由现金流量,-10603929059
2026-03-31,应收账款,11734662434
2026-03-31,所有者权益合计,81722876513
2026-03-31,归属于母公司普通股股东的净利润,350518931
2026-03-31,毛利率(GM),0.156
