date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,350518931,-0.7409,0.04,32706438744
2025-12-31,4075223182,-0.4434,0.41,163999803876
2025-09-30,3055216177,-0.1466,0.31,114927486617
2025-06-30,2291211255,-0.1909,0.23,72691310387
2025-03-31,1352699416,0.1681,0.14,34160587097
2024-12-31,7321363897,-0.3537,0.74,159733034213
2024-09-30,3579846933,-0.6378,0.36,110959596292
2024-06-30,2831743112,-0.63,0.29,76722649724
2024-03-31,1158060684,-0.8339,0.12,37023223132
2023-12-31,11327463013,0.4525,1.15,151297706647
2023-09-30,9882404580,0.4322,1.01,108206319433
2023-06-30,7652979347,0.3065,0.78,65492098869
2023-03-31,6970203078,0.5365,0.71,34556094708
2022-12-31,7798451094,1.1952,0.796,121252864085
2022-09-30,6899918252,1.3059,0.7,85351624483
2022-06-30,5857626136,2.3874,0.6,56573568394
2022-03-31,4536355136,4.3145,0.59,34575856874
2021-12-31,3552463320,0.0687,0.47,105141877237
2021-09-30,2992245631,-0.1416,0.39,79199506066
2021-06-30,1729245209,-0.3355,0.32,56784631899
2021-03-31,853585805,0.3526,0.16,32027320807
2020-12-31,3324251164,2.256,0.68,84565544147
2020-09-30,3485972972,2.3098,0.73,55841582334
2020-06-30,2602166403,2.1617,0.54,32781657479
2020-03-31,631077889,1.301,0.13,11564077463
2019-12-31,-2646719357,-4.8881,-0.55,70595245133
2019-09-30,-2661510402,-3.2883,-0.55,45115421968
2019-06-30,-2240039761,-2.3917,-0.47,29875780097
2019-03-31,-2096352326,-2.5062,-0.44,16007950603
2018-12-31,680728392,-0.9046,0.14,66298270390
2018-09-30,1163081476,-0.7998,0.24,49851658390
2018-06-30,1609606579,-0.6516,0.34,35642832190
2018-03-31,1391793408,-0.4204,0.29,20010746941
2017-12-31,7137234723,-0.3061,1.49,80012205182
2017-09-30,5810596534,-0.2492,1.21,51431180946
2017-06-30,4620545740,-0.1585,0.96,33555213109
2017-03-31,2401344788,-0.1016,0.5,17667498709
2016-12-31,10285284121,0.0334,2.19,78542441757
2016-09-30,7739348328,0.1481,1.66,53606996054
