日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=126.1600,=126.1600,=126.1600,=126.1600,=261556353251.84,=200282554432.0,=180643034837.84,,=3.0517,,,,
2026-07-02,=127.8400,=127.8400,=127.8400,=127.8400,=265039348444.16,=202949601764.0,=183048554008.16,,=3.0923,,,,
2026-07-01,=136.9200,=136.9200,=136.9200,=136.9200,=283864108174.08,=217364357584.0,=196049812381.08,,=3.3120,,,,
2026-06-30,=159.0200,=159.0200,=159.0200,=159.0200,=329682080644.4801,=252448730229.0,=227693844323.98,,=3.8465,,,,
2026-06-29,=155.6400,=155.6400,=155.6400,=155.6400,=322674626031.36,=247082885001.0,=222854168850.36,,=3.7648,,,,
2026-06-26,=151.0500,=151.0500,=151.0500,=151.0500,=313158585595.2,=239796130683.0,=216281946831.45,,=3.6538,,,,
2026-06-25,=152.6600,=152.6600,=152.6600,=152.6600,=316496455987.84,=242352051043.0,=218587236036.34,,=3.6927,,,,
2026-06-24,=154.8000,=154.8000,=154.8000,=154.8000,=320933128435.2,=245749361335.0,=221651409265.2,,=3.7445,,,,
2026-06-23,=152.0000,=152.0000,=152.0000,=152.0000,=315128136448.0,=241304282448.0,=217642210648.0,,=3.6767,,,,
2026-06-22,=163.4600,=163.4600,=163.4600,=163.4600,=338887139367.0401,=259497355322.0,=234051287845.54,,=3.9539,,,,
2026-06-18,=146.9800,=146.9800,=146.9800,=146.9800,=304720615099.52,=233334891015.0,=210454290270.02,,=3.5553,,,,
2026-06-17,=149.1500,=149.1500,=149.1500,=149.1500,=309219483889.6001,=236779827152.0,=213561419198.35,,=3.6078,,,,
2026-06-16,=152.4900,=152.4900,=152.4900,=152.4900,=316144010045.76,=242082171253.0,=218343820406.01,,=3.6886,,,,
2026-06-15,=149.1000,=149.1000,=149.1000,=149.1000,=309115823318.4,=236700450743.0,=213489826365.9,,=3.6066,,,,
2026-06-12,=148.7600,=148.7600,=148.7600,=148.7600,=308410931434.24,=236160691164.0,=213002995105.24,,=3.5984,,,,
2026-06-11,=146.7500,=146.7500,=146.7500,=146.7500,=304243776472.0,=232969759535.0,=210124963240.75,,=3.5497,,,,
2026-06-10,=143.5500,=143.5500,=143.5500,=143.5500,=297609499915.2,=227889669378.0,=205543021963.95,,=3.4723,,,,
2026-06-09,=152.5000,=152.5000,=152.5000,=152.5000,=316164742160.0,=242098046535.0,=218358138972.5,,=3.6888,,,,
2026-06-08,=146.8000,=146.8000,=146.8000,=146.8000,=304347437043.2,=233049135943.0,=210196556073.2,,=3.5510,,,,
2026-06-05,=153.7500,=153.7500,=153.7500,=153.7500,=318756256440.0,=244082456753.0,=220147959783.75,,=3.7191,,,,
2026-06-04,=164.3500,=164.3500,=164.3500,=164.3500,=340732297534.4,=260910255397.0,=235325640263.15,,=3.9755,,,,
2026-06-03,=170.8000,=170.8000,=170.8000,=170.8000,=354104511219.2,=271149812119.0,=244561115649.2,,=4.1315,,,,
2026-06-02,=172.7000,=172.7000,=172.7000,=172.7000,=358043612924.8,=274166115650.0,=247281643282.3,,=4.1775,,,,
2026-06-01,=174.0000,=174.0000,=174.0000,=174.0000,=360738787776.0,=276662564238.0,=249143056926.0,,=4.2089,,,,
2026-05-29,=177.9900,=177.9900,=177.9900,=177.9900,=369010901357.76,=283006723039.0,=254856164955.51,,=4.3054,,,,
2026-05-28,=190.0900,=190.0900,=190.0900,=190.0900,=394096759588.1601,=302245901356.0,=272181630408.41,,=4.5981,,,,
2026-05-27,=184.0900,=184.0900,=184.0900,=184.0900,=381657491044.1601,=292705812934.0,=263590490514.41,,=4.4530,,,,
2026-05-26,=178.9900,=178.9900,=178.9900,=178.9900,=371084112781.76,=284596737776.0,=256288021604.51,,=4.3296,,,,
2026-05-25,=167.2400,=167.2400,=167.2400,=167.2400,=346723878549.76,=265914064616.0,=239463705978.76,,=4.0454,,,,
2026-05-22,=164.5100,=164.5100,=164.5100,=164.5100,=341064011362.24,=261573324384.0,=235554737326.99,,=3.9793,,,,
2026-05-21,=165.3800,=165.3800,=165.3800,=165.3800,=342867705301.12,=262956637205.0,=236800452611.62,,=4.0004,,,,
2026-05-20,=167.2000,=167.2000,=167.2000,=167.2000,=346640950092.8,=265850464026.0,=239406431712.8,,=4.0444,,,,
2026-05-19,=157.3800,=157.3800,=157.3800,=157.3800,=326282013909.12,=250236519309.0,=225345599419.62,,=3.8069,,,,
2026-05-18,=152.2500,=152.2500,=152.2500,=152.2500,=315646439304.0,=242079743708.0,=218000174810.25,,=3.6828,,,,
2026-05-15,=152.9500,=152.9500,=152.9500,=152.9500,=317097687300.8,=243192754024.0,=219002474464.55,,=3.6997,,,,
2026-05-14,=135.0300,=135.0300,=135.0300,=135.0300,=279945738582.7201,=214699689937.0,=193343603314.47,,=3.2663,,,,
2026-05-13,=142.6500,=142.6500,=142.6500,=142.6500,=295743609633.6001,=226815602233.0,=204254350979.85,,=3.4506,,,,
2026-05-12,=139.8500,=139.8500,=139.8500,=139.8500,=289938617646.4,=222363560969.0,=200245152362.65,,=3.3828,,,,
2026-05-11,=144.0400,=144.0400,=144.0400,=144.0400,=298625373512.96,=229025722717.0,=206244631721.96,,=3.4842,,,,
2026-05-08,=139.8500,=139.8500,=139.8500,=139.8500,=289938617646.4,=222363560969.0,=200245152362.65,,=3.3828,,,,
2026-05-07,=139.5000,=139.5000,=139.5000,=139.5000,=289212993648.0,=221807055812.0,=199744002535.5,,=3.3744,,,,
2026-05-06,=140.5300,=140.5300,=140.5300,=140.5300,=291348401414.7201,=223444770991.0,=201218814883.97,,=3.3993,,,,
2026-04-30,=137.4100,=137.4100,=137.4100,=137.4100,=284879981771.84,=218483925011.0,=196751422139.09,,=3.3238,,,,
2026-04-29,=138.0700,=138.0700,=138.0700,=138.0700,=286248301311.68,=219533334738.0,=197696447527.43,,=3.3398,,,,
2026-04-28,=129.8900,=129.8900,=129.8900,=129.8900,=269289431863.36,=206527014189.0,=185983860138.61,,=3.1419,,,,
2026-04-27,=131.3900,=131.3900,=131.3900,=131.3900,=272399248999.36,=208912036294.0,=188131645112.11,,=3.0543,,,,
2026-04-24,=133.7900,=133.7900,=133.7900,=133.7900,=277374956416.96,=212728071663.0,=191568101069.71,,=3.1101,,,,
2026-04-23,=134.5000,=134.5000,=134.5000,=134.5000,=278846936528.0,=213856982127.0,=192584719290.5,,=3.1266,,,,
2026-04-22,=136.9100,=136.9100,=136.9100,=136.9100,=283843376059.84,=217688917643.0,=196035493814.59,,=3.1827,,,,
2026-04-21,=136.2300,=136.2300,=136.2300,=136.2300,=282433592291.52,=216607707622.0,=195061831293.27,,=3.1669,,,,
2026-04-20,=135.2000,=135.2000,=135.2000,=135.2000,=280298184524.8,=214969992442.0,=193587018944.8,,=3.1429,,,,
2026-04-17,=132.7500,=132.7500,=132.7500,=132.7500,=275218816536.0,=211074456337.0,=190078970154.75,,=3.0860,,,,
2026-04-16,=133.9000,=133.9000,=133.9000,=133.9000,=277603009673.6001,=212902973284.0,=191725605301.1,,=3.1127,,,,
2026-04-15,=133.8900,=133.8900,=133.8900,=133.8900,=277582277559.36,=212887073137.0,=191711286734.61,,=3.1125,,,,
2026-04-14,=139.4600,=139.4600,=139.4600,=139.4600,=289130065191.0401,=221743455222.0,=199686728269.54,,=3.2419,,,,
2026-04-13,=134.2400,=134.2400,=134.2400,=134.2400,=278307901557.76,=213443578161.0,=192212436561.76,,=3.1206,,,,
2026-04-10,=130.7900,=130.7900,=130.7900,=130.7900,=271155322144.96,=207958027321.0,=187272531122.71,,=3.0404,,,,
2026-04-09,=123.8000,=123.8000,=123.8000,=123.8000,=256663574291.2,=196843824317.0,=177263853146.2,,=2.8779,,,,
2026-04-08,=126.9900,=126.9900,=126.9900,=126.9900,=263277118733.76,=201915971325.0,=181831475856.51,,=2.9521,,,,
2026-04-07,=122.2800,=122.2800,=122.2800,=122.2800,=253512292926.72,=194389671424.0,=175087431039.72,,=2.8426,,,,
2026-04-03,=123.3200,=123.3200,=123.3200,=123.3200,=255668432807.68,=196042969251.0,=176576561954.68,,=2.8667,,,,
2026-04-02,=127.2500,=127.2500,=127.2500,=127.2500,=263816153704.0,=202290527385.0,=182203758585.25,,=2.9581,,,,
2026-04-01,=134.4500,=134.4500,=134.4500,=134.4500,=278743275956.8,=213736435418.0,=192513126458.05,,=3.1255,,,,
2026-03-31,=150.7600,=150.7600,=150.7600,=150.7600,=312557354282.24,=239664596531.0,=215866708403.24,,=3.3140,,,,
2026-03-30,=157.1000,=157.1000,=157.1000,=157.1000,=325701514710.4,=249743354438.0,=224944679557.9,,=3.4534,,,,
2026-03-27,=163.3500,=163.3500,=163.3500,=163.3500,=338659086110.4,=259679038494.0,=233893783614.15,,=3.5908,,,,
2026-03-26,=166.0000,=166.0000,=166.0000,=166.0000,=344153096384.0,=263891768534.0,=237688203734.0,,=3.6491,,,,
2026-03-25,=167.0800,=167.0800,=167.0800,=167.0800,=346392164721.9201,=265608654739.0,=239234608914.92,,=3.6728,,,,
2026-03-24,=164.6800,=164.6800,=164.6800,=164.6800,=341416457304.32,=261793352061.0,=235798152957.32,,=3.6200,,,,
2026-03-23,=168.5400,=168.5400,=168.5400,=168.5400,=349419053400.96,=267929630534.0,=241325119622.46,,=3.7049,,,,
2026-03-20,=173.6000,=173.6000,=173.6000,=173.6000,=359909503206.4,=275973560346.0,=248570314266.4,,=3.8161,,,,
2026-03-19,=165.1000,=165.1000,=165.1000,=165.1000,=342287206102.4,=262461030030.0,=236399532749.9,,=3.6293,,,,
2026-03-18,=166.5900,=166.5900,=166.5900,=166.5900,=345376291124.1601,=264829697109.0,=238532999156.91,,=3.6620,,,,
2026-03-17,=166.4800,=166.4800,=166.4800,=166.4800,=345148237867.52,=264654829070.0,=238375494925.52,,=3.6596,,,,
2026-03-16,=173.0000,=173.0000,=173.0000,=173.0000,=358665576352.0,=275019734677.0,=247711200277.0,,=3.8029,,,,
2026-03-13,=175.3900,=175.3900,=175.3900,=175.3900,=363620551655.36,=278819140260.0,=251133337668.11,,=3.8555,,,,
2026-03-12,=173.1000,=173.1000,=173.1000,=173.1000,=358872897494.4,=275178705622.0,=247854385941.9,,=3.8051,,,,
2026-03-11,=170.9200,=170.9200,=170.9200,=170.9200,=354353296590.08,=271713139023.0,=244732938447.08,,=3.7572,,,,
2026-03-10,=156.1000,=156.1000,=156.1000,=156.1000,=323628303286.4,=248153644989.0,=223512822908.9,,=3.4314,,,,
2026-03-09,=155.8000,=155.8000,=155.8000,=155.8000,=323006339859.2,=247676732154.0,=223083265914.2,,=3.4248,,,,
2026-03-06,=149.8000,=149.8000,=149.8000,=149.8000,=310567071315.2,=238138475460.0,=214492126020.2,,=3.2929,,,,
2026-03-05,=148.4600,=148.4600,=148.4600,=148.4600,=307788968007.0401,=236008264799.0,=212573438110.54,,=3.2635,,,,
2026-03-04,=148.7100,=148.7100,=148.7100,=148.7100,=308307270863.0401,=236405692161.0,=212931402272.79,,=3.2690,,,,
2026-03-03,=150.4900,=150.4900,=150.4900,=150.4900,=311997587197.76,=239235374980.0,=215480107108.01,,=3.3081,,,,
2026-03-02,=149.3800,=149.3800,=149.3800,=149.3800,=309696322517.12,=237470797492.0,=213890746227.62,,=3.2837,,,,
2026-02-27,=144.5000,=144.5000,=144.5000,=144.5000,=299579050768.0,=229713015381.0,=206903285780.5,,=3.1764,,,,
2026-02-26,=145.6500,=145.6500,=145.6500,=145.6500,=301963243905.6001,=231541181247.0,=208549920926.85,,=3.2017,,,,
2026-02-25,=154.1000,=154.1000,=154.1000,=154.1000,=319481880438.4,=244974226091.0,=220649109610.9,,=3.3875,,,,
