日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-03,=126.1600,=126.1600,=126.1600,=126.1600,=261556353251.84,=200282554432.0,=180643034837.84,,=5.5367,,,,
2026-07-02,=127.8400,=127.8400,=127.8400,=127.8400,=265039348444.16,=202949601764.0,=183048554008.16,,=5.6105,,,,
2026-07-01,=136.9200,=136.9200,=136.9200,=136.9200,=283864108174.08,=217364357584.0,=196049812381.08,,=6.0089,,,,
2026-06-30,=159.0200,=159.0200,=159.0200,=159.0200,=329682080644.4801,=252448730229.0,=227693844323.98,,=6.9788,,,,
2026-06-29,=155.6400,=155.6400,=155.6400,=155.6400,=322674626031.36,=247082885001.0,=222854168850.36,,=6.8305,,,,
2026-06-26,=151.0500,=151.0500,=151.0500,=151.0500,=313158585595.2,=239796130683.0,=216281946831.45,,=6.6291,,,,
2026-06-25,=152.6600,=152.6600,=152.6600,=152.6600,=316496455987.84,=242352051043.0,=218587236036.34,,=6.6997,,,,
2026-06-24,=154.8000,=154.8000,=154.8000,=154.8000,=320933128435.2,=245749361335.0,=221651409265.2,,=6.7936,,,,
2026-06-23,=152.0000,=152.0000,=152.0000,=152.0000,=315128136448.0,=241304282448.0,=217642210648.0,,=6.6708,,,,
2026-06-22,=163.4600,=163.4600,=163.4600,=163.4600,=338887139367.0401,=259497355322.0,=234051287845.54,,=7.1737,,,,
2026-06-18,=146.9800,=146.9800,=146.9800,=146.9800,=304720615099.52,=233334891015.0,=210454290270.02,,=6.4504,,,,
2026-06-17,=149.1500,=149.1500,=149.1500,=149.1500,=309219483889.6001,=236779827152.0,=213561419198.35,,=6.5457,,,,
2026-06-16,=152.4900,=152.4900,=152.4900,=152.4900,=316144010045.76,=242082171253.0,=218343820406.01,,=6.6923,,,,
2026-06-15,=149.1000,=149.1000,=149.1000,=149.1000,=309115823318.4,=236700450743.0,=213489826365.9,,=6.5435,,,,
2026-06-12,=148.7600,=148.7600,=148.7600,=148.7600,=308410931434.24,=236160691164.0,=213002995105.24,,=6.5286,,,,
2026-06-11,=146.7500,=146.7500,=146.7500,=146.7500,=304243776472.0,=232969759535.0,=210124963240.75,,=6.4404,,,,
2026-06-10,=143.5500,=143.5500,=143.5500,=143.5500,=297609499915.2,=227889669378.0,=205543021963.95,,=6.2999,,,,
2026-06-09,=152.5000,=152.5000,=152.5000,=152.5000,=316164742160.0,=242098046535.0,=218358138972.5,,=6.6927,,,,
2026-06-08,=146.8000,=146.8000,=146.8000,=146.8000,=304347437043.2,=233049135943.0,=210196556073.2,,=6.4425,,,,
2026-06-05,=153.7500,=153.7500,=153.7500,=153.7500,=318756256440.0,=244082456753.0,=220147959783.75,,=6.7476,,,,
2026-06-04,=164.3500,=164.3500,=164.3500,=164.3500,=340732297534.4,=260910255397.0,=235325640263.15,,=7.2128,,,,
2026-06-03,=170.8000,=170.8000,=170.8000,=170.8000,=354104511219.2,=271149812119.0,=244561115649.2,,=7.4958,,,,
2026-06-02,=172.7000,=172.7000,=172.7000,=172.7000,=358043612924.8,=274166115650.0,=247281643282.3,,=7.5792,,,,
2026-06-01,=174.0000,=174.0000,=174.0000,=174.0000,=360738787776.0,=276662564238.0,=249143056926.0,,=7.6363,,,,
2026-05-29,=177.9900,=177.9900,=177.9900,=177.9900,=369010901357.76,=283006723039.0,=254856164955.51,,=7.8114,,,,
2026-05-28,=190.0900,=190.0900,=190.0900,=190.0900,=394096759588.1601,=302245901356.0,=272181630408.41,,=8.3424,,,,
2026-05-27,=184.0900,=184.0900,=184.0900,=184.0900,=381657491044.1601,=292705812934.0,=263590490514.41,,=8.0791,,,,
2026-05-26,=178.9900,=178.9900,=178.9900,=178.9900,=371084112781.76,=284596737776.0,=256288021604.51,,=7.8553,,,,
2026-05-25,=167.2400,=167.2400,=167.2400,=167.2400,=346723878549.76,=265914064616.0,=239463705978.76,,=7.3396,,,,
2026-05-22,=164.5100,=164.5100,=164.5100,=164.5100,=341064011362.24,=261573324384.0,=235554737326.99,,=7.2198,,,,
2026-05-21,=165.3800,=165.3800,=165.3800,=165.3800,=342867705301.12,=262956637205.0,=236800452611.62,,=7.2580,,,,
2026-05-20,=167.2000,=167.2000,=167.2000,=167.2000,=346640950092.8,=265850464026.0,=239406431712.8,,=7.3378,,,,
2026-05-19,=157.3800,=157.3800,=157.3800,=157.3800,=326282013909.12,=250236519309.0,=225345599419.62,,=6.9069,,,,
2026-05-18,=152.2500,=152.2500,=152.2500,=152.2500,=315646439304.0,=242079743708.0,=218000174810.25,,=6.6817,,,,
2026-05-15,=152.9500,=152.9500,=152.9500,=152.9500,=317097687300.8,=243192754024.0,=219002474464.55,,=6.7125,,,,
2026-05-14,=135.0300,=135.0300,=135.0300,=135.0300,=279945738582.7201,=214699689937.0,=193343603314.47,,=5.9260,,,,
2026-05-13,=142.6500,=142.6500,=142.6500,=142.6500,=295743609633.6001,=226815602233.0,=204254350979.85,,=6.2604,,,,
2026-05-12,=139.8500,=139.8500,=139.8500,=139.8500,=289938617646.4,=222363560969.0,=200245152362.65,,=6.1375,,,,
2026-05-11,=144.0400,=144.0400,=144.0400,=144.0400,=298625373512.96,=229025722717.0,=206244631721.96,,=6.1369,,,,
2026-05-08,=139.8500,=139.8500,=139.8500,=139.8500,=289938617646.4,=222363560969.0,=200245152362.65,,=5.9584,,,,
2026-05-07,=139.5000,=139.5000,=139.5000,=139.5000,=289212993648.0,=221807055812.0,=199744002535.5,,=5.9435,,,,
2026-05-06,=140.5300,=140.5300,=140.5300,=140.5300,=291348401414.7201,=223444770991.0,=201218814883.97,,=5.9873,,,,
2026-04-30,=137.4100,=137.4100,=137.4100,=137.4100,=284879981771.84,=218483925011.0,=196751422139.09,,=5.8544,,,,
2026-04-29,=138.0700,=138.0700,=138.0700,=138.0700,=286248301311.68,=219533334738.0,=197696447527.43,,=5.8825,,,,
2026-04-28,=129.8900,=129.8900,=129.8900,=129.8900,=269289431863.36,=206527014189.0,=185983860138.61,,=5.5340,,,,
2026-04-27,=131.3900,=131.3900,=131.3900,=131.3900,=272399248999.36,=208912036294.0,=188131645112.11,,=5.8441,,,,
2026-04-24,=133.7900,=133.7900,=133.7900,=133.7900,=277374956416.96,=212728071663.0,=191568101069.71,,=5.9509,,,,
2026-04-23,=134.5000,=134.5000,=134.5000,=134.5000,=278846936528.0,=213856982127.0,=192584719290.5,,=5.9824,,,,
2026-04-22,=136.9100,=136.9100,=136.9100,=136.9100,=283843376059.84,=217688917643.0,=196035493814.59,,=6.0896,,,,
2026-04-21,=136.2300,=136.2300,=136.2300,=136.2300,=282433592291.52,=216607707622.0,=195061831293.27,,=6.0594,,,,
2026-04-20,=135.2000,=135.2000,=135.2000,=135.2000,=280298184524.8,=214969992442.0,=193587018944.8,,=6.0136,,,,
2026-04-17,=132.7500,=132.7500,=132.7500,=132.7500,=275218816536.0,=211074456337.0,=190078970154.75,,=5.9046,,,,
2026-04-16,=133.9000,=133.9000,=133.9000,=133.9000,=277603009673.6001,=212902973284.0,=191725605301.1,,=5.9558,,,,
2026-04-15,=133.8900,=133.8900,=133.8900,=133.8900,=277582277559.36,=212887073137.0,=191711286734.61,,=5.9553,,,,
2026-04-14,=139.4600,=139.4600,=139.4600,=139.4600,=289130065191.0401,=221743455222.0,=199686728269.54,,=6.2031,,,,
2026-04-13,=134.2400,=134.2400,=134.2400,=134.2400,=278307901557.76,=213443578161.0,=192212436561.76,,=5.9709,,,,
2026-04-10,=130.7900,=130.7900,=130.7900,=130.7900,=271155322144.96,=207958027321.0,=187272531122.71,,=5.8174,,,,
2026-04-09,=123.8000,=123.8000,=123.8000,=123.8000,=256663574291.2,=196843824317.0,=177263853146.2,,=5.5065,,,,
2026-04-08,=126.9900,=126.9900,=126.9900,=126.9900,=263277118733.76,=201915971325.0,=181831475856.51,,=5.6484,,,,
2026-04-07,=122.2800,=122.2800,=122.2800,=122.2800,=253512292926.72,=194389671424.0,=175087431039.72,,=5.4389,,,,
2026-04-03,=123.3200,=123.3200,=123.3200,=123.3200,=255668432807.68,=196042969251.0,=176576561954.68,,=5.4852,,,,
2026-04-02,=127.2500,=127.2500,=127.2500,=127.2500,=263816153704.0,=202290527385.0,=182203758585.25,,=5.6600,,,,
2026-04-01,=134.4500,=134.4500,=134.4500,=134.4500,=278743275956.8,=213736435418.0,=192513126458.05,,=5.9802,,,,
2026-03-31,=150.7600,=150.7600,=150.7600,=150.7600,=312557354282.24,=239664596531.0,=215866708403.24,,=6.9511,,,,
2026-03-30,=157.1000,=157.1000,=157.1000,=157.1000,=325701514710.4,=249743354438.0,=224944679557.9,,=7.2434,,,,
2026-03-27,=163.3500,=163.3500,=163.3500,=163.3500,=338659086110.4,=259679038494.0,=233893783614.15,,=7.5316,,,,
2026-03-26,=166.0000,=166.0000,=166.0000,=166.0000,=344153096384.0,=263891768534.0,=237688203734.0,,=7.6538,,,,
2026-03-25,=167.0800,=167.0800,=167.0800,=167.0800,=346392164721.9201,=265608654739.0,=239234608914.92,,=7.7036,,,,
2026-03-24,=164.6800,=164.6800,=164.6800,=164.6800,=341416457304.32,=261793352061.0,=235798152957.32,,=7.5929,,,,
2026-03-23,=168.5400,=168.5400,=168.5400,=168.5400,=349419053400.96,=267929630534.0,=241325119622.46,,=7.7709,,,,
2026-03-20,=173.6000,=173.6000,=173.6000,=173.6000,=359909503206.4,=275973560346.0,=248570314266.4,,=8.0042,,,,
2026-03-19,=165.1000,=165.1000,=165.1000,=165.1000,=342287206102.4,=262461030030.0,=236399532749.9,,=7.6123,,,,
2026-03-18,=166.5900,=166.5900,=166.5900,=166.5900,=345376291124.1601,=264829697109.0,=238532999156.91,,=7.6810,,,,
2026-03-17,=166.4800,=166.4800,=166.4800,=166.4800,=345148237867.52,=264654829070.0,=238375494925.52,,=7.6759,,,,
2026-03-16,=173.0000,=173.0000,=173.0000,=173.0000,=358665576352.0,=275019734677.0,=247711200277.0,,=7.9765,,,,
2026-03-13,=175.3900,=175.3900,=175.3900,=175.3900,=363620551655.36,=278819140260.0,=251133337668.11,,=8.0867,,,,
2026-03-12,=173.1000,=173.1000,=173.1000,=173.1000,=358872897494.4,=275178705622.0,=247854385941.9,,=7.9811,,,,
2026-03-11,=170.9200,=170.9200,=170.9200,=170.9200,=354353296590.08,=271713139023.0,=244732938447.08,,=7.8806,,,,
2026-03-10,=156.1000,=156.1000,=156.1000,=156.1000,=323628303286.4,=248153644989.0,=223512822908.9,,=7.1973,,,,
2026-03-09,=155.8000,=155.8000,=155.8000,=155.8000,=323006339859.2,=247676732154.0,=223083265914.2,,=7.1835,,,,
2026-03-06,=149.8000,=149.8000,=149.8000,=149.8000,=310567071315.2,=238138475460.0,=214492126020.2,,=6.9068,,,,
2026-03-05,=148.4600,=148.4600,=148.4600,=148.4600,=307788968007.0401,=236008264799.0,=212573438110.54,,=6.8451,,,,
2026-03-04,=148.7100,=148.7100,=148.7100,=148.7100,=308307270863.0401,=236405692161.0,=212931402272.79,,=6.8566,,,,
2026-03-03,=150.4900,=150.4900,=150.4900,=150.4900,=311997587197.76,=239235374980.0,=215480107108.01,,=6.9387,,,,
2026-03-02,=149.3800,=149.3800,=149.3800,=149.3800,=309696322517.12,=237470797492.0,=213890746227.62,,=6.8875,,,,
2026-02-27,=144.5000,=144.5000,=144.5000,=144.5000,=299579050768.0,=229713015381.0,=206903285780.5,,=6.6625,,,,
2026-02-26,=145.6500,=145.6500,=145.6500,=145.6500,=301963243905.6001,=231541181247.0,=208549920926.85,,=6.7155,,,,
2026-02-25,=154.1000,=154.1000,=154.1000,=154.1000,=319481880438.4,=244974226091.0,=220649109610.9,,=7.1051,,,,
2026-02-24,=150.6100,=150.6100,=150.6100,=150.6100,=312246372568.64,=239426140114.0,=215651929905.89,,=6.9442,,,,
2026-02-13,=149.1600,=149.1600,=149.1600,=149.1600,=309240216003.84,=237121061413.0,=213575737764.84,,=6.8773,,,,
2026-02-12,=156.5500,=156.5500,=156.5500,=156.5500,=324561248427.2,=248869014241.0,=224157158400.95,,=7.2181,,,,
2026-02-11,=152.2000,=152.2000,=152.2000,=152.2000,=315542778732.8,=241953778138.0,=217928581977.8,,=7.0175,,,,
2026-02-10,=155.4900,=155.4900,=155.4900,=155.4900,=322363644317.76,=247183922225.0,=222639390353.01,,=7.1692,,,,
2026-02-09,=153.3100,=153.3100,=153.3100,=153.3100,=317844043413.44,=243718355626.0,=219517942858.19,,=7.0687,,,,
2026-02-06,=144.5000,=144.5000,=144.5000,=144.5000,=299579050768.0,=229713015381.0,=206903285780.5,,=6.6625,,,,
2026-02-05,=146.0000,=146.0000,=146.0000,=146.0000,=302688867904.0,=232097579554.0,=209051070754.0,,=6.7316,,,,
2026-02-04,=152.2700,=152.2700,=152.2700,=152.2700,=315687903532.4801,=242065057799.0,=218028811943.23,,=7.0207,,,,
2026-02-03,=149.8800,=149.8800,=149.8800,=149.8800,=310732928229.12,=238265652216.0,=214606674552.12,,=6.9105,,,,
2026-02-02,=149.0000,=149.0000,=149.0000,=149.0000,=308908502176.0,=236866707901.0,=213346640701.0,,=6.8700,,,,
2026-01-30,=151.0000,=151.0000,=151.0000,=151.0000,=313054925024.0,=240046126799.0,=216210353999.0,,=6.9622,,,,
2026-01-29,=146.2800,=146.2800,=146.2800,=146.2800,=303269367102.7201,=232542698200.0,=209451990615.72,,=6.7446,,,,
2026-01-28,=152.9000,=152.9000,=152.9000,=152.9000,=316994026729.6001,=243066574752.0,=218930881632.1,,=7.0498,,,,
