日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=109.2500,=109.2500,=109.2500,=109.2500,=133281091253.5,=133281091254.0,=45552995695.75,,=3.5907,,,,
2026-07-02,=109.1700,=109.1700,=109.1700,=109.1700,=133183494115.74,=133183494116.0,=45519638811.03,,=3.5880,,,,
2026-07-01,=110.8600,=110.8600,=110.8600,=110.8600,=135245233650.92,=135245233651.0,=46224303000.74,,=3.6436,,,,
2026-06-30,=109.3700,=109.3700,=109.3700,=109.3700,=133427486960.14,=133427486960.0,=45603031022.83,,=3.5946,,,,
2026-06-29,=109.2500,=109.2500,=109.2500,=109.2500,=133281091253.5,=133281091254.0,=45552995695.75,,=3.5907,,,,
2026-06-26,=108.1000,=108.1000,=108.1000,=108.1000,=131878132398.2,=131878132398.0,=45073490477.9,,=3.5529,,,,
2026-06-25,=110.1200,=110.1200,=110.1200,=110.1200,=134342460126.64,=134342460127.0,=45915751817.08,,=3.6193,,,,
2026-06-24,=105.7100,=105.7100,=105.7100,=105.7100,=128962417907.62,=128962417908.0,=44076953546.89,,=3.4743,,,,
2026-06-23,=109.1800,=109.1800,=109.1800,=109.1800,=133195693757.96,=133195693758.0,=45523808421.62,,=3.5884,,,,
2026-06-22,=113.6100,=113.6100,=113.6100,=113.6100,=138600135261.42,=138600135261.0,=47370945912.99,,=3.7340,,,,
2026-06-18,=113.2800,=113.2800,=113.2800,=113.2800,=138197547068.16,=138197547068.0,=47233348763.52,,=3.7231,,,,
2026-06-17,=117.7000,=117.7000,=117.7000,=117.7000,=143589788929.4,=143589788929.0,=49076316644.3,,=3.8684,,,,
2026-06-16,=117.3500,=117.3500,=117.3500,=117.3500,=143162801451.7,=143162801452.0,=48930380273.65,,=3.8569,,,,
2026-06-15,=119.2800,=119.2800,=119.2800,=119.2800,=145517332400.16,=145517332400.0,=49735115117.52,,=3.9203,,,,
2026-06-12,=118.5400,=118.5400,=118.5400,=118.5400,=144614558875.88,=144614558876.0,=49426563933.86,,=3.8960,,,,
2026-06-11,=119.6000,=119.6000,=119.6000,=119.6000,=145907720951.2,=145907720951.0,=49868542656.4,,=3.9308,,,,
2026-06-10,=118.7900,=118.7900,=118.7900,=118.7900,=144919549931.38,=144919549931.0,=49530804198.61,,=3.9042,,,,
2026-06-09,=116.8500,=116.8500,=116.8500,=116.8500,=142552819340.7,=142552819341.0,=48721899744.15,,=3.8404,,,,
2026-06-08,=117.9700,=117.9700,=117.9700,=117.9700,=143919179269.34,=143919179269.0,=49188896130.23,,=3.8773,,,,
2026-06-05,=122.0300,=122.0300,=122.0300,=122.0300,=148872234010.66,=148872234011.0,=50881758029.77,,=4.0107,,,,
