date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-05-14,203948833046.4,21.1876,0.8825,14.9364,8.9392,6.0718,2.6664,0.7699,2.7932,1.7805,1.0110,0.0246,1.3669,0.9790,1.0393,0.6504,0.3009
2026-05-13,208478470898.88,21.6582,0.8853,14.9215,8.9347,6.0718,2.7257,0.7851,2.7932,1.7803,1.0110,0.0241,1.3972,0.9827,1.0390,0.6500,0.3009
2026-05-12,211188590645.76,21.9398,0.8853,14.9215,8.9347,6.0718,2.7611,0.7937,2.7932,1.7803,1.0110,0.0238,1.4154,0.9851,1.0385,0.6499,0.3009
2026-05-11,214902458447.04,22.3256,0.8886,14.9215,8.9347,6.0718,2.8096,0.8057,2.7932,1.7750,1.0110,0.0234,1.4403,0.9893,1.0383,0.6497,0.3009
2026-05-08,215203582863.36,22.3569,0.8879,14.9459,8.9436,6.0718,2.8136,0.8079,2.7825,1.7716,1.0110,0.0233,1.4423,0.9901,1.0383,0.6477,0.3009
2026-05-07,215203582863.36,22.3569,0.8882,14.9364,8.9392,6.0718,2.8136,0.8082,2.7825,1.7716,1.0110,0.0233,1.4423,0.9905,1.0377,0.6475,0.3009
2026-05-06,229757929652.16,23.8689,0.8993,14.9215,8.9347,6.0718,3.0039,0.8692,2.7811,1.7716,1.0110,0.0218,1.5398,0.9983,1.0370,0.6472,0.3009
2026-04-30,229356430430.4,23.8272,0.8978,15.0157,8.9460,6.0718,2.9986,0.8673,2.7803,1.7695,1.0110,0.0219,1.5371,0.9979,1.0369,0.6482,0.3009
2026-04-29,232568424204.48,24.1608,0.8986,14.9459,8.9436,6.0718,3.0406,0.8805,2.7794,1.7688,1.0110,0.0216,1.5587,0.9992,1.0363,0.6477,0.3009
2026-04-28,215404332474.24,25.7017,0.8998,14.9459,8.9436,6.0718,3.0037,0.8697,2.7778,1.7676,1.0110,0.0233,1.4862,0.9951,1.0363,0.6477,0.3009
2026-04-27,208779595315.2,24.9112,0.8994,14.9459,8.9436,6.0718,2.9113,0.8421,2.7760,1.7672,1.0110,0.0240,1.4405,0.9922,1.0339,0.6477,0.3009
2026-04-24,207575097649.92,24.7675,0.8983,15.0157,8.9484,6.0726,2.8945,0.8373,2.7729,1.7659,1.0110,0.0242,1.4322,0.9909,1.0335,0.6487,0.3012
2026-04-23,207073223622.72,24.7076,0.8982,15.0157,8.9460,6.0718,2.8875,0.8348,2.7729,1.7657,1.0110,0.0242,1.4288,0.9905,1.0335,0.6482,0.3009
2026-04-22,199545113214.72,23.8094,0.8974,14.9459,8.9436,6.0718,2.7825,0.8034,2.7718,1.7656,1.0110,0.0252,1.3768,0.9852,1.0323,0.6477,0.3009
2026-04-21,195931620218.88,23.3782,0.8961,14.9459,8.9436,6.0718,2.7321,0.7927,2.7702,1.7646,1.0110,0.0256,1.3519,0.9823,1.0307,0.6477,0.3009
2026-04-20,188303135005.44,22.4680,0.8883,14.9459,8.9436,6.0718,2.6258,0.7646,2.7702,1.7646,1.0110,0.0267,1.2992,0.9662,1.0300,0.6477,0.3009
2026-04-17,190712130336.0,22.7554,0.8892,15.0157,8.9484,6.0726,2.6594,0.7722,2.7683,1.7633,1.0110,0.0263,1.3159,0.9724,1.0292,0.6487,0.3012
2026-04-16,194425998137.28,23.1986,0.8937,15.0157,8.9460,6.0718,2.7111,0.7895,2.7702,1.7632,1.0110,0.0258,1.3415,0.9815,1.0292,0.6482,0.3009
2026-04-15,192619251639.36,22.9830,0.8908,14.9459,8.9436,6.0718,2.6859,0.7824,2.7702,1.7630,1.0110,0.0261,1.3290,0.9777,1.0292,0.6477,0.3009
2026-04-14,195630495802.56,23.3423,0.8937,14.9459,8.9436,6.0718,2.7279,0.7914,2.7702,1.7591,1.0110,0.0257,1.3498,0.9823,1.0277,0.6477,0.3009
2026-04-13,199545113214.72,23.8094,0.8949,14.9459,8.9436,6.0718,2.7825,0.8038,2.7702,1.7581,1.0110,0.0252,1.3768,0.9856,1.0269,0.6477,0.3009
2026-04-10,193823749304.64,23.1267,0.8913,15.0157,8.9484,6.0726,2.7027,0.7891,2.7681,1.7577,1.0110,0.0259,1.3373,0.9811,1.0260,0.6487,0.3012
2026-04-09,190210256308.8,22.6956,0.8888,15.0157,8.9460,6.0718,2.6524,0.7717,2.7683,1.7575,1.0110,0.0264,1.3124,0.9745,1.0260,0.6482,0.3009
2026-04-08,191113629557.76,22.8033,0.8899,14.9459,8.9436,6.0718,2.6650,0.7766,2.7683,1.7573,1.0110,0.0263,1.3186,0.9761,1.0260,0.6477,0.3009
2026-04-07,199444738409.28,23.7974,0.8932,14.9459,8.9436,6.0718,2.7811,0.8038,2.7683,1.7573,1.0110,0.0252,1.3761,0.9852,1.0259,0.6477,0.3009
2026-04-03,192719626444.8,22.9950,0.8892,15.0157,8.9484,6.0726,2.6873,0.7854,2.7652,1.7562,1.0110,0.0260,1.3297,0.9798,1.0240,0.6487,0.3012
2026-04-02,194325623331.84,23.1866,0.8908,15.0157,8.9460,6.0718,2.7097,0.7907,2.7681,1.7560,1.0110,0.0258,1.3408,0.9827,1.0240,0.6482,0.3009
2026-04-01,190812505141.44,22.7674,0.8895,14.9459,8.9436,6.0718,2.6608,0.7770,2.7681,1.7558,1.0110,0.0263,1.3166,0.9769,1.0231,0.6477,0.3009
2026-03-31,194225248526.4,23.1746,0.8904,14.9459,8.9436,6.0718,2.7083,0.7906,2.7681,1.7548,1.0110,0.0258,1.3401,0.9827,1.0231,0.6477,0.3009
2026-03-30,202255232961.6,24.1327,0.8916,14.9459,8.9436,6.0718,2.8203,0.8141,2.7681,1.7545,1.0110,0.0248,1.3955,0.9872,1.0224,0.6477,0.3009
2026-03-27,204664228292.16,20.1841,0.8707,15.0157,8.9484,6.0726,3.9223,0.9823,2.7547,1.7531,1.0110,0.0353,1.4890,0.9955,1.0223,0.6487,0.3012
2026-03-26,205969100762.88,20.3128,0.8731,15.0157,8.9460,6.0718,3.9473,0.9843,2.7547,1.7524,1.0110,0.0351,1.4985,0.9963,1.0223,0.6482,0.3009
2026-03-25,197637991911.36,19.4912,0.8636,14.9459,8.9436,6.0718,3.7877,0.9753,2.7544,1.7518,1.0110,0.0366,1.4379,0.9930,1.0219,0.6477,0.3009
2026-03-24,206069475568.32,20.3227,0.8730,14.9459,8.9436,6.0718,3.9493,0.9847,2.7527,1.7514,1.0110,0.0351,1.4992,0.9967,1.0217,0.6477,0.3009
2026-03-23,208378096093.44,20.5504,0.8755,14.9459,8.9436,6.0718,3.9935,0.9860,2.7522,1.7503,1.0110,0.0347,1.5160,0.9975,1.0216,0.6477,0.3009
2026-03-20,211389340256.64,20.8473,0.8764,15.0157,8.9484,6.0726,4.0512,0.9881,2.7476,1.7500,1.0110,0.0342,1.5379,0.9988,1.0200,0.6487,0.3012
2026-03-19,207374348039.04,20.4514,0.8735,15.0157,8.9460,6.0718,3.9743,0.9864,2.7476,1.7496,1.0110,0.0348,1.5087,0.9979,1.0200,0.6482,0.3009
2026-03-18,200046987241.92,19.7287,0.8652,14.9459,8.9436,6.0718,3.8338,0.9786,2.7448,1.7492,1.0110,0.0361,1.4554,0.9955,1.0195,0.6477,0.3009
2026-03-17,200749610880.0,19.7980,0.8652,14.9459,8.9436,6.0718,3.8473,0.9798,2.7437,1.7479,1.0110,0.0360,1.4605,0.9959,1.0187,0.6477,0.3009
2026-03-16,209783343369.6,20.6889,0.8751,14.9459,8.9436,6.0718,4.0204,0.9876,2.7429,1.7477,1.0110,0.0344,1.5263,0.9988,1.0184,0.6477,0.3009
2026-03-13,218515951442.88,21.5502,0.8789,15.0157,8.9484,6.0726,4.1878,0.9918,2.7412,1.7463,1.0110,0.0331,1.5898,0.9996,1.0182,0.6487,0.3012
2026-03-12,222530943660.48,21.9461,0.8797,15.0157,8.9460,6.0718,4.2647,0.9938,2.7412,1.7462,1.0110,0.0325,1.6190,1.0000,1.0182,0.6482,0.3009
2026-03-11,202255232961.6,19.9465,0.8685,14.9459,8.9436,6.0718,3.8762,0.9831,2.7385,1.7460,1.0110,0.0357,1.4715,0.9984,1.0180,0.6477,0.3009
2026-03-10,195530120997.12,19.2833,0.8623,14.9459,8.9436,6.0718,3.7473,0.9782,2.7376,1.7451,1.0110,0.0370,1.4226,0.9951,1.0173,0.6477,0.3009
2026-03-09,203560105432.32,20.0752,0.8689,14.9459,8.9436,6.0718,3.9012,0.9843,2.7333,1.7443,1.0110,0.0355,1.4810,0.9988,1.0162,0.6477,0.3009
2026-03-06,193522624888.32,19.0853,0.8604,15.0157,8.9484,6.0726,3.7088,0.9765,2.7297,1.7434,1.0110,0.0373,1.4080,0.9942,1.0162,0.6487,0.3012
2026-03-05,202054483350.72,19.9267,0.8661,15.0157,8.9460,6.0718,3.8723,0.9835,2.7297,1.7434,1.0110,0.0358,1.4700,0.9988,1.0162,0.6482,0.3009
2026-03-04,195730870608.0,19.3031,0.8619,14.9459,8.9436,6.0718,3.7511,0.9794,2.7297,1.7434,1.0110,0.0369,1.4240,0.9963,1.0158,0.6477,0.3009
2026-03-03,205768351152.0,20.2930,0.8693,14.9459,8.9436,6.0718,3.9435,0.9872,2.7257,1.7410,1.0110,0.0351,1.4971,0.9992,1.0158,0.6477,0.3009
2026-03-02,189206508254.4,18.6597,0.8557,14.9459,8.9436,6.0718,3.6261,0.9720,2.7194,1.7410,1.0110,0.0382,1.3766,0.9938,1.0158,0.6477,0.3009
2026-02-27,177864155239.68,17.5411,0.8475,15.0157,8.9460,6.0718,3.4087,0.9588,2.7123,1.7401,1.0110,0.0406,1.2940,0.9790,1.0158,0.6482,0.3009
2026-02-26,170536794442.56,16.8184,0.8368,14.9459,8.9436,6.0718,3.2683,0.9444,2.7119,1.7392,1.0110,0.0424,1.2407,0.9538,1.0158,0.6477,0.3009
2026-02-25,172644665356.8,16.2740,0.8244,14.9459,8.9436,6.0718,3.3087,0.9485,2.7070,1.7390,1.0110,0.0419,1.2561,0.9633,1.0148,0.6477,0.3009
2026-02-24,177563030823.36,16.7376,0.8339,14.9459,8.9436,6.0718,3.4029,0.9584,2.7027,1.7378,1.0110,0.0407,1.2918,0.9786,1.0143,0.6477,0.3009
2026-02-13,174150287438.4,16.4159,0.8245,15.0345,8.9495,6.0765,3.3375,0.9519,2.6950,1.7327,1.0120,0.0415,1.2670,0.9667,1.0128,0.6499,0.3015
2026-02-12,175756284325.44,16.5673,0.8285,15.0345,8.9493,6.0726,3.3683,0.9548,2.6950,1.7321,1.0110,0.0411,1.2787,0.9720,1.0128,0.6499,0.3012
2026-02-11,167124051057.6,15.7536,0.8120,15.0345,8.9492,6.0726,3.2029,0.9342,2.6938,1.7314,1.0110,0.0432,1.2159,0.9445,1.0127,0.6498,0.3012
2026-02-10,159495565844.16,15.0345,0.8004,15.0313,8.9491,6.0726,3.0567,0.8975,2.6931,1.7307,1.0110,0.0453,1.1604,0.9115,1.0127,0.6497,0.3012
2026-02-09,159495565844.16,15.0345,0.8007,15.0191,8.9487,6.0726,3.0567,0.8979,2.6931,1.7301,1.0110,0.0453,1.1604,0.9119,1.0122,0.6492,0.3012
2026-02-06,156283572070.08,14.7318,0.7953,15.0157,8.9484,6.0726,2.9951,0.8797,2.6912,1.7295,1.0110,0.0462,1.1370,0.8987,1.0122,0.6487,0.3012
2026-02-05,154978699599.36,14.6088,0.7927,15.0191,8.9460,6.0718,2.9701,0.8739,2.6912,1.7284,1.0110,0.0466,1.1275,0.8929,1.0122,0.6482,0.3009
2026-02-04,153272327906.88,14.4479,0.7899,15.0313,8.9460,6.0718,2.9374,0.8653,2.6893,1.7270,1.0110,0.0472,1.1151,0.8846,1.0122,0.6482,0.3009
2026-02-03,139320229950.72,13.1328,0.7585,15.1290,8.9460,6.0718,2.6700,0.7940,2.6883,1.7254,1.0110,0.0519,1.0136,0.8035,1.0122,0.6482,0.3009
2026-02-02,138818355923.52,13.0855,0.7557,15.2238,8.9460,6.0718,2.6604,0.7915,2.6883,1.7216,1.0110,0.0521,1.0100,0.7981,1.0114,0.6482,0.3009
2026-01-30,146948715164.16,13.8518,0.7784,15.2266,8.9484,6.0726,2.8162,0.8258,2.6868,1.7163,1.0110,0.0492,1.0691,0.8456,1.0110,0.6487,0.3012
2026-01-29,147350214385.92,13.8897,0.7792,15.2437,8.9460,6.0718,2.8239,0.8286,2.6868,1.7151,1.0110,0.0490,1.0720,0.8475,1.0110,0.6482,0.3009
2026-01-28,144941219055.36,13.6626,0.7763,15.2977,8.9460,6.0718,2.7778,0.8175,2.6863,1.7133,1.0110,0.0499,1.0545,0.8381,1.0107,0.6482,0.3009
2026-01-27,139621354367.04,13.1611,0.7594,15.3009,8.9460,6.0718,2.6758,0.7969,2.6854,1.7119,1.0110,0.0518,1.0158,0.8059,1.0107,0.6482,0.3009
2026-01-26,143636346584.64,13.5396,0.7726,15.3120,8.9460,6.0718,2.7527,0.8133,2.6854,1.7110,1.0110,0.0503,1.0450,0.8315,1.0103,0.6482,0.3009
2026-01-23,139019105534.4,13.1044,0.7558,15.3229,8.9484,6.0726,2.6643,0.7945,2.6818,1.7096,1.0110,0.0520,1.0114,0.8023,1.0076,0.6487,0.3012
2026-01-22,141026601643.2,13.2936,0.7664,15.3486,8.9460,6.0718,2.7027,0.8051,2.6835,1.7090,1.0110,0.0512,1.0260,0.8175,1.0076,0.6482,0.3009
2026-01-21,138918730728.96,13.0949,0.7557,15.3626,8.9460,6.0718,2.6623,0.7948,2.6818,1.7067,1.0110,0.0520,1.0107,0.8022,1.0072,0.6482,0.3009
2026-01-20,140424352810.56,13.2368,0.7639,15.3730,8.9460,6.0718,2.6912,0.8030,2.6818,1.7047,1.0110,0.0515,1.0216,0.8129,1.0063,0.6482,0.3009
2026-01-19,139119480339.84,13.1138,0.7557,15.4002,8.9460,6.0718,2.6662,0.7956,2.6816,1.7039,1.0110,0.0519,1.0122,0.8035,1.0060,0.6482,0.3009
2026-01-16,137613858258.24,12.9719,0.7533,15.4320,8.9484,6.0726,2.6373,0.7908,2.6805,1.7033,1.0110,0.0525,1.0012,0.7932,1.0051,0.6487,0.3012
2026-01-15,139621354367.04,13.1611,0.7577,15.4518,8.9460,6.0718,2.6758,0.7985,2.6816,1.7032,1.0110,0.0518,1.0158,0.8076,1.0053,0.6482,0.3009
2026-01-14,140524727616.0,13.2463,0.7627,15.4817,8.9460,6.0718,2.6931,0.8035,2.6816,1.7027,1.0110,0.0514,1.0224,0.8146,1.0051,0.6482,0.3009
2026-01-13,140625102421.44,13.2558,0.7631,15.5103,8.9460,6.0718,2.6950,0.8047,2.6805,1.7020,1.0110,0.0514,1.0231,0.8154,1.0045,0.6482,0.3009
2026-01-12,142431848919.36,13.4261,0.7664,15.5560,8.9460,6.0718,2.7297,0.8080,2.6796,1.7016,1.0110,0.0507,1.0363,0.8232,1.0042,0.6482,0.3009
2026-01-09,143034097752.0,13.4828,0.7673,15.6005,8.9484,6.0726,2.7412,0.8105,2.6742,1.7010,1.0110,0.0505,1.0406,0.8283,1.0037,0.6487,0.3012
2026-01-08,143034097752.0,13.4828,0.7676,15.6048,8.9460,6.0718,2.7412,0.8109,2.6742,1.7004,1.0110,0.0505,1.0406,0.8286,1.0037,0.6482,0.3009
2026-01-07,141026601643.2,13.2936,0.7635,15.6414,8.9460,6.0718,2.7027,0.8068,2.6721,1.6996,1.0110,0.0512,1.0260,0.8191,1.0037,0.6482,0.3009
2026-01-06,136108236176.64,12.8300,0.7507,15.6902,8.9460,6.0718,2.6085,0.7899,2.6720,1.6987,1.0110,0.0531,0.9902,0.7837,1.0030,0.6482,0.3009
2026-01-05,132896242402.56,12.5272,0.7388,15.7194,8.9460,6.0718,2.5469,0.7684,2.6720,1.6975,1.0110,0.0544,0.9669,0.7598,1.0030,0.6482,0.3009
2025-12-31,131992869153.6,12.4421,0.7343,15.7268,8.9484,6.0726,2.5296,0.7648,2.6669,1.6967,1.0110,0.0548,0.9603,0.7537,1.0030,0.6487,0.3012
2025-12-30,132996617208.0,12.5367,0.7385,15.7293,8.9484,6.0726,2.5488,0.7702,2.6669,1.6954,1.0110,0.0543,0.9676,0.7607,1.0030,0.6487,0.3012
2025-12-29,135104488122.24,12.7354,0.7459,15.7351,8.9484,6.0726,2.5892,0.7850,2.6669,1.6941,1.0110,0.0535,0.9829,0.7772,1.0030,0.6487,0.3012
2025-12-26,134803363705.92,12.7070,0.7435,15.7512,8.9487,6.0726,2.5835,0.7830,2.6669,1.6932,1.0110,0.0536,0.9808,0.7740,1.0030,0.6492,0.3012
2025-12-25,133899990456.96,12.6218,0.7414,15.7512,8.9484,6.0726,2.5662,0.7776,2.6669,1.6928,1.0110,0.0540,0.9742,0.7661,1.0030,0.6487,0.3012
2025-12-24,135204862927.68,12.7448,0.7459,15.7756,8.9484,6.0726,2.5912,0.7858,2.6669,1.6909,1.0110,0.0535,0.9837,0.7780,1.0030,0.6487,0.3012
2025-12-23,135004113316.8,12.7259,0.7442,15.7987,8.9484,6.0726,2.5873,0.7850,2.6669,1.6895,1.0110,0.0535,0.9822,0.7768,1.0030,0.6487,0.3012
2025-12-22,135405612538.56,12.7638,0.7459,15.8000,8.9484,6.0726,2.5950,0.7879,2.6669,1.6893,1.0110,0.0534,0.9851,0.7792,1.0030,0.6487,0.3012
2025-12-19,136108236176.64,12.8300,0.7464,15.8488,8.9487,6.0726,2.6085,0.7904,2.6669,1.6875,1.0110,0.0531,0.9902,0.7843,1.0030,0.6492,0.3012
2025-12-18,137714233063.68,12.9814,0.7488,15.8488,8.9484,6.0726,2.6392,0.7941,2.6669,1.6870,1.0110,0.0525,1.0019,0.7982,1.0030,0.6487,0.3012
2025-12-17,132795867597.12,12.5178,0.7372,15.8976,8.9484,6.0726,2.5450,0.7722,2.6669,1.6851,1.0110,0.0544,0.9661,0.7628,1.0030,0.6487,0.3012
2025-12-16,131792119542.72,12.4231,0.7339,15.9098,8.9484,6.0726,2.5258,0.7689,2.6669,1.6848,1.0110,0.0548,0.9588,0.7566,1.0030,0.6487,0.3012
2025-12-15,133197366818.88,12.5556,0.7389,15.9174,8.9484,6.0726,2.5527,0.7759,2.6669,1.6848,1.0110,0.0543,0.9691,0.7648,1.0030,0.6487,0.3012
2025-12-12,133498491235.2,12.5840,0.7390,15.9371,8.9487,6.0726,2.5585,0.7773,2.6669,1.6803,1.0110,0.0541,0.9713,0.7670,1.0030,0.6492,0.3012
2025-12-11,134702988900.48,12.6975,0.7414,15.9371,8.9484,6.0726,2.5815,0.7834,2.6669,1.6780,1.0110,0.0537,0.9800,0.7747,1.0030,0.6487,0.3012
2025-12-10,135004113316.8,12.7259,0.7422,15.9371,8.9484,6.0726,2.5873,0.7867,2.6669,1.6775,1.0110,0.0535,0.9822,0.7784,1.0030,0.6487,0.3012
2025-12-09,134803363705.92,12.7070,0.7414,15.9586,8.9484,6.0726,2.5835,0.7858,2.6669,1.6769,1.0110,0.0536,0.9808,0.7768,1.0030,0.6487,0.3012
2025-12-08,135706736954.88,12.7921,0.7430,16.0167,8.9484,6.0726,2.6008,0.7891,2.6669,1.6758,1.0110,0.0533,0.9873,0.7825,1.0030,0.6487,0.3012
2025-12-05,139420604756.16,13.1422,0.7476,16.0684,8.9487,6.0726,2.6720,0.8003,2.6669,1.6741,1.0110,0.0518,1.0143,0.8098,1.0030,0.6492,0.3012
2025-12-04,139922478783.36,13.1895,0.7504,16.0684,8.9484,6.0726,2.6816,0.8027,2.6662,1.6736,1.0110,0.0516,1.0180,0.8122,1.0023,0.6487,0.3012
2025-12-03,140022853588.8,13.1990,0.7508,16.1059,8.9484,6.0726,2.6835,0.8035,2.6662,1.6723,1.0110,0.0516,1.0187,0.8143,1.0022,0.6487,0.3012
2025-12-02,139822103977.92,13.1801,0.7500,16.1249,8.9484,6.0726,2.6796,0.8027,2.6596,1.6712,1.0110,0.0517,1.0173,0.8126,1.0022,0.6487,0.3012
2025-12-01,140323978005.12,13.2274,0.7516,16.1555,8.9484,6.0726,2.6893,0.8056,2.6593,1.6707,1.0110,0.0515,1.0209,0.8155,1.0014,0.6487,0.3012
2025-11-28,139621354367.04,13.1611,0.7485,16.1647,8.9487,6.0726,2.6758,0.8032,2.6583,1.6678,1.0110,0.0518,1.0158,0.8123,1.0014,0.6492,0.3012
2025-11-27,140524727616.0,13.2463,0.7516,16.1647,8.9484,6.0726,2.6931,0.8060,2.6576,1.6670,1.0110,0.0514,1.0224,0.8171,1.0014,0.6487,0.3012
2025-11-26,138316481896.32,13.0381,0.7463,16.2148,8.9484,6.0726,2.6508,0.7986,2.6558,1.6658,1.0110,0.0522,1.0063,0.8068,1.0014,0.6487,0.3012
2025-11-25,139119480339.84,13.1138,0.7463,16.2150,8.9484,6.0726,2.6662,0.8019,2.6558,1.6650,1.0110,0.0519,1.0122,0.8097,1.0003,0.6487,0.3012
2025-11-24,139119480339.84,13.1138,0.7463,16.2392,8.9484,6.0726,2.6662,0.8023,2.6557,1.6642,1.0110,0.0519,1.0122,0.8101,1.0003,0.6487,0.3012
2025-11-21,140123228394.24,13.2085,0.7489,16.2576,8.9487,6.0726,2.6854,0.8049,2.6542,1.6634,1.0110,0.0516,1.0195,0.8156,0.9999,0.6492,0.3012
2025-11-20,142431848919.36,13.4261,0.7529,16.2576,8.9484,6.0726,2.7297,0.8093,2.6479,1.6633,1.0110,0.0507,1.0363,0.8245,0.9999,0.6487,0.3012
2025-11-19,146045341915.2,13.7667,0.7574,16.2819,8.9484,6.0726,2.7989,0.8213,2.6426,1.6628,1.0110,0.0495,1.0625,0.8418,0.9997,0.6487,0.3012
2025-11-18,144439345028.16,13.6153,0.7554,16.3246,8.9484,6.0726,2.7681,0.8155,2.6399,1.6611,1.0110,0.0500,1.0509,0.8373,0.9995,0.6487,0.3012
2025-11-17,149056586078.4,14.0505,0.7603,16.3339,8.9484,6.0726,2.8566,0.8369,2.6354,1.6585,1.0110,0.0485,1.0844,0.8579,0.9992,0.6487,0.3012
2025-11-14,147049089969.6,13.8613,0.7575,16.3388,8.9487,6.0726,2.8181,0.8275,2.6318,1.6575,1.0110,0.0491,1.0698,0.8477,0.9989,0.6492,0.3012
2025-11-13,150562208160.0,14.1925,0.7619,16.3388,8.9484,6.0726,2.8855,0.8476,2.6311,1.6574,1.0110,0.0480,1.0954,0.8653,0.9982,0.6487,0.3012
2025-11-12,150060334132.8,14.1452,0.7611,16.3730,8.9484,6.0726,2.8759,0.8447,2.6271,1.6573,1.0110,0.0482,1.0918,0.8649,0.9975,0.6487,0.3012
2025-11-11,152168205047.04,14.3438,0.7628,16.4330,8.9484,6.0726,2.9163,0.8571,2.6216,1.6568,1.0110,0.0475,1.1071,0.8773,0.9975,0.6487,0.3012
2025-11-10,157889568957.12,14.8832,0.7722,16.4466,8.9484,6.0726,3.0259,0.8867,2.6196,1.6561,1.0110,0.0458,1.1487,0.9044,0.9975,0.6487,0.3012
2025-11-07,154978699599.36,14.6088,0.7674,16.4588,8.9487,6.0726,2.9701,0.8748,2.6140,1.6561,1.0110,0.0466,1.1275,0.8938,0.9961,0.6492,0.3012
2025-11-06,155982447653.76,14.7034,0.7689,16.4588,8.9484,6.0726,2.9894,0.8785,2.6130,1.6561,1.0110,0.0463,1.1348,0.8979,0.9961,0.6487,0.3012
2025-11-05,155480573626.56,14.6561,0.7681,16.4826,8.9484,6.0726,2.9797,0.8769,2.6070,1.6558,1.0110,0.0465,1.1312,0.8970,0.9960,0.6487,0.3012
2025-11-04,152971203490.56,14.4195,0.7644,16.5005,8.9484,6.0726,2.9316,0.8641,2.6070,1.6534,1.0110,0.0472,1.1129,0.8851,0.9960,0.6487,0.3012
2025-11-03,152971203490.56,14.4195,0.7644,16.5006,8.9484,6.0726,2.9316,0.8645,2.6048,1.6491,1.0110,0.0472,1.1129,0.8855,0.9957,0.6487,0.3012
2025-10-31,147751713607.68,13.9275,0.7583,16.5519,8.9487,6.0726,2.8316,0.8366,2.6035,1.6458,1.0110,0.0489,1.0750,0.8530,0.9952,0.6492,0.3012
