date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,34588720000,0.0183,0.3955,3954969000
2025-12-31,144932859000,-0.0749,0.8389,8380948000
2025-09-30,104957463000,-0.1164,0.71,7119974000
2025-06-30,59349051000,-0.1793,0.4634,4652048000
2025-03-31,30311901000,-0.2353,0.2699,2710074000
2024-12-31,139124434000,-0.0729,1.4574,14425051000
2024-09-30,106632780000,-0.215,1.36,11405151000
2024-06-30,72311580000,-0.2407,1.02,7568318000
2024-03-31,39633384000,-0.2076,0.5105,3756802000
2023-12-31,150024860000,-0.3331,2.7421,20139502000
2023-09-30,135037826000,-0.2015,2.0787,15839367000
2023-06-30,84401342000,-0.1584,2.0874,10210068000
2023-03-31,44421221000,0.0782,1.1566,5652383000
2022-12-31,200829269000,0.3213,6.3012,30773610000
2022-09-30,151347326000,0.4409,5.5559,27127917000
2022-06-30,100285198000,0.5339,3.6957,18037071000
2022-03-31,41201223000,0.3267,1.3716,6677314000
2021-12-31,151990797000,-0.293,3.3398,16258908000
2021-09-30,105035724000,-0.3622,2.3759,11531730000
2021-06-30,65379960000,-0.4341,1.2438,6041738000
2021-03-31,31055994000,-0.3531,0.4628,2251001000
2020-12-31,214991818000,0.0014,1.4589,7121636000
2020-09-30,154146966000,0.0235,1.164,5690486000
2020-06-30,109613418000,0.0343,0.9381,4599867000
2020-03-31,45604524000,-0.0547,0.311,1527504000
2019-12-31,200647187000,0.2309,1.7646,8667868000
2019-09-30,150611076000,0.2636,1.4218,6983703000
2019-06-30,105975591000,0.3888,1.0914,5360854000
2019-03-31,48243536000,0.4921,0.4699,2308395000
2018-12-31,163008472000,0.0779,1.6101,7908904000
2018-09-30,119190485000,-0.0021,1.12,5048974000
2018-06-30,76308193000,-0.0552,0.8838,4341279000
2018-03-31,32333709000,-0.1879,0.4535,2227536000
2017-12-31,151227775000,0.4785,1.3784,6770618000
2017-09-30,119218615000,0.8404,0.9738,4783394000
2017-06-30,80624244000,2.2727,0.6493,3189144000
2017-03-31,39746029000,2.3774,0.356,1748567000
2016-12-31,101982213000,0.4778,0.4203,2064585000
2016-09-30,64777318000,0.6845,0.2072,1018012000
2016-06-30,24635218000,-0.0292,0.1205,802221000
