日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-01-15,=57.3700,=57.3700,=57.3700,=57.3700,=35023182352.69,=35023182353.0,=13342792352.71,,=0.0134
2026-01-14,=56.6600,=56.6600,=56.6600,=56.6600,=34589742236.42,=34589742236.0,=13177664540.78,,=0.0135
2026-01-13,=56.8000,=56.8000,=56.8000,=56.8000,=34675209301.6,=34675209302.0,=13210224954.4,,=0.0135
2026-01-12,=57.2700,=57.2700,=57.2700,=57.2700,=34962134448.99,=34962134449.0,=13319534914.41,,=0.0134
2026-01-09,=59.1800,=59.1800,=59.1800,=59.1800,=36128149409.66,=36128149410.0,=13763751985.94,,=0.0130
2026-01-08,=58.9600,=58.9600,=58.9600,=58.9600,=35993844021.52,=35993844022.0,=13712585621.68,,=0.0130
2026-01-07,=60.3300,=60.3300,=60.3300,=60.3300,=36830200302.21,=36830200302.0,=14031212526.39,,=0.0127
2026-01-06,=60.8000,=60.8000,=60.8000,=60.8000,=37117125449.6,=37117125450.0,=14140522486.4,,=0.0126
2026-01-05,=58.9300,=58.9300,=58.9300,=58.9300,=35975529650.41,=35975529650.0,=13705608390.19,,=0.0130
2025-12-31,=60.7200,=60.7200,=60.7200,=60.7200,=37068287126.64,=37068287127.0,=14121916535.76,,=0.0126
2025-12-30,=60.6100,=60.6100,=60.6100,=60.6100,=37001134432.57,=37001134433.0,=14096333353.63,,=0.0127
2025-12-29,=59.9900,=59.9900,=59.9900,=59.9900,=36622637429.63,=36622637430.0,=13952137236.17,,=0.0128
2025-12-26,=60.0000,=60.0000,=60.0000,=60.0000,=36628742220.0,=36628742220.0,=13954462980.0,,=0.0128
2025-12-25,=60.0700,=60.0700,=60.0700,=60.0700,=36671475752.59,=36671475753.0,=13970743186.81,,=0.0128
2025-12-24,=58.6800,=58.6800,=58.6800,=58.6800,=35822909891.16,=35822909891.0,=13647464794.44,,=0.0131
2025-12-23,=58.8000,=58.8000,=58.8000,=58.8000,=35896167375.6,=35896167376.0,=13675373720.4,,=0.0130
2025-12-22,=58.8600,=58.8600,=58.8600,=58.8600,=35932796117.82,=35932796118.0,=13689328183.38,,=0.0130
2025-12-19,=58.2200,=58.2200,=58.2200,=58.2200,=35542089534.14,=35542089534.0,=13540480578.26,,=0.0132
2025-12-18,=57.1300,=57.1300,=57.1300,=57.1300,=34876667383.81,=34876667384.0,=13286974500.79,,=0.0134
2025-12-17,=57.3000,=57.3000,=57.3000,=57.3000,=34980448820.1,=34980448820.0,=13326512145.9,,=0.0134
2025-12-16,=55.9100,=55.9100,=55.9100,=55.9100,=34131882958.67,=34131882959.0,=13003233753.53,,=0.0137
2025-12-15,=56.4400,=56.4400,=56.4400,=56.4400,=34455436848.28,=34455436848.0,=13126498176.52,,=0.0136
2025-12-12,=57.1900,=57.1900,=57.1900,=57.1900,=34913296126.03,=34913296126.0,=13300928963.77,,=0.0134
2025-12-11,=56.6000,=56.6000,=56.6000,=56.6000,=34553113494.2,=34553113494.0,=13163710077.8,,=0.0136
2025-12-10,=57.0900,=57.0900,=57.0900,=57.0900,=34852248222.33,=34852248222.0,=13277671525.47,,=0.0134
2025-12-09,=56.2200,=56.2200,=56.2200,=56.2200,=34321131460.14,=34321131460.0,=13075331812.26,,=0.0136
2025-12-08,=55.5800,=55.5800,=55.5800,=55.5800,=33930424876.46,=33930424876.0,=12926484207.14,,=0.0138
2025-12-05,=54.3600,=54.3600,=54.3600,=54.3600,=33185640451.32,=33185640451.0,=12642743459.88,,=0.0141
2025-12-04,=54.0600,=54.0600,=54.0600,=54.0600,=33002496740.22,=33002496740.0,=12572971144.98,,=0.0142
2025-12-03,=53.0600,=53.0600,=53.0600,=53.0600,=32392017703.22,=32392017703.0,=12340396761.98,,=0.0145
2025-12-02,=52.0600,=52.0600,=52.0600,=52.0600,=31781538666.22,=31781538666.0,=12107822378.98,,=0.0147
2025-12-01,=52.0500,=52.0500,=52.0500,=52.0500,=31775433875.85,=31775433876.0,=12105496635.15,,=0.0147
2025-11-28,=52.1700,=52.1700,=52.1700,=52.1700,=31848691360.29,=31848691360.0,=12133405561.11,,=0.0147
2025-11-27,=52.0000,=52.0000,=52.0000,=52.0000,=31744909924.0,=31744909924.0,=12093867916.0,,=0.0148
2025-11-26,=52.0900,=52.0900,=52.0900,=52.0900,=31799853037.33,=31799853037.0,=12114799610.47,,=0.0147
2025-11-25,=52.6600,=52.6600,=52.6600,=52.6600,=32147826088.42,=32147826088.0,=12247367008.78,,=0.0146
2025-11-24,=53.1200,=53.1200,=53.1200,=53.1200,=32428646445.44,=32428646445.0,=12354351224.96,,=0.0144
2025-11-21,=52.5200,=52.5200,=52.5200,=52.5200,=32062359023.24,=32062359023.0,=12214806595.16,,=0.0146
2025-11-20,=54.7300,=54.7300,=54.7300,=54.7300,=33411517695.01,=33411517695.0,=12728795981.59,,=0.0140
2025-11-19,=54.9400,=54.9400,=54.9400,=54.9400,=33539718292.78,=33539718293.0,=12777636602.02,,=0.0140
2025-11-18,=55.0100,=55.0100,=55.0100,=55.0100,=33582451825.37,=33582451825.0,=12793916808.83,,=0.0139
2025-11-17,=55.6800,=55.6800,=55.6800,=55.6800,=33991472780.16,=33991472780.0,=12949741645.44,,=0.0138
2025-11-14,=57.0300,=57.0300,=57.0300,=57.0300,=34815619480.11,=34815619480.0,=13263717062.49,,=0.0135
2025-11-13,=57.9200,=57.9200,=57.9200,=57.9200,=35358945823.04,=35358945823.0,=13470708263.36,,=0.0132
2025-11-12,=56.6600,=56.6600,=56.6600,=56.6600,=34589742236.42,=34589742236.0,=13177664540.78,,=0.0135
2025-11-11,=54.2800,=54.2800,=54.2800,=54.2800,=33136802128.36,=33136802128.0,=12624137509.24,,=0.0141
2025-11-10,=57.0000,=57.0000,=57.0000,=57.0000,=34797305109.0,=34797305109.0,=13256739831.0,,=0.0135
2025-11-07,=56.3900,=56.3900,=56.3900,=56.3900,=34424912896.43,=34424912896.0,=13114869457.37,,=0.0136
2025-11-06,=56.3000,=56.3000,=56.3000,=56.3000,=34369969783.1,=34369969783.0,=13093937762.9,,=0.0136
2025-11-05,=54.3000,=54.3000,=54.3000,=54.3000,=33149011709.1,=33149011709.0,=12628788996.9,,=0.0141
2025-11-04,=53.1000,=53.1000,=53.1000,=53.1000,=32416436864.7,=32416436865.0,=12349699737.3,,=0.0144
2025-11-03,=53.4200,=53.4200,=53.4200,=53.4200,=32611790156.54,=32611790157.0,=12424123539.86,,=0.0144
2025-10-31,=55.9300,=55.9300,=55.9300,=55.9300,=34144092539.41,=34144092539.0,=13007885241.19,,=0.0137
2025-10-30,=56.5000,=56.5000,=56.5000,=56.5000,=34492065590.5,=34492065591.0,=13140452639.5,,=0.0136
2025-10-29,=57.8200,=57.8200,=57.8200,=57.8200,=35297897919.34,=35297897919.0,=13447450825.06,,=0.0133
2025-10-28,=55.8300,=55.8300,=55.8300,=55.8300,=34083044635.71,=34083044636.0,=12984627802.89,,=0.0137
2025-10-27,=56.2600,=56.2600,=56.2600,=56.2600,=34345550621.62,=34345550622.0,=12764806870.64,,=0.0136
2025-10-24,=56.1400,=56.1400,=56.1400,=56.1400,=34272293137.18,=34272293137.0,=12737580122.96,,=0.0137
2025-10-23,=55.5600,=55.5600,=55.5600,=55.5600,=33918215295.72,=33918215296.0,=12605984175.84,,=0.0138
2025-10-22,=55.1800,=55.1800,=55.1800,=55.1800,=33686233261.66,=33686233262.0,=12519766141.52,,=0.0139
2025-10-21,=55.4200,=55.4200,=55.4200,=55.4200,=33832748230.54,=33832748231.0,=12574219636.88,,=0.0138
2025-10-20,=54.3900,=54.3900,=54.3900,=54.3900,=33203954822.43,=33203954822.0,=12340523385.96,,=0.0141
2025-10-17,=53.9600,=53.9600,=53.9600,=53.9600,=32941448836.52,=32941448837.0,=12242960873.44,,=0.0142
2025-10-16,=54.9900,=54.9900,=54.9900,=54.9900,=33570242244.63,=33570242245.0,=12476657124.36,,=0.0140
2025-10-15,=55.6000,=55.6000,=55.6000,=55.6000,=33942634457.2,=33942634457.0,=12615059758.4,,=0.0138
2025-10-14,=55.1500,=55.1500,=55.1500,=55.1500,=33667918890.55,=33667918891.0,=12512959454.6,,=0.0139
2025-10-13,=60.3800,=60.3800,=60.3800,=60.3800,=36860724254.06,=36860724254.0,=13699591874.32,,=0.0127
2025-10-10,=61.6600,=61.6600,=61.6600,=61.6600,=37642137421.42,=37642137421.0,=13990010516.24,,=0.0124
2025-10-09,=61.6100,=61.6100,=61.6100,=61.6100,=37611613469.57,=37611613470.0,=13978666038.04,,=0.0125
2025-09-30,=58.8200,=58.8200,=58.8200,=58.8200,=35908376956.34,=35908376956.0,=13345644154.48,,=0.0130
2025-09-29,=59.2000,=59.2000,=59.2000,=59.2000,=36140358990.4,=36140358990.0,=13431862188.8,,=0.0130
2025-09-26,=56.8400,=56.8400,=56.8400,=56.8400,=34699628463.08,=34699628463.0,=12896402817.76,,=0.0135
2025-09-25,=56.7900,=56.7900,=56.7900,=56.7900,=34669104511.23,=34669104511.0,=12885058339.56,,=0.0135
2025-09-24,=56.9600,=56.9600,=56.9600,=56.9600,=34772885947.52,=34772885948.0,=12923629565.44,,=0.0135
2025-09-23,=54.9000,=54.9000,=54.9000,=54.9000,=33515299131.3,=33515299131.0,=12456237063.6,,=0.0140
2025-09-22,=55.7400,=55.7400,=55.7400,=55.7400,=34028101522.38,=34028101522.0,=12646824297.36,,=0.0138
2025-09-19,=56.1900,=56.1900,=56.1900,=56.1900,=34302817089.03,=34302817089.0,=12748924601.16,,=0.0137
2025-09-18,=55.6500,=55.6500,=55.6500,=55.6500,=33973158409.05,=33973158409.0,=12626404236.6,,=0.0138
2025-09-17,=55.9500,=55.9500,=55.9500,=55.9500,=34156302120.15,=34156302120.0,=12694471105.8,,=0.0137
2025-09-16,=55.3900,=55.3900,=55.3900,=55.3900,=33814433859.43,=33814433859.0,=12567412949.96,,=0.0139
2025-09-15,=56.6800,=56.6800,=56.6800,=56.6800,=34601951817.16,=34601951817.0,=12860100487.52,,=0.0135
2025-09-12,=57.1000,=57.1000,=57.1000,=57.1000,=34858353012.7,=34858353013.0,=12955394104.4,,=0.0134
2025-09-11,=57.5500,=57.5500,=57.5500,=57.5500,=35133068579.35,=35133068579.0,=13057494408.2,,=0.0133
2025-09-10,=56.3600,=56.3600,=56.3600,=56.3600,=34406598525.32,=34406598525.0,=12787495827.04,,=0.0136
2025-09-09,=56.5400,=56.5400,=56.5400,=56.5400,=34516484751.98,=34516484752.0,=12828335948.56,,=0.0136
2025-09-08,=57.7500,=57.7500,=57.7500,=57.7500,=35255164386.75,=35255164387.0,=13102872321.0,,=0.0133
2025-09-05,=58.1200,=58.1200,=58.1200,=58.1200,=35481041630.44,=35481041630.0,=13186821459.68,,=0.0132
2025-09-04,=57.4000,=57.4000,=57.4000,=57.4000,=35041496723.8,=35041496724.0,=13023460973.6,,=0.0134
2025-09-03,=59.8200,=59.8200,=59.8200,=59.8200,=36518855993.34,=36518855993.0,=13572533718.48,,=0.0128
2025-09-02,=61.0200,=61.0200,=61.0200,=61.0200,=37251430837.74,=37251430838.0,=13844801195.28,,=0.0126
2025-09-01,=62.1800,=62.1800,=62.1800,=62.1800,=37959586520.66,=37959586521.0,=14107993089.52,,=0.0123
2025-08-29,=61.5100,=61.5100,=61.5100,=61.5100,=37550565565.87,=37550565566.0,=13955977081.64,,=0.0125
2025-08-28,=59.2400,=59.2400,=59.2400,=59.2400,=36164778151.88,=36164778152.0,=13440937771.36,,=0.0130
2025-08-27,=59.1500,=59.1500,=59.1500,=59.1500,=36109835038.55,=36109835039.0,=13420517710.6,,=0.0130
2025-08-26,=60.7500,=60.7500,=60.7500,=60.7500,=37086601497.75,=37086601498.0,=13783541013.0,,=0.0126
2025-08-25,=60.6300,=60.6300,=60.6300,=60.6300,=37013344013.31,=37013344013.0,=13756314265.32,,=0.0127
2025-08-22,=55.1200,=55.1200,=55.1200,=55.1200,=33649604519.44,=33649604519.0,=12506152767.68,,=0.0081
2025-08-21,=53.6500,=53.6500,=53.6500,=53.6500,=32752200335.05,=32752200335.0,=12172625108.6,,=0.0083
2025-08-20,=53.9400,=53.9400,=53.9400,=53.9400,=32929239255.78,=32929239256.0,=12238423082.16,,=0.0083
2025-08-19,=53.9100,=53.9100,=53.9100,=53.9100,=32910924884.67,=32910924885.0,=12231616395.24,,=0.0083
2025-08-18,=54.6200,=54.6200,=54.6200,=54.6200,=33344365000.94,=33344365001.0,=12392707985.68,,=0.0082
2025-08-15,=54.0400,=54.0400,=54.0400,=54.0400,=32990287159.48,=32990287159.0,=12261112038.56,,=0.0083
2025-08-14,=52.7600,=52.7600,=52.7600,=52.7600,=32208873992.12,=32208873992.0,=11970693396.64,,=0.0085
2025-08-13,=53.6300,=53.6300,=53.6300,=53.6300,=32739990754.31,=32739990754.0,=12168087317.32,,=0.0083
2025-08-12,=53.6200,=53.6200,=53.6200,=53.6200,=32733885963.94,=32733885964.0,=12165818421.68,,=0.0083
2025-08-11,=50.9700,=50.9700,=50.9700,=50.9700,=31116116515.89,=31116116516.0,=11564561077.08,,=0.0088
2025-08-08,=51.2200,=51.2200,=51.2200,=51.2200,=31268736275.14,=31268736275.0,=11621283468.08,,=0.0087
2025-08-07,=51.7100,=51.7100,=51.7100,=51.7100,=31567871003.27,=31567871003.0,=11732459354.44,,=0.0086
2025-08-06,=49.5700,=49.5700,=49.5700,=49.5700,=30261445864.09,=30261445864.0,=11246915687.48,,=0.0090
2025-08-05,=49.1200,=49.1200,=49.1200,=49.1200,=29986730297.44,=29986730297.0,=11144815383.68,,=0.0091
2025-08-04,=48.9100,=48.9100,=48.9100,=48.9100,=29858529699.67,=29858529700.0,=11097168575.24,,=0.0091
2025-08-01,=48.8500,=48.8500,=48.8500,=48.8500,=29821900957.45,=29821900957.0,=11083555201.4,,=0.0092
2025-07-31,=47.9100,=47.9100,=47.9100,=47.9100,=29248050662.67,=29248050663.0,=10870279011.24,,=0.0093
