date,净利润率,经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA),经营活动产生的现金流量净额,自由现金流量,净资产收益率(ROE),营业收入,归属于母公司普通股股东的净利润,资产负债率,基本每股收益
2026-03-31,0.4325,5.8387,0.0172,75161306219,201074125345,0.1071,23155089057,10216128311,0.8484,0.67
