date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,5.8387,201074125345,75161306219,2.4086
2025-12-31,2.3899,72614360779,74104321266,-0.5706
2025-09-30,3.9633,114422976400,56202060885,-0.5053
2025-06-30,6.4254,164789403025,30347119178,-0.1893
2025-03-31,2.0136,48124012599,-53360099404,-1.7569
2024-12-31,7.6391,171958211601,172563003555,5.2257
2024-09-30,6.0737,125747963072,113614970302,3.0925
2024-06-30,-0.7088,-15456627894,37432438485,2.5284
2024-03-31,1.5875,30449972720,70495179857,32.9698
2023-12-31,-1.9882,-42416732409,-40836959699,-1.5201
2023-09-30,-1.7026,-38931309287,-54296182788,-1.8793
2023-06-30,-0.6331,-15541341131,10608760008,-0.8973
2023-03-31,-0.0494,-2534117073,-2205056765,-1.0285
2022-12-31,3.542,77218690916,78522711376,1.7592
2022-09-30,2.686,60325421037,61749450116,1.1533
2022-06-30,5.6245,128450564742,103256078341,45.3023
2022-03-31,5.1326,122689928702,77422190259,5.3702
2021-12-31,1.1855,27738387600,28458125359,-0.7205
2021-09-30,3.2926,67451484307,28676834087,-0.54
2021-06-30,3.8726,72520435391,2230043927,-0.9278
2021-03-31,3.2195,52924053176,-17715768931,-1.5799
2020-12-31,6.5624,101215766057,101825030335,3.6334
2020-09-30,4.9579,73483559049,62345194469,4.9888
2020-06-30,0.8615,12706652823,30899120695,-0.2232
2020-03-31,2.1268,26215352868,30547460596,0.1791
2019-12-31,1.7375,21547771396,21976368919,-0.6188
2019-09-30,1.796,22999640883,10410382100,-0.7667
2019-06-30,5.7459,61094227721,39776285665,0.1096
2019-03-31,5.9856,67968148216,25907060835,0.7142
2018-12-31,5.8375,57194943937,57653504626,-0.4467
2018-09-30,1.4729,16178962719,44631667261,1.5854
2018-06-30,-1.5199,-19615821571,35846840409,1.729
2018-03-31,-4.1427,-51551752190,15113546006,1.3983
2017-12-31,-8.6991,-104636062126,-104193054145,-3.1095
2017-09-30,-6.3363,-70020068553,-76237442650,-0.358
2017-06-30,-5.3421,-57565411378,-49169373833,-0.183
2017-03-31,-6.2667,-73430517602,-37941681789,-1.6165
2016-12-31,-4.4979,-49989555015,-49392291189,-1.5727
2016-09-30,-5.1365,-66264656468,-56139864218,-1.6013
