date,货币资金,营业收入,流动负债合计,速动比率,归属于母公司普通股股东的净利润,资产负债率,基本每股收益,负债合计,净利润率,净资产收益率(ROE),总资产收益率(ROA),资产合计,毛利率(GM),所有者权益合计,长期负债合计,流动比率,资本回报率(ROIC),应收账款,经营活动产生的现金流量净额,自由现金流量,有息负债率,经营活动产生的现金流量净额对净利润的比率,流动资产合计
2026-03-31,71113532924.75,10073223477,1127463590,0.727,870825582,0.4822,0.33,59297039211,0.1037,0.0704,0.0364,122966388266,0.505,63669349055,10076871311,0.9285,0.055,9467950689,1148597788,1008385747,0.3215,1.2098,116577779
