date,metric,value
2026-03-31,经营活动产生的现金流量净额,1097974737
2026-03-31,速动比率,1.9402
2026-03-31,货币资金,35029595615.23
2026-03-31,营业收入,2587258531
2026-03-31,基本每股收益,0.69
2026-03-31,净利润率,-0.0191
2026-03-31,流动负债合计,920789900
2026-03-31,净资产收益率(ROE),-0.0086
2026-03-31,有息负债率,0.0649
2026-03-31,负债合计,5631915418
2026-03-31,总资产收益率(ROA),-0.0071
2026-03-31,经营活动产生的现金流量净额对净利润的比率,-5.9745
2026-03-31,流动资产合计,0
2026-03-31,流动比率,3.518
2026-03-31,应收账款,2087717456
2026-03-31,资产合计,30767605555
2026-03-31,毛利率(GM),0.7962
2026-03-31,自由现金流量,-716508567
2026-03-31,所有者权益合计,25135690136
2026-03-31,资本回报率(ROIC),-0.0061
2026-03-31,长期负债合计,1249151364
2026-03-31,归属于母公司普通股股东的净利润,275742653
2026-03-31,资产负债率,0.183
