date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,275742653,-0.4167,0.69,2587258531
2025-12-31,154971453,-0.94,0.39,12083140489
2025-09-30,1164879903,-0.5823,2.9,9806612946
2025-06-30,982871777,-0.4285,2.44,6602936009
2025-03-31,472704862,-0.4495,1.17,2997478589
2024-12-31,2583058409,-0.4301,6.42,13465627318
2024-09-30,2788885490,-0.228,6.93,10387939089
2024-06-30,1719702877,-0.204,4.28,6638771761
2024-03-31,858728237,0.002,2.13,3177355203
2023-12-31,4532483532,0.0947,11.21,14566039612
2023-09-30,3612424090,0.0427,8.98,10681707158
2023-06-30,2160349157,0.0191,5.37,6168061914
2023-03-31,856993773,-0.2471,2.13,2777673498
2022-12-31,4140114116,0.1018,10.29,12627188967
2022-09-30,3464616408,0.1009,8.61,9646227874
2022-06-30,2119848917,0.1021,5.27,5831336180
2022-03-31,1138241374,0.3016,2.83,2974751627
2021-12-31,3757472953,0.2333,9.28,10746717262
2021-09-30,3147192893,0.3925,7.78,8238525234
2021-06-30,1923483227,0.4685,4.75,4962864862
2021-03-31,874501726,0.6121,2.16,2281307265
2020-12-31,3046586145,0.7164,7.53,8576600709
2020-09-30,2260128595,0.8219,5.58,6398728796
2020-06-30,1309860816,0.8027,3.24,3916638844
2020-03-31,542476626,0.4859,2.68,1660935897
2019-12-31,1775009197,0.7636,10.27,7373701267
2019-09-30,1240544187,0.4793,7.29,5443620253
2019-06-30,726629081,0.326,4.27,3391554092
2019-03-31,365074251,0.7367,2.15,1775051538
2018-12-31,1006495359,0.5205,5.92,5374994708
2018-09-30,838629575,0.722,4.93,4139630863
2018-06-30,547988498,0.9293,3.22,2749231916
2018-03-31,210215743,0.4626,1.24,1031563761
2017-12-31,661948769,0.3653,3.89,4102261578
2017-09-30,487003321,0.2831,2.86,2647561297
2017-06-30,284040468,0.3225,1.67,1600067647
2017-03-31,143723139,0.1717,0.84,740703905
2016-12-31,484852471,0.2611,3.08,2897439803
2016-09-30,379539372,0.2796,2.48,2191952381
