date,经营活动产生的现金流量净额,速动比率,货币资金,营业收入,基本每股收益,净利润率,流动负债合计,净资产收益率(ROE),有息负债率,负债合计,总资产收益率(ROA),经营活动产生的现金流量净额对净利润的比率,流动资产合计,流动比率,应收账款,资产合计,毛利率(GM),自由现金流量,所有者权益合计,资本回报率(ROIC),长期负债合计,归属于母公司普通股股东的净利润,资产负债率
2026-03-31,1097974737,1.9402,35029595615.23,2587258531,0.69,-0.0191,920789900,-0.0086,0.0649,5631915418,-0.0071,-5.9745,0,3.518,2087717456,30767605555,0.7962,-716508567,25135690136,-0.0061,1249151364,275742653,0.183
