date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.04,-0.7143,32706438744,350518931
2025-12-31,0.41,-0.4459,163999803876,4075223182
2025-09-30,0.31,-0.1389,114927486617,3055216177
2025-06-30,0.23,-0.2069,72691310387,2291211255
2025-03-31,0.14,0.1667,34160587097,1352699416
2024-12-31,0.74,-0.3565,159733034213,7321363897
2024-09-30,0.36,-0.6436,110959596292,3579846933
2024-06-30,0.29,-0.6282,76722649724,2831743112
2024-03-31,0.12,-0.831,37023223132,1158060684
2023-12-31,1.15,0.4375,151297706647,11327463013
2023-09-30,1.01,0.4429,108206319433,9882404580
2023-06-30,0.78,0.3,65492098869,7652979347
2023-03-31,0.71,0.5435,34556094708,6970203078
2022-12-31,0.796,1.2013,121252864085,7798451094
2022-09-30,0.7,1.3333,85351624483,6899918252
2022-06-30,0.6,2.5294,56573568394,5857626136
2022-03-31,0.59,2.6875,34575856874,4536355136
2021-12-31,0.47,-0.0208,105141877237,3552463320
2021-09-30,0.39,-0.4658,79199506066,2992245631
2021-06-30,0.32,-0.4074,56784631899,1729245209
2021-03-31,0.16,0.2308,32027320807,853585805
2020-12-31,0.68,0.2364,84565544147,3324251164
2020-09-30,0.73,2.3273,55841582334,3485972972
2020-06-30,0.54,2.1489,32781657479,2602166403
2020-03-31,0.13,1.2955,11564077463,631077889
2019-12-31,-0.55,-4.9286,70595245133,-2646719357
2019-09-30,-0.55,-3.2917,45115421968,-2661510402
2019-06-30,-0.47,-2.3824,29875780097,-2240039761
2019-03-31,-0.44,-2.5172,16007950603,-2096352326
2018-12-31,0.14,-0.906,66298270390,680728392
2018-09-30,0.24,-0.8017,49851658390,1163081476
2018-06-30,0.34,-0.6458,35642832190,1609606579
2018-03-31,0.29,-0.42,20010746941,1391793408
2017-12-31,1.49,-0.3196,80012205182,7137234723
2017-09-30,1.21,-0.2711,51431180946,5810596534
2017-06-30,0.96,-0.1864,33555213109,4620545740
2017-03-31,0.5,-0.1228,17667498709,2401344788
2016-12-31,2.19,0.0282,78542441757,10285284121
2016-09-30,1.66,0.1448,53606996054,7739348328
2016-06-30,1.18,0.0826,35801762921,5490988582
