date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,-10603929059,-2.9061,-11647333683,-2.3271
2025-12-31,-2051134927,0.5795,1835673359,-0.6215
2025-09-30,-1832471057,0.3631,1554807049,-0.6461
2025-06-30,-11072637567,-1.2731,-8607196790,-3.5057
2025-03-31,-7070139166,-0.6031,-3500712348,-1.6671
2024-12-31,1556493027,0.7944,4849398813,-0.7558
2024-09-30,4349300653,1.9526,4393468140,-0.7486
2024-06-30,13706636716,3.4175,3435100741,-0.5061
2024-03-31,19017402341,5.9269,5247360763,0.551
2023-12-31,17333443511,2.0903,19861466238,2.5052
2023-09-30,17331632222,2.0123,17478620122,3.6206
2023-06-30,5655706538,0.763,6955456714,0.1885
2023-03-31,7512230475,0.8361,3383283791,3.3981
2022-12-31,4871250423,0.7316,5666346859,-0.7533
2022-09-30,3164768684,0.5511,3782800146,-0.8332
2022-06-30,9673270054,1.4565,5852236420,-0.6693
2022-03-31,14691410254,2.2666,769267734,-0.8937
2021-12-31,21047083234,6.3736,22971723211,1.1517
2021-09-30,25386876718,9.1708,22675357845,2.2304
2021-06-30,19315848496,8.613,17698826870,1.5604
2021-03-31,11501713822,3.9082,7236025541,0.7414
2020-12-31,8315715532,3.2465,10675953479,1.7503
2020-09-30,2959958670,2.0399,7019439880,0.868
2020-06-30,3106926262,2.9929,6912586694,0.638
2020-03-31,742584167,61.7519,4155344267,0.2751
2019-12-31,-829074946,-1.4653,3881748238,-0.0015
2019-09-30,-6218405804,0.3383,3757823903,3.0676
2019-06-30,-9894314332,1.2965,4220263631,-0.0412
2019-03-31,-9268135614,1.193,3258788381,0.2361
2018-12-31,-10332900574,-5.3742,-3887475302,-1.8385
2018-09-30,-6616276410,-0.4716,923849319,0.2356
2018-06-30,-6514245402,-0.4636,4401401760,-0.1126
2018-03-31,-7322462837,-0.4955,2636312736,-0.3906
2017-12-31,-4652290272,-0.19,-1369576777,-1.599
2017-09-30,-6879813446,-0.4116,747699887,-0.8848
2017-06-30,-1112168854,0.2773,4959704724,0.0733
2017-03-31,698196047,0.4994,4326402675,1.6782
2016-12-31,-2355447421,0.2225,2286551305,-0.5777
2016-09-30,-984392605,0.353,6492594962,-0.1928
2016-06-30,-816659018,0.3481,4620787228,-0.2821
