日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-06-09,=127.3000,=127.3000,=127.3000,=127.3000,=1020117897842.1,=254544312488.0,=254544312487.7,,=0.0000
2026-06-08,=121.9200,=121.9200,=121.9200,=121.9200,=977005295403.84,=243786665974.0,=243786665974.08,,=0.0000
2026-06-05,=127.4000,=127.4000,=127.4000,=127.4000,=1020919247329.8002,=254744268743.0,=254744268742.6,,=0.0000
2026-06-04,=134.8800,=134.8800,=134.8800,=134.8800,=1080860189009.76,=269700996609.0,=269700996609.12,,=0.0000
2026-06-03,=134.0000,=134.0000,=134.0000,=134.0000,=1073807499602.0,=267941381566.0,=267941381566.0,,=0.0000
2026-06-02,=132.4800,=132.4800,=132.4800,=132.4800,=1061626996621.44,=264902046492.0,=264902046491.52,,=0.0000
2026-06-01,=132.4400,=132.4400,=132.4400,=132.4400,=1061306457069.32,=264822063990.0,=264822063989.56,,=0.0000
2026-05-29,=139.9100,=139.9100,=139.9100,=139.9100,=1121122612041.71,=279758796231.0,=279758796230.59,,=0.0000
2026-05-28,=153.7000,=153.7000,=153.7000,=153.7000,=1231624226079.7,=307332763781.0,=307332763781.3,,=0.0000
2026-05-27,=146.2200,=146.2200,=146.2200,=146.2200,=1171685714621.82,=292376035915.0,=292376035914.78,,=0.0000
2026-05-26,=149.1800,=149.1800,=149.1800,=149.1800,=1195404697765.58,=298294741060.0,=298294741059.82,,=0.0000
2026-05-25,=156.0000,=156.0000,=156.0000,=156.0000,=1250054517036.0,=311931757644.0,=311931757644.0,,=0.0000
2026-05-22,=131.3300,=131.3300,=131.3300,=131.3300,=1052369613604.73,=262602549560.0,=262602549560.17,,=0.0000
2026-05-21,=127.2200,=127.2200,=127.2200,=127.2200,=1019435484982.82,=254384347484.0,=254384347483.78,,=0.0000
2026-05-20,=133.8100,=133.8100,=133.8100,=133.8100,=1072242275157.61,=267561464682.0,=267561464681.69,,=0.0000
2026-05-19,=118.8200,=118.8200,=118.8200,=118.8200,=952124857142.42,=237588022072.0,=237588022072.18,,=0.0000
2026-05-18,=117.6200,=117.6200,=117.6200,=117.6200,=942509053165.22,=235188547013.0,=235188547013.38,,=0.0000
2026-05-15,=119.0200,=119.0200,=119.0200,=119.0200,=953727491138.62,=237987934582.0,=237987934581.98,,=0.0000
2026-05-14,=117.9000,=117.9000,=117.9000,=117.9000,=944752740759.9,=235748424527.0,=235748424527.1,,=0.0000
2026-05-13,=121.8600,=121.8600,=121.8600,=121.8600,=976484893884.66,=243666692221.0,=243666692221.14,,=0.0000
2026-05-12,=121.9800,=121.9800,=121.9800,=121.9800,=977446474282.38,=243906639727.0,=243906639727.02,,=0.0000
2026-05-11,=122.5200,=122.5200,=122.5200,=122.5200,=981773586072.12,=244986403503.0,=244986403503.48,,=0.0000
2026-05-08,=120.3100,=120.3100,=120.3100,=120.3100,=964064480414.11,=240567370270.0,=240567370270.19,,=0.0000
2026-05-07,=125.3400,=125.3400,=125.3400,=125.3400,=1004370725418.54,=250625169892.0,=250625169891.66,,=0.0000
2026-05-06,=123.1000,=123.1000,=123.1000,=123.1000,=986421224661.1,=246146149782.0,=246146149781.9,,=0.0000
2026-04-30,=118.7300,=118.7300,=118.7300,=118.7300,=951403671844.13,=237408061443.0,=237408061442.77,,=0.0000
2026-04-29,=112.4700,=112.4700,=112.4700,=112.4700,=901236130397.73,=224890799886.0,=224890799886.03,,=0.0000
2026-04-28,=114.0000,=114.0000,=114.0000,=114.0000,=913496211126.0,=227950130586.0,=227950130586.0,,=0.0000
2026-04-27,=116.5800,=116.5800,=116.5800,=116.5800,=934170072746.2198,=233109001962.0,=233109001962.42,,=0.0000
2026-04-24,=110.9600,=110.9600,=110.9600,=110.9600,=889136312162.6399,=221871460437.0,=221871460437.04,,=0.0000
2026-04-23,=105.9800,=105.9800,=105.9800,=105.9800,=849230951360.82,=211913638943.0,=211913638943.02,,=0.0000
2026-04-22,=107.8700,=107.8700,=107.8700,=107.8700,=864375756966.33,=215692812161.0,=215692812160.63,,=0.0000
2026-04-21,=107.4600,=107.4600,=107.4600,=107.4600,=861090375856.1399,=214872991516.0,=214872991515.54,,=0.0000
2026-04-20,=107.9600,=107.9600,=107.9600,=107.9600,=865096938185.6399,=215872772790.0,=215872772790.04,,=0.0000
2026-04-17,=105.2300,=105.2300,=105.2300,=105.2300,=843221107866.57,=210413967031.0,=210413967031.27,,=0.0000
2026-04-16,=104.1800,=104.1800,=104.1800,=104.1800,=834807326974.62,=208314426355.0,=208314426354.82,,=0.0000
2026-04-15,=103.9100,=103.9100,=103.9100,=103.9100,=832643783316.6898,=207774544467.0,=207774544466.59,,=0.0000
2026-04-14,=101.5200,=101.5200,=101.5200,=101.5200,=813492415381.6799,=202995589974.0,=202995589974.48,,=0.0000
2026-04-13,=100.6400,=100.6400,=100.6400,=100.6400,=806440865681.7599,=201235974931.0,=201235974931.36,,=0.0000
2026-04-10,=101.0100,=101.0100,=101.0100,=101.0100,=809405721805.59,=201975813074.0,=201975813074.49,,=0.0000
2026-04-09,=99.7200,=99.7200,=99.7200,=99.7200,=799068790995.4799,=199396377386.0,=199396377386.28,,=0.0000
2026-04-08,=101.1800,=101.1800,=101.1800,=101.1800,=810757022319.8601,=202315738708.0,=202315738707.82,,=0.0000
2026-04-07,=95.6200,=95.6200,=95.6200,=95.6200,=765099587797.1599,=191198170935.0,=191198170935.38,,=0.0000
2026-04-03,=91.7800,=91.7800,=91.7800,=91.7800,=734373982096.0399,=183519850747.0,=183519850747.22,,=0.0000
2026-04-02,=93.2000,=93.2000,=93.2000,=93.2000,=745736055037.6,=186359229567.0,=186359229566.8,,=0.0000
2026-04-01,=96.3300,=96.3300,=96.3300,=96.3300,=770780624267.94,=192617860345.0,=192617860345.17,,=0.0000
2026-03-31,=94.0500,=94.0500,=94.0500,=94.0500,=752537295882.8999,=188058857733.0,=188058857733.45,,=0.0000
2026-03-30,=95.8300,=95.8300,=95.8300,=95.8300,=766779549179.28,=191618079071.0,=191618079070.67,,=0.0000
2026-03-27,=97.5000,=97.5000,=97.5000,=97.5000,=780141981060.0,=194957348528.0,=194957348527.5,,=0.0000
2026-03-26,=96.8800,=96.8800,=96.8800,=96.8800,=775181078206.08,=193717619747.0,=193717619747.12,,=0.0000
2026-03-25,=99.9900,=99.9900,=99.9900,=99.9900,=800065607037.84,=199936259275.0,=199936259274.51,,=0.0000
2026-03-24,=99.2500,=99.2500,=99.2500,=99.2500,=794144529438.0,=198456582988.0,=198456582988.25,,=0.0000
2026-03-23,=98.0400,=98.0400,=98.0400,=98.0400,=784462767416.64,=196037112304.0,=196037112303.96,,=0.0000
2026-03-20,=102.1800,=102.1800,=102.1800,=102.1800,=817588796150.88,=204315301257.0,=204315301256.82,,=0.0000
2026-03-19,=105.9600,=105.9600,=105.9600,=105.9600,=847834300647.36,=211873647692.0,=211873647692.04,,=0.0000
2026-03-18,=106.6000,=106.6000,=106.6000,=106.6000,=852955232625.6,=213153367723.0,=213153367723.4,,=0.0000
2026-03-17,=106.0200,=106.0200,=106.0200,=106.0200,=848314388020.32,=211993621445.0,=211993621444.98,,=0.0000
2026-03-16,=108.6000,=108.6000,=108.6000,=108.6000,=868958145057.6,=217152492821.0,=217152492821.4,,=0.0000
2026-03-13,=107.0600,=107.0600,=107.0600,=107.0600,=856635902484.96,=214073166496.0,=214073166495.94,,=0.0000
2026-03-12,=106.0100,=106.0100,=106.0100,=106.0100,=848234373458.16,=211973625819.0,=211973625819.49,,=0.0000
2026-03-11,=107.1000,=107.1000,=107.1000,=107.1000,=856955960733.6,=214153148998.0,=214153148997.9,,=0.0000
2026-03-10,=107.2800,=107.2800,=107.2800,=107.2800,=858396222852.48,=214513070257.0,=214513070256.72,,=0.0000
2026-03-09,=105.1400,=105.1400,=105.1400,=105.1400,=841264944321.76,=210234006402.0,=210234006401.86,,=0.0000
2026-03-06,=106.5000,=106.5000,=106.5000,=106.5000,=852146819196.0,=212953411469.0,=212953411468.5,,=0.0000
2026-03-05,=106.9000,=106.9000,=106.9000,=106.9000,=855340924452.7002,=213753236488.0,=213753236488.1,,=0.0000
2026-03-04,=106.6900,=106.6900,=106.6900,=106.6900,=853660647613.2701,=213333328353.0,=213333328352.81,,=0.0000
2026-03-03,=108.3100,=108.3100,=108.3100,=108.3100,=866622783231.7301,=216572619682.0,=216572619682.19,,=0.0000
2026-03-02,=112.5300,=112.5300,=112.5300,=112.5300,=900298581542.58,=225010773639.0,=225010773638.97,,=0.0000
2026-02-27,=115.0000,=115.0000,=115.0000,=115.0000,=920059867390.0,=229949693135.0,=229949693135.0,,=0.0000
2026-02-26,=116.6500,=116.6500,=116.6500,=116.6500,=933260726356.9,=233248971341.0,=233248971340.85,,=0.0000
2026-02-25,=116.1300,=116.1300,=116.1300,=116.1300,=929100455652.18,=232209198815.0,=232209198815.37,,=0.0000
2026-02-24,=115.8200,=115.8200,=115.8200,=115.8200,=926620294270.52,=231589334425.0,=231589334425.18,,=0.0000
2026-02-13,=116.9300,=116.9300,=116.9300,=116.9300,=935500872120.98,=233808848855.0,=233808848854.57,,=0.0000
2026-02-12,=116.5800,=116.5800,=116.5800,=116.5800,=932696587932.0,=233109001962.0,=233109001962.42,,=0.0000
2026-02-11,=115.0100,=115.0100,=115.0100,=115.0100,=920135825854.0,=229969688760.0,=229969688760.49,,=0.0000
2026-02-10,=116.2000,=116.2000,=116.2000,=116.2000,=929656403480.0,=232349168194.0,=232349168193.8,,=0.0000
2026-02-09,=114.9300,=114.9300,=114.9300,=114.9300,=919495787022.0,=229809723757.0,=229809723756.57,,=0.0000
2026-02-06,=112.7000,=112.7000,=112.7000,=112.7000,=901654704580.0,=225350699272.0,=225350699272.3,,=0.0000
2026-02-05,=111.8000,=111.8000,=111.8000,=111.8000,=894454267720.0,=223551092978.0,=223551092978.2,,=0.0000
2026-02-04,=114.8400,=114.8400,=114.8400,=114.8400,=918775743336.0,=229629763127.0,=229629763127.16,,=0.0000
2026-02-03,=116.0300,=116.0300,=116.0300,=116.0300,=928296320962.0,=232009242560.0,=232009242560.47,,=0.0000
2026-02-02,=117.0600,=117.0600,=117.0600,=117.0600,=936536820924.0,=234068791986.0,=234068791985.94,,=0.0000
2026-01-30,=122.9700,=122.9700,=122.9700,=122.9700,=983814487761.06,=245886206651.0,=245886206650.53,,=0.0000
2026-01-29,=122.4000,=122.4000,=122.4000,=122.4000,=979254235195.2,=244746455998.0,=244746455997.6,,=0.0000
2026-01-28,=128.5500,=128.5500,=128.5500,=128.5500,=1028456960247.9,=257043765674.0,=257043765673.95,,=0.0000
2026-01-27,=124.0500,=124.0500,=124.0500,=124.0500,=992454966306.9,=248045734203.0,=248045734203.45,,=0.0000
2026-01-26,=121.9200,=121.9200,=121.9200,=121.9200,=975414022508.16,=243786665974.0,=243786665974.08,,=0.0000
2026-01-23,=124.9600,=124.9600,=124.9600,=124.9600,=999735369526.08,=249865336123.0,=249865336123.04,,=0.0000
2026-01-22,=126.8000,=126.8000,=126.8000,=126.8000,=1014456184826.4,=253544531213.0,=253544531213.2,,=0.0000
2026-01-21,=127.1900,=127.1900,=127.1900,=127.1900,=1017576357634.62,=254324360607.0,=254324360607.31,,=0.0000
2026-01-20,=122.1800,=122.1800,=122.1800,=122.1800,=977494137713.64,=244306552237.0,=244306552236.82,,=0.0000
2026-01-19,=125.2900,=125.2900,=125.2900,=125.2900,=1002375515748.42,=250525191764.0,=250525191764.21,,=0.0000
2026-01-16,=126.9900,=126.9900,=126.9900,=126.9900,=1015976269015.02,=253924448098.0,=253924448097.51,,=0.0000
2026-01-15,=124.4400,=124.4400,=124.4400,=124.4400,=995575139115.12,=248825563598.0,=248825563597.56,,=0.0000
2026-01-14,=124.4900,=124.4900,=124.4900,=124.4900,=995975161270.02,=248925541725.0,=248925541725.01,,=0.0000
2026-01-13,=123.6300,=123.6300,=123.6300,=123.6300,=989090445367.05,=247205917933.0,=247205917932.87,,=0.0000
2026-01-12,=127.6600,=127.6600,=127.6600,=127.6600,=1021332089748.1,=255264155005.0,=255264155005.34,,=0.0000
2026-01-09,=128.8800,=128.8800,=128.8800,=128.8800,=1031092587550.8,=257703621315.0,=257703621315.12,,=0.0000
2026-01-08,=130.1500,=130.1500,=130.1500,=130.1500,=1041253105755.25,=260243065752.0,=260243065752.35,,=0.0000
2026-01-07,=129.9800,=129.9800,=129.9800,=129.9800,=1039893036389.3,=259903140119.0,=259903140119.02,,=0.0000
2026-01-06,=131.8400,=131.8400,=131.8400,=131.8400,=1054773795334.4,=263622326460.0,=263622326460.16,,=0.0000
2026-01-05,=129.9500,=129.9500,=129.9500,=129.9500,=1039653024148.25,=259843153243.0,=259843153242.55,,=0.0000
2025-12-31,=122.8300,=122.8300,=122.8300,=122.8300,=982690118939.05,=245606267894.0,=245606267893.67,,=0.0000
2025-12-30,=125.2800,=125.2800,=125.2800,=125.2800,=1002290449253.76,=250505196139.0,=250505196138.72,,=0.0000
2025-12-29,=122.5000,=122.5000,=122.5000,=122.5000,=980049329770.0,=244946412253.0,=244946412252.5,,=0.0000
2025-12-26,=122.1000,=122.1000,=122.1000,=122.1000,=976849168693.2,=244146587233.0,=244146587232.9,,=0.0000
2025-12-25,=123.0800,=123.0800,=123.0800,=123.0800,=984689563331.36,=246106158531.0,=246106158530.92,,=0.0000
2025-12-24,=123.4100,=123.4100,=123.4100,=123.4100,=987329696219.72,=246766014172.0,=246766014172.09,,=0.0000
2025-12-23,=119.9000,=119.9000,=119.9000,=119.9000,=959241576404.1,=239747549625.0,=239747549625.1,,=0.0000
2025-12-22,=120.4500,=120.4500,=120.4500,=120.4500,=963641767121.55,=240847309027.0,=240847309027.05,,=0.0000
2025-12-19,=113.6300,=113.6300,=113.6300,=113.6300,=909079402225.17,=227210292443.0,=227210292442.87,,=0.0000
2025-12-18,=112.8000,=112.8000,=112.8000,=112.8000,=902435793132.0,=225550655527.0,=225550655527.2,,=0.0000
2025-12-17,=113.2900,=113.2900,=113.2900,=113.2900,=906355948616.35,=226530441176.0,=226530441176.21,,=0.0000
2025-12-16,=110.7000,=110.7000,=110.7000,=110.7000,=885635126770.5,=221351574174.0,=221351574174.3,,=0.0000
2025-12-15,=113.0100,=113.0100,=113.0100,=113.0100,=904115859768.15,=225970563662.0,=225970563662.49,,=0.0000
2025-12-12,=116.8000,=116.8000,=116.8000,=116.8000,=934437062392.0,=233548905723.0,=233548905723.2,,=0.0000
2025-12-11,=113.6100,=113.6100,=113.6100,=113.6100,=908914526647.05,=227170301192.0,=227170301191.89,,=0.0000
2025-12-10,=116.3100,=116.3100,=116.3100,=116.3100,=930513086938.32,=232569120074.0,=232569120074.19,,=0.0000
2025-12-09,=116.3200,=116.3200,=116.3200,=116.3200,=930593089783.04,=232589115700.0,=232589115699.68,,=0.0000
2025-12-08,=117.2000,=117.2000,=117.2000,=117.2000,=937633340118.4,=234348730743.0,=234348730742.8,,=0.0000
2025-12-05,=114.1800,=114.1800,=114.1800,=114.1800,=913472481012.9602,=228310051845.0,=228310051844.82,,=0.0000
2025-12-04,=114.7300,=114.7300,=114.7300,=114.7300,=917872637472.5602,=229409811247.0,=229409811246.77,,=0.0000
2025-12-03,=111.6200,=111.6200,=111.6200,=111.6200,=892991752764.6401,=223191171719.0,=223191171719.38,,=0.0000
2025-12-02,=113.0000,=113.0000,=113.0000,=113.0000,=904032145336.0,=225950568037.0,=225950568037.0,,=0.0000
2025-12-01,=114.4000,=114.4000,=114.4000,=114.4000,=915232543596.8002,=228749955606.0,=228749955605.6,,=0.0000
2025-11-28,=113.6000,=113.6000,=113.6000,=113.6000,=908820096862.4,=227150305566.0,=227150305566.4,,=0.0000
2025-11-27,=112.7100,=112.7100,=112.7100,=112.7100,=901698005309.79,=225370694898.0,=225370694897.79,,=0.0000
2025-11-26,=112.7100,=112.7100,=112.7100,=112.7100,=901698005309.79,=225370694898.0,=225370694897.79,,=0.0000
2025-11-25,=111.6800,=111.6800,=111.6800,=111.6800,=893457840768.3201,=223311145472.0,=223311145472.32,,=0.0000
2025-11-24,=111.5100,=111.5100,=111.5100,=111.5100,=892090363293.36,=222971219839.0,=222971219838.99,,=0.0000
2025-11-21,=113.0000,=113.0000,=113.0000,=113.0000,=904010501768.0,=225950568037.0,=225950568037.0,,=0.0000
2025-11-20,=116.7800,=116.7800,=116.7800,=116.7800,=934250853066.08,=233508914472.0,=233508914472.22,,=0.0000
2025-11-19,=116.2800,=116.2800,=116.2800,=116.2800,=930250806598.08,=232509133198.0,=232509133197.72,,=0.0000
2025-11-18,=117.9600,=117.9600,=117.9600,=117.9600,=943690962730.56,=235868398280.0,=235868398280.04,,=0.0000
2025-11-17,=117.6300,=117.6300,=117.6300,=117.6300,=941050932061.68,=235208542639.0,=235208542638.87,,=0.0000
2025-11-14,=118.1800,=118.1800,=118.1800,=118.1800,=945450983176.48,=236308302041.0,=236308302040.82,,=0.0000
2025-11-13,=123.1000,=123.1000,=123.1000,=123.1000,=984811440421.6,=246146149782.0,=244767008779.9,,=0.0000
2025-11-12,=119.6300,=119.6300,=119.6300,=119.6300,=957051117933.68,=239207667737.0,=237867402602.27,,=0.0000
2025-11-11,=117.7300,=117.7300,=117.7300,=117.7300,=941850941355.28,=235408498894.0,=234089520257.17,,=0.0000
2025-11-10,=120.0100,=120.0100,=120.0100,=120.0100,=960091153249.36,=239967501505.0,=238622979071.29,,=0.0000
2025-11-07,=122.1100,=122.1100,=122.1100,=122.1100,=976891348414.96,=244166582858.0,=242798533242.19,,=0.0000
2025-11-06,=124.8500,=124.8500,=124.8500,=124.8500,=998811603059.6,=249645384243.0,=248246637255.65,,=0.0000
2025-11-05,=119.7800,=119.7800,=119.7800,=119.7800,=958251131874.08,=239507602119.0,=238165656471.62,,=0.0000
2025-11-04,=119.8800,=119.8800,=119.8800,=119.8800,=959051141167.68,=239707558374.0,=238364492384.52,,=0.0000
2025-11-03,=120.2100,=120.2100,=120.2100,=120.2100,=961691171836.56,=240367414015.0,=239020650897.09,,=0.0000
2025-10-31,=124.1800,=124.1800,=124.1800,=124.1800,=993451540792.48,=248305677335.0,=246914436639.22,,=0.0000
2025-10-30,=128.5500,=128.5500,=128.5500,=128.5500,=1028409160344.45,=257043765674.0,=255603566032.95,,=0.0000
2025-10-29,=133.0000,=133.0000,=133.0000,=133.0000,=1064009477447.0,=265941819017.0,=264451764157.0,,=0.0000
2025-10-28,=132.6900,=132.6900,=132.6900,=132.6900,=1061529455356.71,=265321954627.0,=263835372827.01,,=0.0000
2025-10-27,=134.5000,=134.5000,=134.5000,=134.5000,=1076009584335.5,=268941162841.0,=267434302850.5,,=0.0000
2025-10-24,=134.0600,=134.0600,=134.0600,=134.0600,=1072489552981.54,=268061355319.0,=266559424833.74,,=0.0000
2025-10-23,=128.3000,=128.3000,=128.3000,=128.3000,=1026409142529.7,=256543875037.0,=255106476250.7,,=0.0000
2025-10-22,=126.8100,=126.8100,=126.8100,=126.8100,=1014489036353.79,=253564526839.0,=252143821148.49,,=0.0000
2025-10-21,=127.1900,=127.1900,=127.1900,=127.1900,=1017529063432.21,=254324360607.0,=252899397617.51,,=0.0000
2025-10-20,=122.6300,=122.6300,=122.6300,=122.6300,=981048738491.17,=245206355384.0,=243832479989.27,,=0.0000
2025-10-17,=121.9800,=121.9800,=121.9800,=121.9800,=975848692172.82,=243906639727.0,=242540046555.42,,=0.0000
2025-10-16,=127.3000,=127.3000,=127.3000,=127.3000,=1018409071270.7,=254544312488.0,=253118117121.7,,=0.0000
2025-10-15,=129.5600,=129.5600,=129.5600,=129.5600,=1036489232316.04,=259063323848.0,=257611808753.24,,=0.0000
2025-10-14,=127.2000,=127.2000,=127.2000,=127.2000,=1017609064144.8,=254344356233.0,=252919281208.8,,=0.0000
2025-10-13,=136.4700,=136.4700,=136.4700,=136.4700,=1091769724715.73,=272880301062.0,=271351370334.63,,=0.0000
2025-10-10,=127.9500,=127.9500,=127.9500,=127.9500,=1023609117589.05,=255844028145.0,=254410550555.55,,=0.0000
2025-10-09,=138.9100,=138.9100,=138.9100,=138.9100,=1111273961165.57,=277759233682.0,=276202966609.39,,=0.0000
2025-09-30,=140.1300,=140.1300,=140.1300,=140.1300,=1120999242909.24,=280198699991.0,=278628764746.77,,=0.0000
2025-09-29,=136.0200,=136.0200,=136.0200,=136.0200,=1088062062199.5002,=271980497915.0,=270456608726.58,,=0.0000
2025-09-26,=132.2700,=132.2700,=132.2700,=132.2700,=1058064762293.2502,=264482138356.0,=263000261992.83,,=0.0000
2025-09-25,=134.1100,=134.1100,=134.1100,=134.1100,=1072783437447.2502,=268161333446.0,=266658842790.1901,,=0.0000
2025-09-24,=134.9800,=134.9800,=134.9800,=134.9800,=1079742811025.5,=269900952864.0,=268388715232.42,,=0.0000
2025-09-23,=128.5100,=128.5100,=128.5100,=128.5100,=1027987469587.25,=256963783172.0,=255524031667.79,,=0.0000
2025-09-22,=128.9200,=128.9200,=128.9200,=128.9200,=1031267174377.0,=257783603817.0,=256339258910.68,,=0.0000
2025-09-19,=121.3400,=121.3400,=121.3400,=121.3400,=970632632166.5,=242626919696.0,=241267496712.86,,=0.0000
2025-09-18,=122.1500,=122.1500,=122.1500,=122.1500,=977112048946.25,=244246565360.0,=242878067607.35,,=0.0000
2025-09-17,=117.3900,=117.3900,=117.3900,=117.3900,=937720306791.45,=233413478153.0,=233413478153.31,,=0.0000
2025-09-16,=109.7800,=109.7800,=109.7800,=109.7800,=876931044207.9,=218282065182.0,=218282065181.62,,=0.0000
2025-09-15,=108.6600,=108.6600,=108.6600,=108.6600,=867984398466.2999,=216055102957.0,=216055102957.14,,=0.0000
2025-09-12,=108.4200,=108.4200,=108.4200,=108.4200,=866067260093.1,=215577896766.0,=215577896766.18,,=0.0000
2025-09-11,=110.2800,=110.2800,=110.2800,=110.2800,=880833857656.3201,=219276244746.0,=219276244746.12,,=0.0000
2025-09-10,=103.9100,=103.9100,=103.9100,=103.9100,=829955079335.0399,=206610397094.0,=206610397094.39,,=0.0000
2025-09-09,=102.9900,=102.9900,=102.9900,=102.9900,=822606809938.5599,=204781106696.0,=204781106695.71,,=0.0000
2025-08-29,=114.7600,=114.7600,=114.7600,=114.7600,=916510399822.84,=228184093644.0,=228184093644.04,,=0.0000
2025-08-28,=119.2200,=119.2200,=119.2200,=119.2200,=952129399327.98,=237052175359.0,=237052175359.38,,=0.0000
2025-08-27,=101.5100,=101.5100,=101.5100,=101.5100,=810691623266.0901,=201838335185.0,=201838335184.79,,=0.0000
2025-08-26,=100.9300,=100.9300,=100.9300,=100.9300,=806059556065.87,=200685086890.0,=200685086889.97,,=0.0000
2025-08-25,=103.1700,=103.1700,=103.1700,=103.1700,=823948919046.03,=205139011339.0,=205139011338.93,,=0.0000
2025-08-22,=103.9700,=103.9700,=103.9700,=103.9700,=830337977253.23,=206729698642.0,=206729698642.13,,=0.0000
2025-08-21,=91.0500,=91.0500,=91.0500,=91.0500,=727154687206.95,=181040098695.0,=181040098695.45,,=0.0000
2025-08-20,=92.2800,=92.2800,=92.2800,=92.2800,=736977864200.52,=183485780424.0,=183485780424.12,,=0.0000
2025-08-19,=89.3500,=89.3500,=89.3500,=89.3500,=713577938516.6499,=177659888176.0,=177659888176.15,,=0.0000
2025-08-18,=92.3100,=92.3100,=92.3100,=92.3100,=737217453883.29,=183545431198.0,=183545431197.99,,=0.0000
2025-08-15,=91.8400,=91.8400,=91.8400,=91.8400,=733463882186.56,=182610902407.0,=182610902407.36,,=0.0000
2025-08-14,=89.4600,=89.4600,=89.4600,=89.4600,=714456434020.1399,=177878607680.0,=177878607680.34,,=0.0000
2025-08-13,=88.6600,=88.6600,=88.6600,=88.6600,=708067375812.94,=176287920377.0,=176287920377.14,,=0.0000
2025-08-12,=88.5200,=88.5200,=88.5200,=88.5200,=706949290626.6799,=176009550099.0,=176009550099.08,,=0.0000
2025-08-11,=86.9600,=86.9600,=86.9600,=86.9600,=694490627122.6399,=172907709858.0,=172907709857.84,,=0.0000
2025-08-08,=86.6600,=86.6600,=86.6600,=86.6600,=692094730294.94,=172311202119.0,=172311202119.14,,=0.0000
2025-08-07,=90.5900,=90.5900,=90.5900,=90.5900,=723480978737.81,=180125453496.0,=180125453496.11,,=0.0000
2025-08-06,=90.7800,=90.7800,=90.7800,=90.7800,=724998380062.02,=180503241731.0,=180503241730.62,,=0.0000
2025-08-05,=90.0000,=90.0000,=90.0000,=90.0000,=718769048310.0,=178952321610.0,=178952321610.0,,=0.0000
2025-08-04,=90.0700,=90.0700,=90.0700,=90.0700,=719328090903.13,=179091506749.0,=179091506749.03,,=0.0000
2025-08-01,=88.2900,=88.2900,=88.2900,=88.2900,=705112436392.1101,=175552227499.0,=175552227499.41,,=0.0000
2025-07-31,=89.5000,=89.5000,=89.5000,=89.5000,=714775886930.5,=177958142046.0,=177958142045.5,,=0.0000
2025-07-30,=90.3600,=90.3600,=90.3600,=90.3600,=721620602349.48,=179668130896.0,=179668130896.44,,=0.0000
2025-07-29,=92.1700,=92.1700,=92.1700,=92.1700,=736075375371.31,=183267060920.0,=183267060919.93,,=0.0000
2025-07-28,=92.1800,=92.1800,=92.1800,=92.1800,=736155235995.7401,=183286944511.0,=183286944511.22,,=0.0000
2025-07-25,=93.4700,=93.4700,=93.4700,=93.4700,=746457256547.21,=185851927788.0,=185851927787.63,,=0.0000
2025-07-24,=91.7500,=91.7500,=91.7500,=91.7500,=732721229145.25,=182431950086.0,=182431950085.75,,=0.0000
