date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-06-02,228312649027.26,1.0702,0.8656,1.0281,0.7770,0.4472,0.0675,9.1141,0.4907,35.7229,9.5729,4.0830,0.9687,0.1933,3.0152,1.8400,0.9737
2026-06-01,227547013047.96,1.0666,0.8631,1.0276,0.7770,0.4472,0.0677,9.0835,0.4895,35.7229,9.5795,4.0830,0.9655,0.1921,3.0152,1.8434,0.9744
2026-05-29,216521854946.04,1.0149,0.7753,1.0275,0.7781,0.4472,0.0712,8.6434,0.4764,35.9347,9.5884,4.0830,0.9187,0.1427,3.0152,1.8438,0.9745
2026-05-28,216981236533.62,1.0171,0.7789,1.0275,0.7776,0.4472,0.0710,8.6617,0.4771,35.9347,9.5884,4.0830,0.9206,0.1444,3.0152,1.8442,0.9751
2026-05-27,219584398863.24,1.0293,0.8020,1.0275,0.7770,0.4472,0.0702,8.7657,0.4802,35.9347,9.5884,4.0830,0.9317,0.1516,3.0152,1.8445,0.9751
2026-05-26,222953197172.16,1.0451,0.8269,1.0269,0.7770,0.4472,0.0691,8.9001,0.4819,35.9812,9.5950,4.0830,0.9460,0.1609,3.0152,1.8467,0.9753
2026-05-25,224331341934.9,1.0515,0.8399,1.0269,0.7770,0.4472,0.0687,8.9551,0.4840,36.0311,9.5999,4.0830,0.9518,0.1672,3.0152,1.8484,0.9758
2026-05-22,223718833151.46,1.0486,0.8346,1.0269,0.7781,0.4472,0.0689,8.9307,0.4823,36.0809,9.6493,4.0830,0.9492,0.1633,3.0152,1.8529,0.9760
2026-05-21,224637596326.62,1.0530,0.8438,1.0269,0.7776,0.4472,0.0686,8.9674,0.4838,36.0809,9.6566,4.0830,0.9531,0.1680,3.0152,1.8529,0.9760
2026-05-20,221881306801.14,1.0400,0.8201,1.0264,0.7770,0.4472,0.0695,8.8573,0.4806,36.0809,9.6640,4.0830,0.9414,0.1571,3.0152,1.8529,0.9766
2026-05-19,214684328595.72,1.0063,0.7628,1.0262,0.7770,0.4472,0.0718,8.5700,0.4722,36.0809,9.6875,4.0830,0.9109,0.1331,3.0152,1.8532,0.9768
2026-05-18,214378074204.0,1.0049,0.7603,1.0262,0.7770,0.4472,0.0719,8.5578,0.4718,36.1307,9.6882,4.0830,0.9096,0.1318,3.0152,1.8533,0.9768
2026-05-15,216981236533.62,1.0171,0.7820,1.0262,0.7781,0.4472,0.0710,8.6617,0.4760,36.3583,9.7205,4.0830,0.9206,0.1435,3.0152,1.8537,0.9777
2026-05-14,218971890079.8,1.0264,0.8004,1.0262,0.7776,0.4472,0.0704,8.7412,0.4771,36.3583,9.7238,4.0830,0.9291,0.1495,3.0152,1.8544,0.9778
2026-05-13,215756218966.74,1.0113,0.7713,1.0259,0.7770,0.4472,0.0714,8.6128,0.4739,36.3583,9.7271,4.0830,0.9154,0.1365,3.0152,1.8551,0.9781
2026-05-12,215756218966.74,1.0113,0.7717,1.0259,0.7770,0.4472,0.0714,8.6128,0.4739,36.4289,9.7488,4.0830,0.9154,0.1365,3.0152,1.8551,0.9784
2026-05-11,215143710183.3,1.0085,0.7687,1.0259,0.7770,0.4472,0.0716,8.5884,0.4726,36.4289,9.7552,4.0830,0.9128,0.1352,3.0152,1.8567,0.9785
2026-05-08,214837455791.58,1.0070,0.7660,1.0259,0.7781,0.4472,0.0717,8.5762,0.4718,37.0643,9.7833,4.0830,0.9115,0.1330,3.0152,1.8600,0.9805
2026-05-07,215449964575.02,1.0099,0.7705,1.0259,0.7776,0.4472,0.0715,8.6006,0.4720,37.0643,9.7843,4.0830,0.9141,0.1352,3.0152,1.8607,0.9805
2026-05-06,216521854946.04,1.0149,0.7793,1.0259,0.7770,0.4472,0.0712,8.6434,0.4739,37.0643,9.7852,4.0830,0.9187,0.1398,3.0152,1.8614,0.9811
2026-04-30,216215600554.32,1.0135,0.7749,1.0269,0.7781,0.4472,0.0713,8.6312,0.4724,37.5585,9.7931,4.0830,0.9174,0.1384,3.0152,1.8632,0.9811
2026-04-29,219890193734.96,1.0018,0.7584,1.0269,0.7781,0.4472,0.0701,7.1235,0.4255,37.5585,9.7997,4.0830,0.9467,0.1566,3.0152,1.8635,0.9825
2026-04-28,217899544348.78,0.9927,0.7458,1.0269,0.7781,0.4472,0.0707,7.0590,0.4226,37.7703,9.8129,4.0830,0.9381,0.1507,3.0152,1.8650,0.9829
2026-04-27,217440163721.2,0.9906,0.7428,1.0269,0.7781,0.4472,0.0709,7.0442,0.4217,38.1939,9.8129,4.0830,0.9362,0.1494,3.0152,1.8665,0.9833
2026-04-24,220502701238.4,1.0046,0.7603,1.0269,0.7781,0.4472,0.0699,7.1434,0.4247,41.5095,9.8667,4.0917,0.9494,0.1569,3.0130,1.8667,0.9839
2026-04-23,221268335617.7,1.0080,0.7665,1.0275,0.7781,0.4472,0.0697,7.1682,0.4249,42.6051,9.8728,4.0830,0.9526,0.1599,3.0152,1.8667,0.9839
2026-04-22,221421462493.56,1.0087,0.7673,1.0275,0.7781,0.4472,0.0696,7.1731,0.4255,42.6051,9.8789,4.0830,0.9533,0.1608,3.0152,1.8667,0.9843
2026-04-21,223871492507.32,1.0199,0.7849,1.0276,0.7781,0.4472,0.0688,7.2525,0.4289,42.7268,9.8849,4.0830,0.9639,0.1797,3.0152,1.8667,0.9851
2026-04-20,223258985003.88,1.0171,0.7799,1.0281,0.7781,0.4472,0.0690,7.2327,0.4276,43.4572,9.8988,4.0830,0.9612,0.1747,3.0152,1.8677,0.9854
2026-04-17,225402761265.92,1.0269,0.7977,1.0290,0.7781,0.4472,0.0684,7.3021,0.4306,44.3093,9.9247,4.0917,0.9704,0.1833,3.0130,1.8679,0.9861
2026-04-16,228465298783.12,1.0408,0.8183,1.0295,0.7781,0.4472,0.0675,7.4013,0.4329,44.4310,9.9484,4.0830,0.9836,0.1973,3.0152,1.8692,0.9861
2026-04-15,230915328796.88,1.0520,0.8388,1.0290,0.7781,0.4472,0.0667,7.4807,0.4352,44.4310,9.9720,4.0830,0.9942,0.2138,3.0152,1.8705,0.9863
2026-04-14,231987216927.9,1.0569,0.8472,1.0290,0.7781,0.4472,0.0664,7.5154,0.4364,44.4310,9.9780,4.0830,0.9988,0.2226,3.0152,1.8710,0.9863
2026-04-13,231068455672.74,1.0527,0.8405,1.0290,0.7781,0.4472,0.0667,7.4857,0.4352,44.5528,9.9883,4.0830,0.9948,0.2146,3.0152,1.8712,0.9863
2026-04-10,232752851307.2,1.0604,0.8503,1.0295,0.7781,0.4472,0.0662,7.5402,0.4369,44.9180,9.9912,4.0917,1.0021,0.2275,3.0130,1.8719,0.9865
2026-04-09,232752851307.2,1.0604,0.8507,1.0295,0.7781,0.4472,0.0662,7.5402,0.4371,44.9180,9.9912,4.0830,1.0021,0.2276,3.0152,1.8719,0.9863
2026-04-08,232752851307.2,1.0604,0.8510,1.0290,0.7781,0.4472,0.0662,7.5402,0.4373,44.9180,9.9912,4.0830,1.0021,0.2277,3.0152,1.8719,0.9863
2026-04-07,231221582548.6,1.0534,0.8413,1.0290,0.7781,0.4472,0.0667,7.4906,0.4352,45.6483,10.0077,4.0830,0.9955,0.2151,3.0152,1.8733,0.9863
2026-04-03,230302821293.44,1.0492,0.8326,1.0295,0.7781,0.4472,0.0669,7.4609,0.4344,46.0135,10.0298,4.0917,0.9915,0.2086,3.0130,1.8746,0.9865
2026-04-02,232752851307.2,1.0604,0.8498,1.0295,0.7781,0.4472,0.0662,7.5402,0.4363,46.2570,10.0394,4.0830,1.0021,0.2268,3.0152,1.8752,0.9863
2026-04-01,232446597555.48,1.0590,0.8489,1.0290,0.7781,0.4472,0.0663,7.5303,0.4360,46.2570,10.0490,4.0830,1.0008,0.2243,3.0152,1.8758,0.9863
2026-03-31,229843440665.86,1.0471,0.8283,1.0290,0.7781,0.4472,0.0671,7.4460,0.4331,46.3787,10.0683,4.0830,0.9896,0.2041,3.0152,1.8758,0.9863
2026-03-30,235356008196.82,1.0722,0.8615,1.0290,0.7781,0.4472,0.0655,7.6246,0.4381,46.9873,10.0683,4.0830,1.0133,0.2433,3.0152,1.8758,0.9863
2026-03-27,232293470679.62,1.0583,0.8482,1.0281,0.7781,0.4472,0.0663,7.5253,0.4344,47.7177,10.1549,4.0917,1.0001,0.2220,3.0130,1.8803,0.9865
2026-03-26,233671612562.36,1.0645,0.8553,1.0281,0.7781,0.4472,0.0660,7.5700,0.4354,47.9612,10.1693,4.0830,1.0061,0.2314,3.0152,1.8814,0.9863
2026-03-25,232293470679.62,1.0583,0.8489,1.0276,0.7781,0.4472,0.0663,7.5253,0.4348,47.9612,10.1838,4.0830,1.0001,0.2222,3.0152,1.8824,0.9863
2026-03-24,237346657583.0,1.0813,0.8729,1.0276,0.7781,0.4472,0.0653,7.6890,0.4386,47.9612,10.2065,4.0830,1.0219,0.2542,3.0152,1.8824,0.9863
2026-03-23,235509135072.68,1.0729,0.8636,1.0275,0.7781,0.4472,0.0658,7.6295,0.4369,47.9612,10.2065,4.0830,1.0140,0.2424,3.0152,1.8824,0.9863
2026-03-20,242399844486.38,1.1043,0.8902,1.0276,0.7781,0.4472,0.0639,7.8527,0.4407,48.3264,10.2182,4.0917,1.0436,0.2864,3.0130,1.8845,0.9865
2026-03-19,244696747624.28,1.0793,0.8713,1.0276,0.7781,0.4472,0.1006,6.4316,0.3980,48.4481,10.2182,4.0830,1.0536,0.3016,3.0152,1.8855,0.9863
2026-03-18,248065538893.2,1.0941,0.8847,1.0275,0.7781,0.4472,0.0993,6.5201,0.4019,48.4481,10.2182,4.0830,1.0681,0.3144,3.0152,1.8864,0.9863
2026-03-17,247146777638.04,1.0901,0.8813,1.0275,0.7781,0.4472,0.0997,6.4960,0.4015,48.4481,10.2201,4.0830,1.0642,0.3131,3.0152,1.8899,0.9863
2026-03-16,246228016382.88,1.0860,0.8784,1.0269,0.7781,0.4472,0.1000,6.4718,0.4003,48.5698,10.2424,4.0830,1.0602,0.3060,3.0152,1.8904,0.9863
2026-03-13,241634210107.08,1.0658,0.8591,1.0269,0.7781,0.4472,0.1019,6.3511,0.3940,48.8133,10.2653,4.0917,1.0405,0.2813,3.0130,1.8924,0.9865
2026-03-12,244084240120.84,1.0766,0.8708,1.0269,0.7781,0.4472,0.1009,6.4155,0.3971,48.8133,10.2653,4.0830,1.0510,0.2979,3.0152,1.8934,0.9863
2026-03-11,241174829479.5,1.0638,0.8577,1.0262,0.7781,0.4472,0.1021,6.3390,0.3935,48.8133,10.2653,4.0830,1.0385,0.2795,3.0152,1.8944,0.9863
2026-03-10,235815388824.4,1.0401,0.8220,1.0259,0.7781,0.4472,0.1044,6.1982,0.3851,49.0567,10.2800,4.0830,1.0154,0.2454,3.0152,1.8944,0.9863
2026-03-09,237652911334.72,1.0482,0.8359,1.0255,0.7781,0.4472,0.1036,6.2465,0.3889,49.0567,10.2837,4.0830,1.0233,0.2576,3.0152,1.8971,0.9863
2026-03-06,241787336982.94,1.0665,0.8604,1.0259,0.7781,0.4472,0.1019,6.3551,0.3932,49.0964,10.3185,4.0917,1.0411,0.2822,3.0130,1.9006,0.9865
2026-03-05,241634210107.08,1.0658,0.8599,1.0259,0.7781,0.4472,0.1019,6.3511,0.3929,49.5437,10.3270,4.0830,1.0405,0.2802,3.0152,1.9019,0.9863
2026-03-04,242706098238.1,1.0705,0.8632,1.0255,0.7781,0.4472,0.1015,6.3793,0.3931,49.5437,10.3356,4.0830,1.0451,0.2849,3.0152,1.9032,0.9863
2026-03-03,259856308334.42,1.1462,0.9116,1.0255,0.7781,0.4472,0.0948,6.8301,0.4099,49.6654,10.3389,4.0830,1.1189,0.3308,3.0152,1.9032,0.9863
2026-03-02,236427896327.84,1.0428,0.8245,1.0255,0.7781,0.4472,0.1042,6.2143,0.3864,49.7871,10.3570,4.0830,1.0180,0.2487,3.0152,1.9063,0.9863
2026-02-27,229842500769.68,1.0138,0.7759,1.0252,0.7781,0.4472,0.1072,6.0412,0.3667,49.7871,10.3695,4.0917,0.9897,0.2048,3.0130,1.9103,0.9865
2026-02-26,230761258267.76,1.0178,0.7842,1.0254,0.7781,0.4472,0.1067,6.0653,0.3690,49.9088,10.3719,4.0830,0.9936,0.2112,3.0152,1.9103,0.9863
2026-02-25,226626849526.4,0.9996,0.7560,1.0254,0.7781,0.4472,0.1087,5.9566,0.3589,49.9088,10.3749,4.0830,0.9758,0.1897,3.0152,1.9111,0.9863
2026-02-24,227086228275.44,1.0016,0.7589,1.0254,0.7781,0.4472,0.1085,5.9687,0.3589,49.9088,10.3774,4.0830,0.9778,0.1923,3.0152,1.9126,0.9865
2026-02-13,219123663292.08,0.9665,0.6997,1.0262,0.7800,0.4478,0.1124,5.7594,0.3339,50.2737,10.4427,4.1200,0.9435,0.1527,3.0112,1.9182,0.9882
2026-02-12,222492440785.04,0.9814,0.7281,1.0262,0.7798,0.4478,0.1107,5.8480,0.3441,50.2737,10.4552,4.1200,0.9580,0.1666,3.0112,1.9182,0.9883
2026-02-11,222951819534.08,0.9834,0.7313,1.0269,0.7796,0.4472,0.1105,5.8601,0.3472,50.3919,10.4676,4.0917,0.9600,0.1704,3.0130,1.9182,0.9883
2026-02-10,221420557037.28,0.9766,0.7178,1.0269,0.7790,0.4472,0.1112,5.8198,0.3402,50.3919,10.4865,4.0917,0.9534,0.1600,3.0130,1.9182,0.9883
2026-02-09,222186188285.68,0.9800,0.7261,1.0269,0.7785,0.4472,0.1108,5.8399,0.3437,50.3919,10.5055,4.0917,0.9567,0.1639,3.0130,1.9183,0.9889
2026-02-06,221879935786.32,0.9786,0.7201,1.0269,0.7783,0.4472,0.1110,5.8319,0.3422,50.3919,10.5089,4.0917,0.9554,0.1627,3.0130,1.9183,0.9891
2026-02-05,223411198283.12,0.9854,0.7347,1.0269,0.7781,0.4472,0.1102,5.8721,0.3495,50.3919,10.5123,4.0917,0.9620,0.1733,3.0130,1.9183,0.9891
2026-02-04,223104945783.76,0.9841,0.7321,1.0269,0.7781,0.4472,0.1104,5.8641,0.3469,50.3919,10.5228,4.0917,0.9607,0.1699,3.0130,1.9183,0.9897
2026-02-03,217745527044.96,0.9604,0.6926,1.0269,0.7781,0.4472,0.1131,5.7232,0.3322,50.3919,10.5258,4.0917,0.9376,0.1497,3.0130,1.9183,0.9897
2026-02-02,216673643297.2,0.9557,0.6812,1.0269,0.7781,0.4472,0.1137,5.6950,0.3284,50.3919,10.5258,4.0917,0.9330,0.1480,3.0130,1.9183,0.9898
2026-01-30,222123463939.52,0.9797,0.7255,1.0269,0.7783,0.4472,0.1109,5.8383,0.3413,50.3919,10.5373,4.0917,0.9564,0.1618,3.0130,1.9183,0.9905
2026-01-29,223512700336.64,0.9859,0.7359,1.0269,0.7781,0.4472,0.1102,5.8748,0.3486,50.3919,10.5412,4.0917,0.9624,0.1716,3.0130,1.9183,0.9905
2026-01-28,221814744740.16,0.9784,0.7212,1.0269,0.7781,0.4472,0.1110,5.8302,0.3402,50.3919,10.5412,4.0917,0.9551,0.1606,3.0130,1.9183,0.9906
2026-01-27,221814744740.16,0.9784,0.7216,1.0269,0.7781,0.4472,0.1110,5.8302,0.3402,50.3919,10.5462,4.0917,0.9551,0.1606,3.0130,1.9183,0.9911
2026-01-26,223358340736.96,0.9852,0.7347,1.0269,0.7781,0.4472,0.1103,5.8707,0.3465,50.3919,10.5502,4.0917,0.9618,0.1695,3.0130,1.9183,0.9913
2026-01-23,222586542738.56,0.9818,0.7301,1.0269,0.7783,0.4472,0.1106,5.8505,0.3426,50.5214,10.5521,4.0917,0.9584,0.1635,3.0130,1.9200,0.9913
2026-01-22,224593217534.4,0.9906,0.7422,1.0269,0.7781,0.4472,0.1097,5.9032,0.3486,50.5214,10.5531,4.0917,0.9671,0.1741,3.0130,1.9216,0.9918
2026-01-21,223667059936.32,0.9865,0.7372,1.0269,0.7781,0.4472,0.1101,5.8789,0.3469,50.7824,10.5802,4.0917,0.9631,0.1703,3.0130,1.9218,0.9919
2026-01-20,225519375132.48,0.9947,0.7464,1.0275,0.7781,0.4472,0.1092,5.9275,0.3495,51.0367,10.5870,4.0917,0.9711,0.1762,3.0130,1.9231,0.9921
2026-01-19,223203981137.28,0.9845,0.7334,1.0276,0.7781,0.4472,0.1103,5.8667,0.3448,51.0367,10.5893,4.0917,0.9611,0.1682,3.0130,1.9261,0.9924
2026-01-16,222895261937.92,0.9831,0.7306,1.0289,0.7783,0.4472,0.1105,5.8586,0.3434,51.0396,10.6132,4.0917,0.9598,0.1656,3.0130,1.9263,0.9925
2026-01-15,225673734732.16,0.9954,0.7477,1.0289,0.7781,0.4472,0.1091,5.9316,0.3486,51.0396,10.6210,4.0917,0.9717,0.1754,3.0130,1.9264,0.9931
2026-01-14,227236578812.91,1.0023,0.7548,1.0289,0.7781,0.4472,0.1084,5.9727,0.3499,51.0396,10.6431,4.0917,0.9785,0.1838,3.0130,1.9264,0.9931
2026-01-13,230024757694.05,1.0146,0.7742,1.0290,0.7781,0.4472,0.1071,6.0460,0.3574,51.2910,10.6516,4.0917,0.9905,0.1951,3.0130,1.9266,0.9932
2026-01-12,229714960040.59,1.0132,0.7708,1.0295,0.7781,0.4472,0.1072,6.0378,0.3553,51.2987,10.6700,4.0917,0.9891,0.1930,3.0130,1.9266,0.9938
2026-01-09,230799251827.7,1.0180,0.7789,1.0297,0.7783,0.4472,0.1067,6.0663,0.3573,51.4282,10.6785,4.0917,0.9938,0.1997,3.0130,1.9303,0.9938
2026-01-08,229869858867.32,1.0139,0.7721,1.0297,0.7781,0.4472,0.1071,6.0419,0.3558,51.4282,10.6871,4.0917,0.9898,0.1939,3.0130,1.9308,0.9945
2026-01-07,230644353000.97,1.0173,0.7771,1.0303,0.7781,0.4472,0.1068,6.0622,0.3566,51.4606,10.7068,4.0917,0.9931,0.1985,3.0130,1.9316,0.9946
2026-01-06,231883543614.81,1.0228,0.7876,1.0303,0.7781,0.4472,0.1062,6.0948,0.3608,51.5454,10.7252,4.0917,0.9985,0.2065,3.0130,1.9316,0.9954
2026-01-05,230799251827.7,1.0180,0.7784,1.0303,0.7781,0.4472,0.1067,6.0663,0.3566,51.5577,10.7494,4.0917,0.9938,0.1989,3.0130,1.9316,0.9954
2025-12-31,235136418976.14,1.0371,0.8096,1.0305,0.7783,0.4472,0.1047,6.1803,0.3691,51.6302,10.7577,4.0917,1.0125,0.2257,3.0130,1.9335,0.9958
2025-12-30,236528600674.53,1.0433,0.8184,1.0305,0.7783,0.4472,0.1041,6.2169,0.3712,51.7997,10.7862,4.0917,1.0185,0.2341,3.0152,1.9350,0.9958
2025-12-29,235599215210.19,1.0392,0.8117,1.0305,0.7783,0.4472,0.1045,6.1925,0.3695,51.8168,10.8143,4.0917,1.0145,0.2282,3.0158,1.9362,0.9958
2025-12-26,236063907942.36,1.0412,0.8155,1.0305,0.7785,0.4472,0.1043,6.2047,0.3697,51.8168,10.8356,4.0917,1.0165,0.2307,3.0207,1.9381,0.9958
2025-12-25,234979624900.63,1.0364,0.8092,1.0305,0.7783,0.4472,0.1048,6.1762,0.3686,51.8168,10.8540,4.0917,1.0118,0.2240,3.0207,1.9381,0.9958
2025-12-24,237612883716.26,1.0480,0.8260,1.0305,0.7783,0.4472,0.1037,6.2454,0.3707,51.8168,10.8823,4.0917,1.0231,0.2392,3.0207,1.9382,0.9958
2025-12-23,238542269180.6,1.0521,0.8347,1.0304,0.7781,0.4472,0.1032,6.2698,0.3722,51.8168,10.8923,4.0917,1.0271,0.2443,3.0207,1.9382,0.9958
2025-12-22,237612883716.26,1.0480,0.8267,1.0304,0.7781,0.4472,0.1037,6.2454,0.3711,51.8845,10.8925,4.0830,1.0231,0.2394,3.0209,1.9387,0.9954
2025-12-19,236838395829.31,1.0446,0.8211,1.0303,0.7781,0.4472,0.1040,6.2250,0.3704,51.8845,10.8928,4.0830,1.0198,0.2344,3.0209,1.9392,0.9954
2025-12-18,238077576448.43,1.0501,0.8295,1.0303,0.7776,0.4472,0.1034,6.2576,0.3709,51.8845,10.8996,4.0830,1.0251,0.2421,3.0209,1.9395,0.9954
2025-12-17,234824727323.24,1.0357,0.8100,1.0303,0.7770,0.4472,0.1049,6.1721,0.3686,51.8845,10.9064,4.0830,1.0111,0.2237,3.0209,1.9399,0.9954
2025-12-16,231881673352.83,1.0228,0.7880,1.0297,0.7767,0.4472,0.1062,6.0948,0.3603,51.8845,10.9064,4.0830,0.9985,0.2056,3.0209,1.9410,0.9954
2025-12-15,232965956394.56,1.0275,0.7968,1.0303,0.7764,0.4472,0.1057,6.1233,0.3651,51.9464,10.9064,4.0765,1.0031,0.2125,3.0248,1.9421,0.9946
2025-12-12,232036570930.22,1.0234,0.7904,1.0303,0.7764,0.4472,0.1061,6.0988,0.3610,51.9464,10.9098,4.0765,0.9991,0.2067,3.0248,1.9441,0.9946
2025-12-11,232811058817.17,1.0269,0.7962,1.0303,0.7764,0.4472,0.1058,6.1192,0.3641,51.9464,10.9132,4.0765,1.0025,0.2110,3.0248,1.9461,0.9946
2025-12-10,231262083043.27,1.0200,0.7843,1.0303,0.7761,0.4472,0.1065,6.0785,0.3584,51.9464,10.9174,4.0765,0.9958,0.2009,3.0248,1.9461,0.9946
2025-12-09,231571878198.05,1.0214,0.7859,1.0303,0.7758,0.4472,0.1064,6.0866,0.3590,51.9464,10.9216,4.0765,0.9971,0.2027,3.0248,1.9461,0.9946
2025-12-08,230022902424.15,1.0146,0.7765,1.0303,0.7758,0.4471,0.1071,6.0459,0.3578,51.9464,10.9430,4.0700,0.9905,0.1948,3.0248,1.9462,0.9945
2025-12-05,232036570930.22,1.0234,0.7908,1.0303,0.7758,0.4471,0.1061,6.0988,0.3605,51.9464,10.9643,4.0700,0.9991,0.2058,3.0248,1.9463,0.9946
2025-12-04,232811058817.17,1.0269,0.7962,1.0303,0.7749,0.4471,0.1058,6.1192,0.3632,51.9464,10.9643,4.0700,1.0025,0.2097,3.0248,1.9463,0.9946
2025-12-03,231881673352.83,1.0228,0.7898,1.0303,0.7741,0.4471,0.1062,6.0948,0.3604,51.9464,10.9643,4.0700,0.9985,0.2052,3.0248,1.9463,0.9946
2025-12-02,231726775775.44,1.0221,0.7884,1.0303,0.7740,0.4471,0.1063,6.0907,0.3593,51.9464,10.9665,4.0700,0.9978,0.2036,3.0248,1.9477,0.9946
2025-12-01,234205137013.68,1.0330,0.8065,1.0303,0.7739,0.4471,0.1052,6.1558,0.3649,51.9464,10.9686,4.0656,1.0085,0.2159,3.0262,1.9490,0.9945
2025-11-28,226305316736.79,0.9982,0.7565,1.0303,0.7737,0.4471,0.1088,5.9482,0.3515,51.9464,10.9940,4.0656,0.9744,0.1796,3.0262,1.9496,0.9945
2025-11-27,227234702021.1301,1.0023,0.7597,1.0303,0.7735,0.4471,0.1084,5.9726,0.3517,51.9464,11.0195,4.0656,0.9784,0.1843,3.0262,1.9501,0.9946
2025-11-26,227699394663.3,1.0043,0.7618,1.0303,0.7735,0.4471,0.1082,5.9848,0.3531,51.9464,11.0379,4.0656,0.9805,0.1844,3.0262,1.9501,0.9954
2025-11-25,228783677495.0301,1.0091,0.7706,1.0303,0.7735,0.4471,0.1077,6.0133,0.3545,51.9464,11.0563,4.0656,0.9851,0.1879,3.0262,1.9501,0.9961
2025-11-24,229713062779.3701,1.0132,0.7756,1.0303,0.7735,0.4468,0.1072,6.0378,0.3564,51.9464,11.0563,4.0656,0.9891,0.1926,3.0275,1.9501,0.9961
2025-11-21,231881628442.8301,1.0228,0.7890,1.0303,0.7735,0.4468,0.1062,6.0948,0.3582,51.9464,11.0563,4.0656,0.9985,0.2025,3.0275,1.9501,0.9966
2025-11-20,233585501464.1201,1.0303,0.7996,1.0303,0.7735,0.4468,0.1054,6.1396,0.3614,51.9464,11.0655,4.0656,1.0058,0.2106,3.0275,1.9501,0.9966
2025-11-19,236218759769.7501,1.0419,0.8161,1.0303,0.7735,0.4468,0.1043,6.2088,0.3649,51.9464,11.0747,4.0656,1.0171,0.2247,3.0275,1.9501,0.9966
2025-11-18,231881628442.8301,1.0228,0.7901,1.0303,0.7734,0.4468,0.1062,6.0948,0.3587,51.9464,11.0839,4.0656,0.9985,0.2027,3.0275,1.9504,0.9966
2025-11-17,233585501464.1201,1.0303,0.8002,1.0303,0.7733,0.4466,0.1054,6.1396,0.3614,51.9464,11.0931,4.0635,1.0058,0.2105,3.0282,1.9506,0.9961
2025-11-14,237457940148.8701,1.0474,0.8235,1.0303,0.7729,0.4466,0.1037,6.2413,0.3645,51.9464,11.1023,4.0635,1.0225,0.2293,3.0282,1.9509,0.9961
2025-11-13,240710788644.0601,1.0617,0.8464,1.0297,0.7725,0.4466,0.1023,6.3268,0.3672,51.9464,11.1115,4.0635,1.0365,0.2494,3.0282,1.9512,0.9961
2025-11-12,239471608264.9401,1.0562,0.8404,1.0297,0.7725,0.4466,0.1028,6.2943,0.3670,51.9464,11.1115,4.0635,1.0311,0.2422,3.0282,1.9512,0.9961
2025-11-11,238387325433.2101,1.0515,0.8326,1.0295,0.7725,0.4466,0.1033,6.2658,0.3650,51.9464,11.1115,4.0635,1.0265,0.2351,3.0282,1.9512,0.9961
2025-11-10,238697120527.99,1.0528,0.8355,1.0295,0.7725,0.4466,0.1032,6.2739,0.3651,52.0759,11.1143,4.0591,1.0278,0.2373,3.0317,1.9536,0.9954
2025-11-07,239161813170.1601,1.0549,0.8384,1.0290,0.7725,0.4466,0.1030,6.2861,0.3662,52.0759,11.1171,4.0591,1.0298,0.2400,3.0317,1.9560,0.9954
2025-11-06,234669784295.8501,1.0351,0.8102,1.0289,0.7725,0.4466,0.1050,6.1681,0.3638,52.0759,11.1327,4.0591,1.0105,0.2166,3.0317,1.9561,0.9954
2025-11-05,232656116179.7801,1.0262,0.7986,1.0281,0.7725,0.4466,0.1059,6.1151,0.3618,52.0759,11.1483,4.0591,1.0018,0.2065,3.0317,1.9561,0.9954
2025-11-04,232811013727.17,1.0269,0.7990,1.0281,0.7725,0.4466,0.1058,6.1192,0.3619,52.0759,11.1483,4.0591,1.0025,0.2070,3.0317,1.9562,0.9954
2025-11-03,235289374485.4101,1.0378,0.8117,1.0289,0.7725,0.4466,0.1047,6.1843,0.3638,52.0759,11.1483,4.0396,1.0131,0.2186,3.0317,1.9563,0.9946
2025-10-31,232501218632.39,1.0255,0.7988,1.0281,0.7723,0.4466,0.1059,6.1111,0.3618,52.0759,11.1575,4.0396,1.0011,0.2063,3.0317,1.9572,0.9946
2025-10-30,230487550516.3201,0.9534,0.6897,1.0281,0.7722,0.4466,0.1069,4.6314,0.2667,52.0759,11.1667,4.0396,1.0318,0.2410,3.0317,1.9580,0.9946
2025-10-29,229867960326.7601,0.9508,0.6832,1.0281,0.7720,0.4466,0.1071,4.6189,0.2625,52.0759,11.1759,4.0396,1.0290,0.2364,3.0317,1.9580,0.9946
2025-10-28,228628779947.64,0.9457,0.6784,1.0281,0.7718,0.4466,0.1077,4.5940,0.2553,52.0759,11.1851,4.0396,1.0235,0.2322,3.0317,1.9580,0.9946
2025-10-27,230332652968.93,0.9527,0.6881,1.0289,0.7714,0.4465,0.1069,4.6283,0.2649,52.0759,11.1926,4.0374,1.0311,0.2388,3.0331,1.9580,0.9945
2025-10-24,224756341262.89,0.9297,0.6503,1.0289,0.7710,0.4465,0.1096,4.5162,0.2350,52.0759,11.2002,4.0374,1.0061,0.2106,3.0331,1.9580,0.9945
