date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2024-01-23,152675048644.0,0.7302,0.5466,0.9844,0.6520,0.4437,0.2009,4.4317,0.2138,128.7993,25.1173,3.9526,0.7832,0.0149,3.2226,2.1624,1.3993
2024-01-22,150746521713.76,0.7210,0.5413,0.9844,0.6510,0.4437,0.2035,4.3757,0.2129,131.8957,25.1241,3.9526,0.7733,0.0066,3.2226,2.1624,1.4003
2024-01-19,153478601531.6,0.7341,0.5507,0.9839,0.6498,0.4438,0.1999,4.4550,0.2142,132.7635,25.1611,3.9526,0.7874,0.0175,3.2194,2.1616,1.4007
2024-01-18,153317890954.08,0.7333,0.5505,0.9844,0.6487,0.4437,0.2001,4.4503,0.2138,135.8005,25.1673,3.9526,0.7865,0.0171,3.2226,2.1624,1.4007
2024-01-17,153157180376.56,0.7325,0.5501,0.9844,0.6477,0.4437,0.2003,4.4457,0.2134,138.8376,25.1734,3.9526,0.7857,0.0162,3.2226,2.1624,1.4029
2024-01-16,156210681349.44,0.7472,0.5619,0.9844,0.6477,0.4437,0.1964,4.5343,0.2160,139.2715,25.1925,3.9526,0.8014,0.0289,3.2226,2.1624,1.4075
2024-01-15,157496365969.6,0.7533,0.5706,0.9844,0.6477,0.4437,0.1948,4.5716,0.2213,139.7053,25.2172,3.9526,0.8080,0.0328,3.2226,2.1624,1.4075
2024-01-12,152514338066.48,0.7295,0.5485,0.9839,0.6471,0.4438,0.2011,4.4270,0.2128,140.1392,25.2228,3.9526,0.7824,0.0135,3.2194,2.1616,1.4075
2024-01-11,149460837093.6,0.7149,0.5396,0.9844,0.6469,0.4437,0.2052,4.3384,0.2121,144.0440,25.2425,3.9526,0.7667,0.0004,3.2226,2.1624,1.4075
2024-01-10,150264389981.2,0.7187,0.5409,0.9844,0.6456,0.4437,0.2041,4.3617,0.2121,144.9117,25.2621,3.9526,0.7709,0.0039,3.2226,2.1624,1.4075
2024-01-09,156049970771.92,0.7464,0.5619,0.9844,0.6435,0.4437,0.1966,4.5296,0.2143,144.9117,25.2671,3.9526,0.8006,0.0267,3.2226,2.1624,1.4075
2024-01-08,160067735209.92,0.7656,0.5855,0.9844,0.6423,0.4437,0.1916,4.6462,0.2265,145.7795,25.2968,3.9526,0.8212,0.0394,3.2226,2.1624,1.4084
2024-01-05,160871288097.52,0.7694,0.5896,0.9839,0.6420,0.4438,0.1907,4.6696,0.2273,145.7795,25.3632,3.9526,0.8253,0.0428,3.2194,2.1616,1.4084
2024-01-04,161835551562.64,0.7741,0.5960,0.9844,0.6416,0.4437,0.1895,4.6976,0.2300,146.2134,25.3670,3.9526,0.8302,0.0442,3.2226,2.1624,1.4084
2024-01-03,159264182322.32,0.7618,0.5824,0.9844,0.6412,0.4437,0.1926,4.6229,0.2247,146.2134,25.3730,3.9526,0.8170,0.0359,3.2226,2.1624,1.4087
2024-01-02,158299918857.2,0.7571,0.5772,0.9844,0.6412,0.4437,0.1938,4.5949,0.2217,146.2134,25.3752,3.9526,0.8121,0.0324,3.2226,2.1624,1.4087
2023-12-29,153960733264.16,0.7364,0.5564,0.9839,0.6411,0.4438,0.1989,4.4690,0.2120,148.3827,25.4202,3.9526,0.7898,0.0157,3.2194,2.1616,1.4118
2023-12-28,154603575574.24,0.7395,0.5575,0.9844,0.6411,0.4437,0.1981,4.4876,0.2121,148.3827,25.4696,3.9526,0.7931,0.0192,3.2226,2.1624,1.4118
2023-12-27,156210681349.44,0.7472,0.5649,0.9844,0.6410,0.4437,0.1960,4.5343,0.2134,154.0230,25.6179,3.9526,0.8014,0.0262,3.2226,2.1624,1.4128
2023-12-26,156692813082.0,0.7495,0.5684,0.9844,0.6404,0.4437,0.1954,4.5483,0.2156,207.1274,25.7169,3.9526,0.8038,0.0267,3.2226,2.1624,1.4129
2023-12-25,157335655392.08,0.7525,0.5719,0.9844,0.6397,0.4437,0.1946,4.5669,0.2173,208.0090,25.7660,3.9526,0.8071,0.0280,3.2226,2.1624,1.4129
2023-12-22,163764078492.88,0.7833,0.6027,0.9839,0.6394,0.4438,0.1870,4.7535,0.2277,209.3819,25.9138,3.9526,0.8401,0.0476,3.2194,2.1616,1.4171
2023-12-21,161514130407.6,0.7725,0.5934,0.9844,0.6393,0.4437,0.1896,4.6882,0.2256,209.6637,25.9385,3.9526,0.8286,0.0402,3.2226,2.1624,1.4171
2023-12-20,161031998675.04,0.7702,0.5920,0.9844,0.6384,0.4437,0.1901,4.6742,0.2247,209.9455,25.9826,3.9526,0.8261,0.0398,3.2226,2.1624,1.4171
2023-12-19,170192501593.68,0.8140,0.6200,0.9844,0.6374,0.4437,0.1799,4.9401,0.2269,211.2535,26.0073,3.9526,0.8377,0.0455,3.2226,2.1624,1.4174
2023-12-18,170835343903.76,0.8171,0.6218,0.9844,0.6367,0.4437,0.1792,4.9588,0.2269,211.6363,26.1173,3.9526,0.8408,0.0463,3.2226,2.1624,1.4174
2023-12-15,161192709252.56,0.7710,0.5935,0.9839,0.6365,0.4438,0.1900,4.6789,0.2247,211.6363,26.3087,3.9526,0.7934,0.0192,3.2194,2.1616,1.4178
2023-12-14,162317683295.2,0.7764,0.5990,0.9844,0.6363,0.4437,0.1886,4.7116,0.2256,211.9745,26.3827,3.9526,0.7989,0.0240,3.2226,2.1624,1.4178
2023-12-13,161514130407.6,0.7725,0.5951,0.9844,0.6361,0.4437,0.1896,4.6882,0.2247,213.4165,26.4910,3.9526,0.7950,0.0192,3.2226,2.1624,1.4194
2023-12-12,162317683295.2,0.7764,0.5995,0.9844,0.6360,0.4437,0.1886,4.7116,0.2252,215.0180,27.5606,3.9526,0.7989,0.0236,3.2226,2.1624,1.4212
2023-12-11,160549866942.48,0.7679,0.5929,0.9844,0.6358,0.4437,0.1907,4.6602,0.2239,215.2190,28.9439,3.9526,0.7902,0.0157,3.2226,2.1624,1.4212
2023-12-08,159585603477.36,0.7633,0.5892,0.9839,0.6354,0.4438,0.1919,4.6323,0.2229,216.1452,29.3531,3.9526,0.7855,0.0144,3.2194,2.1616,1.4214
2023-12-07,160067735209.92,0.7656,0.5912,0.9844,0.6351,0.4437,0.1913,4.6462,0.2230,216.3005,29.3858,3.9526,0.7878,0.0149,3.2226,2.1624,1.4214
2023-12-06,158942761167.28,0.7602,0.5859,0.9844,0.6347,0.4437,0.1926,4.6136,0.2213,216.7088,29.4605,3.9526,0.7823,0.0122,3.2226,2.1624,1.4214
2023-12-05,159424892899.84,0.7625,0.5885,0.9844,0.6346,0.4437,0.1921,4.6276,0.2217,219.5450,29.5026,3.9526,0.7847,0.0131,3.2226,2.1624,1.4219
2023-12-04,161514130407.6,0.7725,0.5960,0.9844,0.6344,0.4437,0.1896,4.6882,0.2226,220.2660,29.5238,3.9526,0.7950,0.0171,3.2226,2.1624,1.4219
2023-12-01,158621340012.24,0.7587,0.5865,0.9839,0.6343,0.4438,0.1930,4.6043,0.2203,220.9870,29.5450,3.9526,0.7807,0.0114,3.2194,2.1616,1.4228
2023-11-30,160871288097.52,0.7694,0.5947,0.9844,0.6343,0.4437,0.1903,4.6696,0.2217,221.7080,29.5985,3.9526,0.7918,0.0149,3.2226,2.1624,1.4228
2023-11-29,158299918857.2,0.7571,0.5850,0.9844,0.6339,0.4437,0.1934,4.5949,0.2195,223.8710,29.6770,3.9526,0.7791,0.0105,3.2226,2.1624,1.4238
2023-11-28,157923054648.04,0.7553,0.5842,0.9844,0.6335,0.4437,0.1939,4.5840,0.2186,224.9526,29.7269,3.9526,0.7773,0.0087,3.2226,2.1624,1.4250
2023-11-27,159536160415.64,0.7631,0.5903,0.9844,0.6335,0.4437,0.1919,4.6308,0.2204,227.1156,29.7518,3.9526,0.7852,0.0118,3.2226,2.1624,1.4250
2023-11-24,159052228685.36,0.7607,0.5892,0.9839,0.6332,0.4438,0.1925,4.6168,0.2198,227.4761,29.7980,3.9526,0.7828,0.0109,3.2194,2.1616,1.4258
2023-11-23,158568296955.08,0.7584,0.5877,0.9844,0.6332,0.4437,0.1931,4.6027,0.2191,227.8366,29.8247,3.9526,0.7805,0.0101,3.2226,2.1624,1.4258
2023-11-22,156309948880.44,0.7476,0.5767,0.9844,0.6329,0.4437,0.1959,4.5372,0.2138,228.1971,29.8764,3.9526,0.7693,0.0017,3.2226,2.1624,1.4262
2023-11-21,157116501764.24,0.7515,0.5811,0.9844,0.6325,0.4437,0.1949,4.5606,0.2160,228.2629,29.9262,3.9526,0.7733,0.0048,3.2226,2.1624,1.4265
2023-11-20,155826017150.16,0.7453,0.5750,0.9844,0.6319,0.4437,0.1965,4.5231,0.2125,228.8265,30.0010,3.9526,0.7670,0.0004,3.2226,2.1624,1.4310
2023-11-17,156309948880.44,0.7476,0.5778,0.9839,0.6310,0.4438,0.1959,4.5372,0.2133,229.3901,30.1144,3.9526,0.7693,0.0013,3.2194,2.1616,1.4310
2023-11-16,157520390344.24,0.7534,0.5829,0.9844,0.6303,0.4437,0.1944,4.5723,0.2156,232.5231,30.1324,3.9526,0.7753,0.0052,3.2226,2.1624,1.4310
2023-11-15,157843840837.76,0.7550,0.5846,0.9844,0.6296,0.4437,0.1940,4.5817,0.2156,232.5231,30.1957,3.9526,0.7769,0.0057,3.2226,2.1624,1.4310
2023-11-14,157035214603.96,0.7511,0.5820,0.9844,0.6292,0.4437,0.1950,4.5582,0.2147,232.5231,30.2704,3.9526,0.7729,0.0031,3.2226,2.1624,1.4310
2023-11-13,157196939850.72,0.7519,0.5824,0.9844,0.6278,0.4437,0.1948,4.5629,0.2147,233.9651,30.3249,3.9526,0.7737,0.0035,3.2226,2.1624,1.4310
2023-11-10,156873489357.2,0.7503,0.5813,0.9839,0.6258,0.4438,0.1952,4.5535,0.2142,236.7170,30.3498,3.9526,0.7721,0.0026,3.2194,2.1616,1.4310
2023-11-09,155903137876.64,0.7457,0.5780,0.9844,0.6258,0.4437,0.1964,4.5254,0.2125,247.7075,30.3498,3.9526,0.7673,0.0004,3.2226,2.1624,1.4310
2023-11-08,156388313616.92,0.7480,0.5807,0.9844,0.6254,0.4437,0.1958,4.5394,0.2129,272.5064,30.3586,3.9526,0.7697,0.0009,3.2226,2.1624,1.4310
2023-11-07,155579687383.12,0.7441,0.5780,0.9844,0.6247,0.4437,0.1968,4.5160,0.2121,299.8416,30.4084,3.9526,0.7657,0.0000,3.2226,2.1624,1.4310
2023-11-06,156388313616.92,0.7480,0.5811,0.9844,0.6241,0.4437,0.1958,4.5394,0.2125,313.0865,30.4495,3.9526,0.7697,0.0004,3.2226,2.1624,1.4349
2023-11-03,158652467071.56,0.7588,0.5883,0.9839,0.6232,0.4438,0.1930,4.6052,0.2133,330.8402,30.4939,3.9526,0.7809,0.0044,3.2194,2.1616,1.4349
2023-11-02,157843840837.76,0.7550,0.5855,0.9844,0.6230,0.4437,0.1940,4.5817,0.2125,337.6036,30.5215,3.9526,0.7769,0.0026,3.2226,2.1624,1.4349
2023-11-01,156226588370.16,0.7472,0.5811,0.9844,0.6226,0.4437,0.1960,4.5348,0.2121,363.8116,30.5491,3.9526,0.7689,0.0000,3.2226,2.1624,1.4349
2023-10-31,158005566084.52,0.7557,0.5864,0.9844,0.6223,0.4437,0.1938,4.5864,0.2121,400.1645,30.6239,3.9526,0.7777,0.0022,3.2226,2.1624,1.4349
2023-10-30,157196939850.72,0.5777,0.4351,0.9844,0.6220,0.4437,0.1948,2.5588,0.1487,428.0633,30.7236,3.9526,0.7912,0.0048,3.2226,2.1624,1.4349
2023-10-27,157358665097.48,0.5783,0.4366,0.9839,0.6220,0.4438,0.1946,2.5615,0.1490,440.1810,30.7810,3.9656,0.7920,0.0052,3.2194,2.1616,1.4349
2023-10-26,157035214603.96,0.5771,0.4351,0.9844,0.6220,0.4437,0.1950,2.5562,0.1478,-98.8086,30.8273,3.9656,0.7904,0.0039,3.2226,2.1624,1.4349
2023-10-25,157035214603.96,0.5771,0.4355,0.9844,0.6220,0.4437,0.1950,2.5562,0.1478,-98.3182,30.8735,3.9765,0.7904,0.0039,3.2226,2.1624,1.4349
2023-10-24,153800709668.76,0.5652,0.4250,0.9844,0.6220,0.4437,0.1991,2.5035,0.1439,-97.9505,30.8858,3.9895,0.7741,0.0009,3.2226,2.1624,1.4349
2023-10-23,153638984422.0,0.5646,0.4250,0.9844,0.6220,0.4437,0.1993,2.5009,0.1434,-97.3375,30.9229,3.9917,0.7733,0.0004,3.2226,2.1624,1.4349
2023-10-20,154609335902.56,0.5682,0.4283,0.9839,0.6220,0.4438,0.1980,2.5167,0.1447,-95.8664,30.9928,3.9939,0.7782,0.0013,3.2194,2.1616,1.4365
2023-10-19,154124160162.28,0.5664,0.4272,0.9844,0.6220,0.4437,0.1987,2.5088,0.1439,-95.6212,31.0202,3.9939,0.7757,0.0009,3.2226,2.1624,1.4365
2023-10-18,158005566084.52,0.5807,0.4394,0.9844,0.6220,0.4437,0.1938,2.5720,0.1469,-95.4986,31.0554,4.0156,0.7953,0.0031,3.2226,2.1624,1.4395
2023-10-17,157358665097.48,0.5783,0.4373,0.9844,0.6220,0.4437,0.1946,2.5615,0.1465,-95.1309,31.0950,4.0287,0.7920,0.0026,3.2226,2.1624,1.4395
2023-10-16,155741412629.88,0.5723,0.4338,0.9844,0.6220,0.4437,0.1966,2.5351,0.1452,-94.2727,31.1266,4.0374,0.7839,0.0013,3.2226,2.1624,1.4395
2023-10-13,154771061149.32,0.5688,0.4305,0.9839,0.6220,0.4438,0.1978,2.5193,0.1442,-93.9050,31.1340,4.0591,0.7790,0.0009,3.2194,2.1616,1.4395
2023-10-12,156226588370.16,0.5741,0.4351,0.9844,0.6220,0.4437,0.1960,2.5430,0.1447,-93.5372,31.1340,4.0591,0.7863,0.0009,3.2226,2.1624,1.4395
2023-10-11,153153808681.72,0.5628,0.4263,0.9844,0.6220,0.4437,0.1999,2.4930,0.1425,-93.2920,31.1619,4.0635,0.7708,0.0000,3.2226,2.1624,1.4395
2023-10-10,153800709668.76,0.5652,0.4285,0.9844,0.6220,0.4437,0.1991,2.5035,0.1430,-93.0468,31.1934,4.0656,0.7741,0.0000,3.2226,2.1624,1.4398
2023-10-09,158328428404.63,0.5818,0.4429,0.9844,0.6220,0.4437,0.1934,2.5772,0.1460,-91.5757,31.2219,4.0656,0.7969,0.0017,3.2226,2.1624,1.4424
2023-09-28,158651877696.57,0.5830,0.4458,0.9839,0.6220,0.4438,0.1930,2.5825,0.1469,-90.3498,31.2468,4.0765,0.7985,0.0031,3.2194,2.1616,1.4438
2023-09-27,158813602342.54,0.5836,0.4462,0.9839,0.6220,0.4438,0.1928,2.5851,0.1469,-89.4917,31.2468,4.0830,0.7993,0.0031,3.2194,2.1616,1.4440
2023-09-26,160430848802.24,0.5896,0.4594,0.9839,0.6220,0.4438,0.1909,2.6115,0.1499,-88.7561,31.2752,4.0917,0.8075,0.0057,3.2194,2.1616,1.4440
2023-09-25,163018443137.76,0.5991,0.4751,0.9839,0.6220,0.4438,0.1878,2.6536,0.1530,-88.1432,31.2967,4.1200,0.8205,0.0127,3.2194,2.1616,1.4467
2023-09-22,161886370615.97,0.5949,0.4692,0.9839,0.6215,0.4438,0.1891,2.6352,0.1520,-87.4076,31.3311,4.1309,0.8148,0.0087,3.2194,2.1598,1.4486
2023-09-21,161401196678.06,0.5931,0.4668,0.9839,0.6220,0.4438,0.1897,2.6273,0.1517,-87.4076,31.3458,4.1526,0.8124,0.0070,3.2194,2.1616,1.4486
2023-09-20,160753967489.78,0.5908,0.4622,0.9844,0.6220,0.4437,0.1905,2.6167,0.1504,-86.9173,31.3458,4.1526,0.8091,0.0061,3.2226,2.1624,1.4486
2023-09-19,159945345922.93,0.5878,0.4580,0.9844,0.6221,0.4437,0.1914,2.6036,0.1492,-86.9173,31.3458,4.1787,0.8050,0.0048,3.2226,2.1632,1.4486
2023-09-18,159783621609.56,0.5872,0.4558,0.9844,0.6221,0.4437,0.1916,2.6009,0.1483,-86.9173,31.3465,4.2157,0.8042,0.0039,3.2226,2.1632,1.4518
2023-09-15,159944356171.29,0.5878,0.4582,0.9844,0.6220,0.4437,0.1914,2.6036,0.1482,-86.6721,31.3714,4.2287,0.8050,0.0039,3.2226,2.1624,1.4525
2023-09-14,160429526109.12,0.5896,0.4606,0.9844,0.6221,0.4437,0.1909,2.6114,0.1483,-86.6721,31.3964,4.2613,0.8075,0.0039,3.2226,2.1632,1.4532
2023-09-13,158488703483.6,0.5824,0.4497,0.9844,0.6221,0.4437,0.1932,2.5799,0.1465,-86.6721,31.4164,4.2613,0.7977,0.0026,3.2226,2.1632,1.4547
2023-09-12,158326980316.78,0.5818,0.4479,0.9844,0.6221,0.4437,0.1934,2.5772,0.1457,-86.1817,31.4164,5.2521,0.7969,0.0017,3.2226,2.1632,1.4570
2023-09-11,158163419976.96,0.5812,0.4466,0.9844,0.6221,0.4437,0.1936,2.5746,0.1448,-86.0591,31.5062,5.4999,0.7961,0.0009,3.2226,2.1632,1.4577
2023-09-08,157354813535.36,0.5783,0.4438,0.9844,0.6220,0.4437,0.1946,2.5614,0.1439,-85.5687,31.5517,5.5138,0.7920,0.0000,3.2226,2.1624,1.4577
2023-09-07,158325141265.28,0.5818,0.4479,0.9844,0.6221,0.4437,0.1934,2.5772,0.1444,-85.5687,31.5576,5.5313,0.7969,0.0004,3.2226,2.1632,1.4582
2023-09-06,159133747706.88,0.5848,0.4528,0.9844,0.6221,0.4437,0.1924,2.5904,0.1452,-85.4462,31.6282,5.5836,0.8010,0.0009,3.2226,2.1632,1.4582
2023-09-05,160750556489.32,0.5907,0.4619,0.9844,0.6221,0.4437,0.1905,2.6167,0.1457,-85.0784,31.6954,5.6080,0.8091,0.0013,3.2226,2.1632,1.4582
2023-09-04,160908496868.6,0.5913,0.4624,0.9844,0.6221,0.4437,0.1903,2.6192,0.1457,-85.0784,31.6954,5.6185,0.8099,0.0013,3.2226,2.1632,1.4582
2023-09-01,159451028700.5,0.5860,0.4574,0.9844,0.6220,0.4437,0.1920,2.5955,0.1452,-84.7106,31.7701,5.6220,0.8026,0.0009,3.2226,2.1624,1.4577
2023-08-31,158478021003.4,0.5824,0.4510,0.9844,0.6221,0.4437,0.1932,2.5797,0.1444,-84.7106,31.7950,5.6743,0.7977,0.0004,3.2226,2.1632,1.4582
2023-08-30,158145083513.64,0.5812,0.4493,0.9844,0.6221,0.4437,0.1936,2.5743,0.1439,-84.4654,31.8400,5.6743,0.7960,0.0000,3.2226,2.1632,1.4582
2023-08-29,154264222568.52,0.4634,0.2415,0.9844,0.6221,0.4437,0.3547,1.7313,0.0665,-84.4654,31.8947,5.7686,0.8369,0.0131,3.2226,2.1632,1.4582
2023-08-28,154264222568.52,0.4634,0.2419,0.9844,0.6221,0.4437,0.3547,1.7313,0.0665,-40.3303,31.9944,5.7718,0.8369,0.0131,3.2226,2.1632,1.4582
2023-08-25,151838684477.82,0.4561,0.2269,0.9844,0.6220,0.4427,0.3604,1.7040,0.0617,-39.8444,32.0283,5.8628,0.8238,0.0061,3.2226,2.1624,1.4577
2023-08-24,153294007332.24,0.4605,0.2367,0.9844,0.6221,0.4427,0.3569,1.7204,0.0643,-39.8444,32.0442,5.8698,0.8317,0.0096,3.2226,2.1632,1.4582
2023-08-23,150868469241.54,0.4532,0.2209,0.9844,0.6221,0.4427,0.3627,1.6932,0.0591,-39.7472,32.0518,5.8733,0.8185,0.0026,3.2226,2.1632,1.4582
2023-08-22,151676981938.44,0.4556,0.2257,0.9844,0.6221,0.4424,0.3607,1.7022,0.0604,-39.6500,32.1224,5.8802,0.8229,0.0044,3.2226,2.1632,1.4582
2023-08-21,151191874320.3,0.4542,0.2231,0.9844,0.6221,0.4423,0.3619,1.6968,0.0595,-39.5528,32.1224,5.9116,0.8203,0.0039,3.2226,2.1632,1.4582
2023-08-18,154749330186.66,0.4649,0.2457,0.9844,0.6220,0.4420,0.3536,1.7367,0.0647,-39.3585,32.1930,6.0303,0.8396,0.0114,3.2226,2.1624,1.4577
2023-08-17,154587627647.28,0.4644,0.2441,0.9844,0.6221,0.4420,0.3540,1.7349,0.0643,-39.3585,32.1930,6.0448,0.8387,0.0109,3.2226,2.1632,1.4582
2023-08-16,154102520029.14,0.4629,0.2419,0.9844,0.6221,0.4420,0.3551,1.7295,0.0639,-39.3585,32.1937,6.0833,0.8360,0.0101,3.2226,2.1632,1.4582
2023-08-15,156366355580.46,0.4697,0.2546,0.9844,0.6221,0.4416,0.3499,1.7549,0.0643,-39.2613,32.2436,6.1026,0.8483,0.0144,3.2226,2.1632,1.4582
2023-08-14,155719545422.94,0.4678,0.2511,0.9844,0.6221,0.4416,0.3514,1.7476,0.0639,-38.8726,32.2436,6.1026,0.8448,0.0131,3.2226,2.1632,1.4582
2023-08-11,157174868277.36,0.4722,0.2593,0.9844,0.6220,0.4410,0.3481,1.7639,0.0656,-38.6782,32.2685,6.1411,0.8527,0.0153,3.2226,2.1624,1.4577
2023-08-10,160408919064.96,0.4819,0.2782,0.9844,0.6221,0.4410,0.3411,1.8002,0.0735,-38.6782,32.2934,6.1411,0.8703,0.0328,3.2226,2.1632,1.4582
2023-08-09,159115298749.92,0.4780,0.2677,0.9844,0.6221,0.4410,0.3439,1.7857,0.0687,-38.5810,32.3342,6.2758,0.8632,0.0219,3.2226,2.1632,1.4582
2023-08-08,158953596210.54,0.4775,0.2664,0.9844,0.6221,0.4410,0.3442,1.7839,0.0682,-38.5810,32.3342,6.3476,0.8624,0.0210,3.2226,2.1632,1.4582
2023-08-07,159762108907.44,0.4799,0.2712,0.9844,0.6221,0.4410,0.3425,1.7930,0.0696,-37.9979,32.3931,6.3798,0.8667,0.0258,3.2226,2.1632,1.4582
2023-08-04,160408919064.96,0.4819,0.2790,0.9844,0.6220,0.4405,0.3411,1.8002,0.0721,-37.9979,32.4754,6.3913,0.8703,0.0315,3.2226,2.1624,1.4577
2023-08-03,161379134301.24,0.4848,0.2865,0.9844,0.6221,0.4405,0.3391,1.8111,0.0739,-37.9979,32.5460,6.3913,0.8755,0.0381,3.2226,2.1632,1.4582
2023-08-02,161379134301.24,0.4848,0.2870,0.9844,0.6221,0.4405,0.3391,1.8111,0.0739,-37.6092,32.6422,6.4106,0.8755,0.0381,3.2226,2.1632,1.4582
2023-08-01,162511052076.9,0.4882,0.2953,0.9844,0.6221,0.4401,0.3367,1.8238,0.0752,-37.6092,32.6422,6.4342,0.8817,0.0411,3.2226,2.1632,1.4582
2023-07-31,163642969852.56,0.4916,0.3010,0.9844,0.6221,0.4401,0.3344,1.8365,0.0774,-37.5120,32.7419,6.4491,0.8878,0.0451,3.2226,2.1632,1.4582
2023-07-28,163319564773.8,0.4906,0.3000,0.9844,0.6220,0.4400,0.3350,1.8329,0.0765,-37.3177,32.8350,6.4491,0.8860,0.0442,3.2226,2.1624,1.4577
2023-07-27,158791893671.16,0.4770,0.2686,0.9844,0.6221,0.4400,0.3446,1.7821,0.0678,-37.3177,32.8416,6.4683,0.8615,0.0197,3.2226,2.1632,1.4582
2023-07-26,159762108907.44,0.4799,0.2743,0.9844,0.6221,0.4397,0.3425,1.7930,0.0691,-37.3177,32.8416,6.4683,0.8667,0.0254,3.2226,2.1632,1.4582
2023-07-25,160085513986.2,0.4809,0.2778,0.9844,0.6221,0.4393,0.3418,1.7966,0.0696,-37.2205,32.8990,6.4876,0.8685,0.0262,3.2226,2.1632,1.4582
2023-07-24,159277001289.3,0.4785,0.2725,0.9844,0.6221,0.4392,0.3435,1.7875,0.0682,-36.1515,32.8990,6.4876,0.8641,0.0214,3.2226,2.1632,1.4582
2023-07-21,160247216525.58,0.4814,0.2785,0.9844,0.6220,0.4388,0.3415,1.7984,0.0691,-35.9571,32.9803,6.5261,0.8694,0.0275,3.2226,2.1624,1.4577
2023-07-20,160247216525.58,0.4814,0.2787,0.9844,0.6221,0.4388,0.3415,1.7984,0.0691,-35.9571,32.9911,6.5453,0.8694,0.0276,3.2226,2.1632,1.4582
2023-07-19,161055729222.48,0.4838,0.2865,0.9844,0.6221,0.4383,0.3397,1.8075,0.0704,-35.8599,33.0402,6.5646,0.8738,0.0328,3.2226,2.1632,1.4582
2023-07-18,159115298749.92,0.4780,0.2738,0.9844,0.6221,0.4383,0.3439,1.7857,0.0678,-35.7628,33.0409,6.5838,0.8632,0.0210,3.2226,2.1632,1.4582
2023-07-17,156366355580.46,0.4697,0.2633,0.9844,0.6221,0.4379,0.3499,1.7549,0.0639,-35.0825,33.1108,6.5838,0.8483,0.0140,3.2226,2.1632,1.4582
2023-07-14,157013165737.98,0.4717,0.2659,0.9844,0.6220,0.4374,0.3485,1.7621,0.0643,-34.7909,33.1406,6.5838,0.8518,0.0144,3.2226,2.1624,1.4577
2023-07-13,157821678434.88,0.4741,0.2695,0.9844,0.6221,0.4374,0.3467,1.7712,0.0652,-34.7909,33.1406,6.5973,0.8562,0.0157,3.2226,2.1632,1.4582
2023-07-12,157498273356.12,0.4731,0.2682,0.9844,0.6221,0.4374,0.3474,1.7676,0.0647,-34.6938,33.1904,6.6031,0.8545,0.0144,3.2226,2.1632,1.4582
2023-07-11,159600406368.06,0.4795,0.2756,0.9844,0.6221,0.4372,0.3428,1.7912,0.0661,-34.5966,33.1904,6.6031,0.8659,0.0214,3.2226,2.1632,1.4582
2023-07-10,160408919064.96,0.4819,0.2817,0.9844,0.6221,0.4372,0.3411,1.8002,0.0669,-34.3050,33.2403,6.6223,0.8703,0.0262,3.2226,2.1632,1.4582
2023-07-07,161864241919.38,0.4863,0.2916,0.9844,0.6220,0.4372,0.3380,1.8166,0.0682,-32.7501,33.2461,6.6608,0.8782,0.0324,3.2226,2.1624,1.4577
2023-07-06,161055729222.48,0.4838,0.2874,0.9844,0.6221,0.4372,0.3397,1.8075,0.0674,-32.7501,33.2520,6.6698,0.8738,0.0297,3.2226,2.1632,1.4582
2023-07-05,164289780010.08,0.4935,0.3049,0.9844,0.6221,0.4369,0.3331,1.8438,0.0709,-32.4586,33.2901,6.6801,0.8913,0.0402,3.2226,2.1632,1.4582
2023-07-04,163804672391.94,0.4921,0.3023,0.9844,0.6221,0.4365,0.3340,1.8383,0.0700,-18.8456,33.2901,6.6801,0.8887,0.0376,3.2226,2.1632,1.4582
2023-07-03,153779114950.38,0.4620,0.2542,0.9844,0.6221,0.4365,0.3558,1.7258,0.0630,-18.7812,33.3226,6.6801,0.8343,0.0092,3.2226,2.1632,1.4582
2023-06-30,152000387017.2,0.4566,0.2444,0.9844,0.6220,0.4359,0.3600,1.7059,0.0608,-18.2980,33.3649,6.6801,0.8246,0.0057,3.2226,2.1624,1.4577
2023-06-29,151030171780.92,0.4537,0.2380,0.9844,0.6221,0.4359,0.3623,1.6950,0.0591,-18.2980,33.3898,6.6879,0.8197,0.0026,3.2226,2.1632,1.4582
2023-06-28,151838684477.82,0.4561,0.2432,0.9844,0.6221,0.4353,0.3604,1.7040,0.0599,-18.1691,33.4638,6.6993,0.8241,0.0044,3.2226,2.1632,1.4582
2023-06-27,175770660306.06,0.5280,0.3911,0.9844,0.6221,0.4352,0.3113,1.9726,0.0796,-17.8792,33.4674,6.7060,0.8507,0.0122,3.2226,2.1632,1.4582
2023-06-26,173830229833.5,0.5222,0.3749,0.9844,0.6221,0.4352,0.3148,1.9509,0.0761,-17.6214,33.5344,6.7423,0.8413,0.0087,3.2226,2.1632,1.4582
2023-06-21,172374906979.08,0.5178,0.3649,0.9839,0.6220,0.4352,0.3174,1.9345,0.0747,-17.4926,33.5393,6.7571,0.8343,0.0074,3.2194,2.1616,1.4577
