date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,5.18,2.5972,5734501527,19496398084
2025-12-31,9.8,1.0763,10797254300,38239935641
2025-09-30,6.48,0.8947,7131932437,25004800851
2025-06-30,3.64,0.6852,3995115385,14789074838
2025-03-31,1.44,0.5484,1582876129,6674176487
2024-12-31,4.72,1.36,5171485968,23862159738
2024-09-30,3.42,1.85,3752659170,17312601820
2024-06-30,3.03,2.9351,2358421051,10798594186
2024-03-31,1.3,3.1935,1009266298,4842546924
2023-12-31,2.8,0.8182,2173527748,10717984471
2023-09-30,1.62,0.5283,1295867880,7030290372
2023-06-30,0.77,0.2623,613752780,4003981244
2023-03-31,0.31,0.1481,249920270,1837163216
2022-12-31,1.54,0.2727,1223990866,9641794766
2022-09-30,1.06,0.3418,852508436,6864988244
2022-06-30,0.61,0.2708,492455174,4231043831
2022-03-31,0.27,0.4211,217412603,2088622650
2021-12-31,1.21,-0.0163,876977126,7695404806
2021-09-30,0.79,-0.0595,560103357,5322086826
2021-06-30,0.48,-0.0588,340820958,3297852392
2021-03-31,0.19,-0.05,133069697,1471758423
2020-12-31,1.23,0.6849,865483550,7049590125
2020-09-30,0.84,0.68,599875798,5204785596
2020-06-30,0.51,0.8214,365140216,3244675971
2020-03-31,0.2,-0.0909,153661867,1326090401
2019-12-31,0.73,-0.4632,513487201,4757677023
2019-09-30,0.5,-0.505,357884536,3283913791
2019-06-30,0.28,-0.5821,207314057,2035202681
2019-03-31,0.22,-0.2903,99499939,875646837
2018-12-31,1.36,1.72,623115980,5156314240
2018-09-30,1.01,1.1489,481473706,4202821091
2018-06-30,0.67,32.5,316903849,2825560444
2018-03-31,0.31,16.5,147766656,1398598186
2017-12-31,0.5,9,161505416,2357083470
2017-09-30,0.47,22.5,126303887,1139473206
2017-06-30,0.02,0,3968771,70587680
2017-03-31,-0.02,0.3333,-4381527,14564576
2016-12-31,0.05,0.6667,10054132,131620385
2016-09-30,0.02,2,4149693,82639681
