date,货币资金,资产负债率,营业收入,基本每股收益,总资产收益率(ROA),净资产收益率(ROE),速动比率,负债合计,净利润率,流动负债合计,资产合计,有息负债率,自由现金流量,所有者权益合计,毛利率(GM),流动比率,应收账款,经营活动产生的现金流量净额,流动资产合计,资本回报率(ROIC),归属于母公司普通股股东的净利润,长期负债合计,经营活动产生的现金流量净额对净利润的比率
2026-03-31,632681890562.94,0.3264,19496398084,5.18,0.3676,0.5393,1.4087,18465774899,0.3174,45593202,56580677311,0.0304,7827738011,38114902412,0.4427,2.4613,9535572287,3367573677,0,0.5035,5734501527,530899159,0.7466
