date,metric,value
2026-03-31,货币资金,632681890562.94
2026-03-31,资产负债率,0.3264
2026-03-31,营业收入,19496398084
2026-03-31,基本每股收益,5.18
2026-03-31,总资产收益率(ROA),0.3676
2026-03-31,净资产收益率(ROE),0.5393
2026-03-31,速动比率,1.4087
2026-03-31,负债合计,18465774899
2026-03-31,净利润率,0.3174
2026-03-31,流动负债合计,45593202
2026-03-31,资产合计,56580677311
2026-03-31,有息负债率,0.0304
2026-03-31,自由现金流量,7827738011
2026-03-31,所有者权益合计,38114902412
2026-03-31,毛利率(GM),0.4427
2026-03-31,流动比率,2.4613
2026-03-31,应收账款,9535572287
2026-03-31,经营活动产生的现金流量净额,3367573677
2026-03-31,流动资产合计,0
2026-03-31,资本回报率(ROIC),0.5035
2026-03-31,归属于母公司普通股股东的净利润,5734501527
2026-03-31,长期负债合计,530899159
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.7466
