date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-05-13,35551755652.35,1.5956,0.0311,9.5581,5.1896,2.2207,3.0457,0.1259,11.2090,6.7595,3.4993,-846.6567,0.9963,51.2756,38.5707,16.0752,0.0018
2026-05-12,36245249451.65,1.6267,0.0385,9.5581,5.1896,2.2209,3.1051,0.1371,11.2090,6.7595,3.5232,-863.1721,0.9959,51.2730,38.5499,16.0752,0.0018
2026-05-11,36714377610.0,1.6478,0.0422,9.5581,5.1896,2.2214,3.1453,0.1487,11.2090,6.7595,3.5278,-874.3443,0.9959,51.2029,38.5421,16.0752,0.0018
2026-05-08,35323310636.11,1.5853,0.0294,9.5581,5.1853,2.2215,3.0261,0.1179,11.2090,6.7583,3.5383,-841.2164,0.9971,51.1443,38.5007,16.0752,0.0018
2026-05-07,35665978160.47,1.6007,0.0331,9.5581,5.1878,2.2241,3.0554,0.1287,11.2090,6.7594,3.5388,-849.3769,0.9967,51.1289,38.5007,16.0752,0.0018
2026-05-06,34833785601.31,1.5634,0.0244,9.5581,5.1896,2.2246,2.9842,0.1052,11.2090,6.7595,3.5543,-829.5584,0.9988,51.0424,38.4700,16.0752,0.0018
2026-04-30,34646134337.97,1.5549,0.0227,9.5580,5.1829,2.2278,2.9681,0.1030,11.1861,6.7572,3.5583,-825.0896,1.0000,51.0181,38.5007,16.0800,0.0019
2026-04-29,34862341228.34,1.5646,0.0248,9.5581,5.1853,2.2278,2.9866,0.1055,11.2090,6.7583,3.5583,-830.2385,0.9992,51.0181,38.4700,16.0752,0.0018
2026-04-28,34919452482.4,1.5672,0.0252,9.5581,5.1853,2.2339,2.9915,0.1063,11.2090,6.7583,3.5706,-831.5986,0.9992,50.9910,38.4330,16.0752,0.0018
2026-04-27,34719563093.19,1.5582,0.0232,9.5581,5.1853,2.2368,2.9744,0.1030,11.2090,6.7583,3.5737,-826.8382,1.0000,50.9718,38.4226,16.0752,0.0019
2026-04-24,34833785601.31,1.5634,0.0236,9.5581,5.1853,2.2449,2.9842,0.1043,11.2090,6.7583,3.5795,-829.5584,1.0000,50.9519,38.4118,16.0752,0.0018
2026-04-23,34927611232.98,1.5676,0.0244,9.5581,5.1878,2.2453,2.9922,0.1055,11.2090,6.7594,3.5852,-831.7929,1.0000,50.8790,38.4051,16.0752,0.0018
2026-04-22,35515041274.74,1.5939,0.0269,9.5581,5.1896,2.2476,3.0425,0.1213,11.2090,6.7595,3.6025,-845.7824,1.0000,50.8628,38.4009,16.0752,0.0018
2026-04-21,36020883810.7,1.5656,0.0240,9.5581,5.1914,2.2513,2.7957,0.0679,11.2090,6.7595,3.6053,37.5588,0.4789,50.8504,38.3968,16.0752,0.0290
2026-04-20,35486485647.71,1.5424,0.0195,9.5581,5.1918,2.2523,2.7542,0.0555,11.2090,6.7596,3.6053,37.0016,0.4708,50.8504,38.4009,16.0752,0.0294
2026-04-17,35335548761.98,1.5358,0.0178,9.5581,5.1940,2.2543,2.7425,0.0506,11.2090,6.7596,3.6055,36.8442,0.4691,50.8504,38.4009,16.0752,0.0296
2026-04-16,35612946281.7,1.5479,0.0191,9.5590,5.1958,2.2543,2.7641,0.0572,11.2212,6.7596,3.6055,37.1335,0.4739,50.8628,38.4051,16.0390,0.0293
2026-04-15,35396739391.33,1.5385,0.0178,9.5590,5.1959,2.2566,2.7473,0.0523,11.2212,6.7613,3.6056,36.9080,0.4695,50.8628,38.4118,16.0390,0.0295
2026-04-14,35241723130.31,1.5318,0.0166,9.5590,5.1965,2.2574,2.7352,0.0481,11.2212,6.7613,3.6142,36.7464,0.4683,50.8628,38.4118,16.0390,0.0296
2026-04-13,34817468100.15,1.5133,0.0124,9.5590,5.1993,2.2578,2.7023,0.0419,11.2212,6.7613,3.6159,36.3040,0.4645,50.8628,38.4118,16.0390,0.0300
2026-04-10,35082627494.0,1.5249,0.0145,9.5581,5.2024,2.2652,2.7229,0.0456,11.2090,6.7596,3.6320,36.5805,0.4662,50.8504,38.4009,16.0752,0.0298
2026-04-09,34731801219.06,1.5096,0.0120,9.5590,5.2028,2.2652,2.6957,0.0406,11.2212,6.7596,3.6320,36.2147,0.4639,50.8628,38.4051,16.0390,0.0301
2026-04-08,35408977517.2,1.5390,0.0162,9.5590,5.2033,2.2663,2.7482,0.0518,11.2212,6.7613,3.6420,36.9208,0.4703,50.8628,38.4118,16.0390,0.0295
2026-04-07,34621658086.23,1.5048,0.0116,9.5590,5.2065,2.2666,2.6871,0.0386,11.2212,6.7613,3.6447,36.0998,0.4641,50.8628,38.4118,16.0390,0.0302
2026-04-03,34544149955.72,1.5014,0.0104,9.5581,5.2133,2.2694,2.6811,0.0373,11.2090,6.7596,3.6536,36.0190,0.4629,50.8504,38.4009,16.0752,0.0302
2026-04-02,35429374393.65,1.5399,0.0153,9.5590,5.2138,2.2694,2.7498,0.0510,11.2212,6.7596,3.6536,36.9420,0.4710,50.8628,38.4051,16.0390,0.0295
2026-04-01,35971931307.22,1.5635,0.0187,9.5590,5.2146,2.2714,2.7919,0.0614,11.2212,6.7613,3.6603,37.5078,0.4782,50.8628,38.4118,16.0390,0.0290
2026-03-31,35029595615.23,1.5225,0.0129,9.5590,5.2155,2.2750,2.7188,0.0431,11.2212,6.7613,3.6672,36.5252,0.4666,50.8628,38.4118,16.0390,0.0298
2026-03-30,35262120006.76,1.5327,0.0141,9.5590,5.2157,2.2773,2.7368,0.0456,11.2212,6.7613,3.6680,36.7677,0.4691,50.8628,38.4118,16.0390,0.0296
2026-03-27,35294755009.08,1.5341,0.0141,9.5581,5.2198,2.2820,2.7394,0.0460,11.2090,6.7596,3.6735,36.8017,0.4700,50.8504,38.4009,16.0752,0.0296
2026-03-26,34552308706.3,1.5018,0.0104,9.5590,5.2229,2.2820,2.6817,0.0373,11.2212,6.7596,3.6735,36.0275,0.4652,50.8628,38.4051,16.0390,0.0302
2026-03-25,35005119363.49,1.5215,0.0120,9.5590,5.2230,2.2864,2.7169,0.0419,11.2212,6.7613,3.6791,36.4997,0.4674,50.8628,38.4118,16.0390,0.0298
2026-03-24,34613499335.65,1.5045,0.0104,9.5590,5.2237,2.2937,2.6865,0.0373,11.2212,6.7613,3.6836,36.0913,0.4662,50.8628,38.4118,16.0390,0.0302
2026-03-23,34168847429.04,1.4851,0.0079,9.5590,5.2248,2.3025,2.6520,0.0315,11.2212,6.7613,3.6988,35.6277,0.4645,50.8628,38.4118,16.0390,0.0306
2026-03-20,35841391297.94,1.5578,0.0149,9.5581,5.2343,2.3088,2.7818,0.0559,11.2090,6.7596,3.7038,37.3717,0.4778,50.8504,38.4009,16.0752,0.0291
2026-03-19,36294201955.13,1.5775,0.0158,9.5590,5.2351,2.3088,2.8169,0.0630,11.2212,6.7596,3.7038,37.8438,0.4851,50.8628,38.4051,16.0390,0.0288
2026-03-18,36824520742.83,1.6006,0.0195,9.5590,5.2375,2.3092,2.8581,0.0730,11.2212,6.7613,3.7043,38.3968,0.4990,50.8628,38.4118,16.0390,0.0284
2026-03-17,36971378253.27,1.6069,0.0203,9.5590,5.2418,2.3092,2.8695,0.0747,11.2212,6.7613,3.7071,38.5499,0.5027,50.8628,38.4118,16.0390,0.0283
2026-03-16,37220220145.96,1.6178,0.0224,9.5590,5.2454,2.3093,2.8888,0.0788,11.2212,6.7613,3.7089,38.8094,0.5093,50.8628,38.4009,16.0390,0.0281
2026-03-13,36714377610.0,1.5958,0.0178,9.5581,5.2504,2.3147,2.8495,0.0700,11.2090,6.7596,3.7161,38.2819,0.4965,50.8504,38.3793,16.0752,0.0284
2026-03-12,36787806365.22,1.5990,0.0182,9.5590,5.2521,2.3147,2.8552,0.0717,11.2212,6.7596,3.7161,38.3585,0.4992,50.8628,38.3925,16.0390,0.0284
2026-03-11,37244696397.7,1.6188,0.0216,9.5590,5.2542,2.3149,2.8907,0.0784,11.2212,6.7613,3.7189,38.8349,0.5097,50.8628,38.3946,16.0390,0.0280
2026-03-10,37207982020.09,1.6172,0.0212,9.5590,5.2571,2.3222,2.8879,0.0776,11.2212,6.7613,3.7228,38.7966,0.5085,50.8628,38.3793,16.0390,0.0281
2026-03-09,36820441367.54,1.6004,0.0182,9.5590,5.2580,2.3263,2.8578,0.0718,11.2212,6.7613,3.7264,38.3925,0.5006,50.8628,38.3494,16.0390,0.0284
2026-03-06,37093759511.97,1.6123,0.0199,9.5581,5.2610,2.3327,2.8790,0.0758,11.2090,6.7596,3.7412,38.6775,0.5081,50.8504,38.3025,16.0752,0.0282
2026-03-05,36396186337.38,1.5819,0.0162,9.5590,5.2630,2.3327,2.8248,0.0651,11.2212,6.7596,3.7412,37.9501,0.4921,50.8628,38.2892,16.0390,0.0287
2026-03-04,36306440081.0,1.5780,0.0158,9.5590,5.2642,2.3344,2.8179,0.0635,11.2212,6.7613,3.7620,37.8566,0.4894,50.8628,38.3025,16.0390,0.0288
2026-03-03,36685821982.97,1.5945,0.0166,9.5590,5.2658,2.3399,2.8473,0.0684,11.2212,6.7613,3.7629,38.2521,0.4977,50.8628,38.3025,16.0390,0.0285
2026-03-02,37501697040.97,1.6300,0.0203,9.5590,5.2665,2.3479,2.9107,0.0796,11.2212,6.7613,3.7766,39.1028,0.5131,50.8628,38.3025,16.0390,0.0279
2026-02-27,39068177152.33,1.6981,0.0402,9.5581,5.2718,2.3494,3.0322,0.1024,11.2090,6.7596,3.7821,40.7362,0.5541,50.8504,38.2888,16.0752,0.0267
2026-02-26,40181846606.5,1.7465,0.0647,9.5590,5.2730,2.3494,3.1187,0.1215,11.2212,6.7596,3.7821,41.8974,0.5983,50.8628,38.2888,16.0390,0.0260
2026-02-25,39676004070.54,1.7245,0.0535,9.5590,5.2747,2.3527,3.0794,0.1132,11.2212,6.7596,3.7868,41.3700,0.5713,50.8628,38.2862,16.0390,0.0263
2026-02-24,36069836314.18,1.5678,0.0153,9.5590,5.2803,2.3528,2.7995,0.0605,11.2212,6.7596,3.7881,37.6099,0.4876,50.8628,38.2653,16.0390,0.0290
2026-02-13,35645581284.02,1.5493,0.0124,9.5580,5.2950,2.3657,2.7666,0.0508,11.1861,6.7561,3.7988,37.1675,0.4841,50.8377,38.2099,16.0800,0.0293
2026-02-12,35735327540.4,1.5532,0.0136,9.5580,5.2995,2.3691,2.7736,0.0533,11.1861,6.7572,3.7992,37.2611,0.4855,50.8377,38.2189,16.0800,0.0292
2026-02-11,35935216929.61,1.5619,0.0141,9.5581,5.3013,2.3691,2.7891,0.0563,11.2090,6.7583,3.7992,37.4695,0.4870,50.8504,38.2222,16.0752,0.0291
2026-02-10,36420662589.12,1.5830,0.0141,9.5581,5.3030,2.3712,2.8267,0.0629,11.2090,6.7594,3.8036,37.9757,0.4963,50.8504,38.2255,16.0752,0.0287
2026-02-09,36865314495.73,1.6023,0.0153,9.5581,5.3032,2.3723,2.8613,0.0692,11.2090,6.7595,3.8048,38.4393,0.5056,50.8504,38.2387,16.0752,0.0283
2026-02-06,36824520742.83,1.6006,0.0149,9.5581,5.3034,2.3744,2.8581,0.0684,11.2090,6.7595,3.8182,38.3968,0.5041,50.8504,38.2255,16.0752,0.0284
2026-02-05,37183505768.35,1.6162,0.0157,9.5581,5.3074,2.3797,2.8860,0.0717,11.2090,6.7596,3.8226,38.7711,0.5106,50.8504,38.2222,16.0752,0.0281
2026-02-04,37289569525.89,1.6208,0.0157,9.5581,5.3145,2.3802,2.8942,0.0729,11.2090,6.7596,3.8238,38.8817,0.5122,50.8504,38.2099,16.0752,0.0280
2026-02-03,36971378253.27,1.6069,0.0149,9.5581,5.3209,2.3820,2.8695,0.0692,11.2090,6.7596,3.8519,38.5499,0.5077,50.8504,38.1975,16.0752,0.0283
2026-02-02,36718456985.29,1.5960,0.0145,9.5581,5.3291,2.3867,2.8499,0.0667,11.2090,6.7596,3.8544,38.2862,0.5027,50.8504,38.1835,16.0752,0.0284
2026-01-30,39121209031.1,1.7004,0.0365,9.5581,5.3374,2.3962,3.0363,0.0982,11.2090,6.7595,3.8626,40.7915,0.5580,50.8504,38.0823,16.0752,0.0267
2026-01-29,40100259100.7,1.7429,0.0588,9.5581,5.3444,2.4254,3.1123,0.1140,11.2090,6.7596,3.8643,41.8124,0.5959,50.8504,38.0749,16.0752,0.0260
2026-01-28,39733115324.6,1.7270,0.0497,9.5581,5.3532,2.4277,3.0838,0.1086,11.2090,6.7596,3.8649,41.4295,0.5744,50.8504,38.0671,16.0752,0.0263
2026-01-27,40589784135.5,1.7642,0.0684,9.5581,5.3613,2.4330,3.1503,0.1252,11.2090,6.7596,3.8658,42.3228,0.6154,50.8504,38.0618,16.0752,0.0257
2026-01-26,41511722951.04,1.8043,0.0862,9.5581,5.3691,2.4334,3.2219,0.1459,11.2090,6.7596,3.8667,43.2841,0.6444,50.8504,38.0132,16.0752,0.0252
2026-01-23,40304227865.2,1.7518,0.0605,9.5581,5.3745,2.4347,3.1282,0.1172,11.2090,6.7595,3.8726,42.0250,0.6027,50.8504,37.9560,16.0752,0.0259
2026-01-22,39773909077.5,1.7288,0.0501,9.5581,5.3747,2.4370,3.0870,0.1090,11.2090,6.7596,3.8881,41.4721,0.5769,50.8504,37.9474,16.0752,0.0263
2026-01-21,39851417208.01,1.7321,0.0510,9.5581,5.3755,2.4483,3.0930,0.1098,11.2090,6.7596,3.9154,41.5529,0.5818,50.8504,37.9313,16.0752,0.0262
2026-01-20,40088020974.83,1.7424,0.0572,9.5581,5.3772,2.4491,3.1114,0.1123,11.2090,6.7596,3.9233,41.7996,0.5972,50.8504,37.9202,16.0752,0.0261
2026-01-19,40426609123.9,1.7571,0.0609,9.5581,5.3796,2.4751,3.1377,0.1185,11.2090,6.7596,3.9260,42.1526,0.6088,50.8504,37.9044,16.0752,0.0258
2026-01-16,40548990382.6,1.7624,0.0646,9.5581,5.3851,2.4755,3.1472,0.1218,11.2090,6.7595,3.9488,42.2802,0.6123,50.8504,37.8922,16.0752,0.0258
2026-01-15,40834546652.9,1.7749,0.0696,9.5581,5.3857,2.4760,3.1693,0.1293,11.2090,6.7596,3.9513,42.5780,0.6229,50.8504,37.8799,16.0752,0.0256
2026-01-14,41495405449.88,1.8036,0.0825,9.5581,5.3865,2.4766,3.2206,0.1421,11.2090,6.7596,3.9582,43.2671,0.6440,50.8504,37.8549,16.0752,0.0252
2026-01-13,42221534251.5,1.8351,0.0986,9.5581,5.3888,2.5128,3.2770,0.1517,11.2090,6.7596,4.0114,44.0242,0.6672,50.8504,37.8339,16.0752,0.0247
2026-01-12,42250089878.53,1.8364,0.0986,9.5581,5.3920,2.5308,3.2792,0.1525,11.2090,6.7596,4.0481,44.0540,0.6693,50.8504,37.8049,16.0752,0.0247
2026-01-09,39937084089.1,1.7358,0.0526,9.5581,5.3944,2.6110,3.0997,0.1106,11.2090,6.7595,4.0766,41.6422,0.5895,50.8504,37.7834,16.0752,0.0262
2026-01-08,39431241553.14,1.7139,0.0419,9.5581,5.3962,2.6169,3.0604,0.1061,11.2090,6.7596,4.0775,41.1148,0.5715,50.8504,37.7799,16.0752,0.0265
2026-01-07,38864208387.83,1.6892,0.0311,9.5581,5.3981,2.6234,3.0164,0.0928,11.2090,6.7596,4.0857,40.5235,0.5557,50.8504,37.7720,16.0752,0.0269
2026-01-06,39137526532.26,1.7011,0.0361,9.5581,5.3983,2.6308,3.0376,0.0978,11.2090,6.7596,4.0958,40.8085,0.5657,50.8504,37.7552,16.0752,0.0267
2026-01-05,38672477749.2,1.6809,0.0278,9.5581,5.3998,2.6426,3.0015,0.0895,11.2090,6.7596,4.1074,40.3236,0.5491,50.8504,37.7325,16.0752,0.0270
2025-12-31,37754618308.95,1.6410,0.0170,9.5581,5.4018,2.6524,2.9303,0.0771,11.2090,6.7595,4.1402,39.3666,0.5302,50.8504,37.7172,16.0752,0.0277
2025-12-30,37832126439.46,1.6444,0.0174,9.5581,5.4041,2.6558,2.9363,0.0775,11.2090,6.7595,4.1411,39.4474,0.5319,50.8504,37.6187,16.0752,0.0276
2025-12-29,38032015828.67,1.6530,0.0191,9.5590,5.4071,2.6617,2.9518,0.0800,11.2090,6.7595,4.1449,39.6558,0.5340,50.8504,37.6062,16.0752,0.0275
2025-12-26,38497064611.73,1.6733,0.0248,9.5823,5.4297,2.6687,2.9879,0.0841,11.2090,6.7595,4.1465,40.1407,0.5445,50.8504,37.5938,16.0752,0.0271
2025-12-25,38578652117.53,1.6768,0.0257,9.5823,5.4348,2.6694,2.9942,0.0857,11.2090,6.7595,4.1661,40.2258,0.5472,50.8504,37.5855,16.0752,0.0271
2025-12-24,38382842103.61,1.6683,0.0240,9.5835,5.4380,2.6710,2.9790,0.0833,11.2090,6.7595,4.1666,40.0216,0.5427,50.8504,37.5855,16.0752,0.0272
2025-12-23,38219667092.01,1.6612,0.0215,9.5844,5.4457,2.6732,2.9664,0.0820,11.2090,6.7595,4.1678,39.8515,0.5394,50.8504,37.5855,16.0752,0.0273
2025-12-22,38831573385.51,1.6878,0.0265,9.5849,5.4536,2.6852,3.0139,0.0891,11.2090,6.7595,4.1702,40.4895,0.5539,50.8504,37.5855,16.0752,0.0269
2025-12-19,39153844033.42,1.7018,0.0323,9.6032,5.4577,2.6867,3.0389,0.0940,11.2090,6.7595,4.1737,40.8255,0.5669,50.8504,37.5127,16.0752,0.0267
2025-12-18,38900922765.44,1.6908,0.0282,9.6032,5.4592,2.6928,3.0192,0.0895,11.2090,6.7595,4.1924,40.5618,0.5584,50.8504,37.4489,16.0752,0.0268
2025-12-17,38880525888.99,1.6899,0.0273,9.6032,5.4767,2.6962,3.0177,0.0891,11.2090,6.7595,4.1947,40.5405,0.5580,50.8504,37.3519,16.0752,0.0269
2025-12-16,38970272145.37,1.6938,0.0286,9.6032,5.4767,2.7058,3.0246,0.0903,11.2090,6.7595,4.2042,40.6341,0.5609,50.8504,37.3455,16.0752,0.0268
2025-12-15,37554728919.74,1.6323,0.0157,9.6032,5.4776,2.7108,2.9148,0.0754,11.2090,6.7595,4.2042,39.1581,0.5294,50.8504,37.2544,16.0752,0.0278
2025-12-12,38203349590.85,1.6605,0.0207,9.6032,5.4843,2.7195,2.9651,0.0812,11.2090,6.7595,4.2095,39.8345,0.5412,50.8504,37.2544,16.0752,0.0273
2025-12-11,38350207101.29,1.6669,0.0224,9.6032,5.4859,2.7196,2.9765,0.0816,11.2090,6.7595,4.2139,39.9876,0.5443,50.8504,37.2543,16.0752,0.0272
2025-12-10,38937637143.05,1.6924,0.0265,9.6068,5.4868,2.7269,3.0221,0.0882,11.2090,6.7595,4.2179,40.6001,0.5605,50.8504,37.2543,16.0752,0.0268
2025-12-09,39239510914.51,1.7055,0.0319,9.6149,5.4998,2.7413,3.0455,0.0936,11.2090,6.7595,4.2192,40.9149,0.5688,50.8504,37.2543,16.0752,0.0266
2025-12-08,40467402876.8,1.7589,0.0526,9.6164,5.4998,2.7445,3.1408,0.1094,11.2090,6.7595,4.2198,42.1952,0.6123,50.8504,37.2543,16.0752,0.0258
2025-12-05,40683609767.17,1.7683,0.0580,9.6198,5.5081,2.7463,3.1576,0.1147,11.2090,6.7596,4.2236,42.4206,0.6211,50.8504,37.2544,16.0752,0.0257
2025-12-04,40544911007.31,1.7623,0.0547,9.6198,5.5083,2.7508,3.1468,0.1118,11.2090,6.7596,4.2286,42.2760,0.6143,50.8504,37.2543,16.0752,0.0258
2025-12-03,40903896032.83,1.7779,0.0597,9.6198,5.5094,2.7534,3.1747,0.1210,11.2090,6.7596,4.2324,42.6503,0.6280,50.8504,37.2460,16.0752,0.0255
2025-12-02,40377656620.42,1.7550,0.0510,9.6287,5.5096,2.7542,3.1339,0.1081,11.2090,6.7596,4.2420,42.1016,0.6098,50.8504,37.1261,16.0752,0.0259
2025-12-01,40830467277.61,1.7747,0.0584,9.6287,5.5137,2.7547,3.1690,0.1176,11.2090,6.7596,4.2438,42.5737,0.6247,50.8504,37.1052,16.0752,0.0256
2025-11-28,40491879128.54,1.7600,0.0526,9.6287,5.5222,2.7567,3.1427,0.1093,11.2090,6.7596,4.2445,42.2207,0.6145,50.8504,37.0928,16.0752,0.0258
2025-11-27,40655054140.14,1.7671,0.0563,9.6287,5.5242,2.7588,3.1554,0.1123,11.2090,6.7596,4.2460,42.3908,0.6214,50.8504,37.0884,16.0752,0.0257
2025-11-26,40614260387.24,1.7653,0.0555,9.6287,5.5285,2.7604,3.1522,0.1118,11.2090,6.7596,4.2463,42.3483,0.6210,50.8504,37.0884,16.0752,0.0257
2025-11-25,40573466634.34,1.7635,0.0539,9.6287,5.5522,2.7658,3.1491,0.1110,11.2090,6.7596,4.2575,42.3058,0.6189,50.8504,37.0805,16.0752,0.0257
2025-11-24,40532672881.44,1.7617,0.0534,9.6287,5.5541,2.7691,3.1459,0.1106,11.2090,6.7596,4.2666,42.2632,0.6164,50.8504,37.0615,16.0752,0.0258
2025-11-21,40349100993.39,1.7538,0.0505,9.6287,5.5616,2.7703,3.1316,0.1068,11.2090,6.7596,4.2691,42.0718,0.6124,50.8504,36.9693,16.0752,0.0259
2025-11-20,41483167324.01,1.8030,0.0679,9.6287,5.5616,2.7708,3.2197,0.1268,11.2090,6.7596,4.2721,43.2543,0.6450,50.8504,36.9295,16.0752,0.0252
2025-11-19,41740167967.28,1.8142,0.0729,9.6287,5.5673,2.7720,3.2396,0.1321,11.2090,6.7596,4.2738,43.5223,0.6520,50.8504,36.9166,16.0752,0.0250
2025-11-18,41854390475.4,1.8192,0.0750,9.6287,5.5673,2.7852,3.2485,0.1334,11.2090,6.7596,4.2763,43.6414,0.6549,50.8504,36.8827,16.0752,0.0250
2025-11-17,41674897962.64,1.8114,0.0721,9.6287,5.5716,2.7857,3.2345,0.1317,11.2090,6.7596,4.2772,43.4542,0.6508,50.8504,36.8793,16.0752,0.0251
2025-11-14,42649868656.95,1.8538,0.0890,9.6287,5.5752,2.7868,3.3102,0.1391,11.2090,6.7596,4.2800,44.4708,0.6791,50.8504,36.7572,16.0752,0.0245
2025-11-13,42613154279.34,1.8522,0.0882,9.6287,5.5775,2.7899,3.3074,0.1384,11.2090,6.7596,4.2829,44.4325,0.6777,50.8504,36.7117,16.0752,0.0245
2025-11-12,42197057999.76,1.8341,0.0824,9.6287,5.5781,2.7915,3.2751,0.1355,11.2090,6.7596,4.2877,43.9987,0.6682,50.8504,36.6267,16.0752,0.0248
2025-11-11,42282724880.85,1.8378,0.0829,9.6287,5.5871,2.7921,3.2817,0.1367,11.2090,6.7596,4.2919,44.0880,0.6715,50.8504,36.6143,16.0752,0.0247
2025-11-10,42857916796.74,1.8628,0.0907,9.6287,5.5966,2.7958,3.3264,0.1392,11.2090,6.7596,4.2944,44.6878,0.6843,50.8504,36.6004,16.0752,0.0244
2025-11-07,42629471780.5,1.8529,0.0874,9.6287,5.6129,2.8017,3.3086,0.1375,11.2090,6.7596,4.3022,44.4496,0.6791,50.8504,36.5265,16.0752,0.0245
2025-11-06,43253616199.87,1.8800,0.0961,9.6287,5.6208,2.8034,3.3571,0.1413,11.2090,6.7596,4.3040,45.1003,0.6914,50.8504,36.5051,16.0752,0.0241
2025-11-05,42984377430.73,1.8683,0.0915,9.6287,5.6221,2.8072,3.3362,0.1388,11.2090,6.7596,4.3073,44.8196,0.6877,50.8504,36.4580,16.0752,0.0243
2025-11-04,43547331220.75,1.8928,0.1023,9.6287,5.6263,2.8084,3.3799,0.1429,11.2090,6.7596,4.3119,45.4066,0.6947,50.8504,36.3990,16.0752,0.0240
2025-11-03,44146999388.38,1.9188,0.1114,9.6287,5.6268,2.8148,3.4264,0.1458,11.2090,6.7596,4.3163,46.0319,0.7030,50.8504,36.3695,16.0752,0.0237
2025-10-31,45795067005.54,1.9905,0.1193,9.6287,5.6326,2.8176,3.5543,0.1499,11.2090,6.7596,4.3182,47.7503,0.7308,50.8504,36.3455,16.0752,0.0228
2025-10-30,46994403340.8,2.0578,0.1263,9.6287,5.6336,2.8211,3.4993,0.1479,11.2090,6.7596,4.3216,25.4543,0.3633,50.8504,36.3344,16.0752,0.0222
2025-10-29,47953056533.95,2.0998,0.1280,9.6313,5.6376,2.8292,3.5706,0.1504,11.2090,6.7596,4.3341,25.9735,0.3645,50.8504,36.3567,16.0752,0.0218
2025-10-28,47524722128.5,2.0810,0.1272,9.6313,5.6384,2.8323,3.5388,0.1491,11.2090,6.7596,4.3387,25.7415,0.3637,50.8504,36.3567,16.0752,0.0220
2025-10-27,47377864618.06,2.0746,0.1268,9.6313,5.6439,2.8338,3.5278,0.1483,11.2090,6.7596,4.3428,25.6620,0.3633,50.8504,36.3567,16.0752,0.0220
