date,经营活动产生的现金流量净额,速动比率,流动资产合计,自由现金流量,营业收入,货币资金,长期负债合计,有息负债率,净利润率,负债合计,总资产收益率(ROA),净资产收益率(ROE),应收账款,流动比率,资本回报率(ROIC),基本每股收益,资产合计,经营活动产生的现金流量净额对净利润的比率,流动负债合计,资产负债率,归属于母公司普通股股东的净利润,所有者权益合计,毛利率(GM)
2026-03-31,474235925,4.5497,0,857593007,1397991546,37623823050.31,678399000,0.067,0.3555,1875845710,0.2317,0.2732,557013022,5.0768,0.2582,0.83,10596111702,1.0574,191197239,0.177,505821100,8720265992,0.5204
