date,metric,value
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.1648
2026-03-31,总资产收益率(ROA),0.032
2026-03-31,净资产收益率(ROE),0.0799
2026-03-31,毛利率(GM),0.2149
2026-03-31,所有者权益合计,219884710000
2026-03-31,基本每股收益,0.12
2026-03-31,有息负债率,0.0569
2026-03-31,归属于母公司普通股股东的净利润,3378321000
2026-03-31,流动负债合计,35995567000
2026-03-31,资产合计,553363200000
2026-03-31,应收账款,117184610000
2026-03-31,流动比率,1.1894
2026-03-31,负债合计,333478490000
2026-03-31,流动资产合计,29436982000
2026-03-31,经营活动产生的现金流量净额,-9084455000
2026-03-31,自由现金流量,11316941000
2026-03-31,净利润率,0.0621
2026-03-31,资产负债率,0.6026
2026-03-31,长期负债合计,7425914000
2026-03-31,营业收入,53818557000
2026-03-31,货币资金,181950798317.92
2026-03-31,资本回报率(ROIC),0.0744
2026-03-31,速动比率,0.7295
