date,经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA),净资产收益率(ROE),毛利率(GM),所有者权益合计,基本每股收益,有息负债率,归属于母公司普通股股东的净利润,流动负债合计,资产合计,应收账款,流动比率,负债合计,流动资产合计,经营活动产生的现金流量净额,自由现金流量,净利润率,资产负债率,长期负债合计,营业收入,货币资金,资本回报率(ROIC),速动比率
2026-03-31,1.1648,0.032,0.0799,0.2149,219884710000,0.12,0.0569,3378321000,35995567000,553363200000,117184610000,1.1894,333478490000,29436982000,-9084455000,11316941000,0.0621,0.6026,7425914000,53818557000,181950798317.92,0.0744,0.7295
