date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,53818557000,0.1057,3378321000,0.12
2025-12-31,273063098000,0.1079,13181015000,0.46
2025-09-30,183865085000,0.2049,9964248000,0.35
2025-06-30,119758127000,0.3299,7245652000,0.25
2025-03-31,48671060000,0.5123,3052981000,0.11
2024-12-31,246456804000,0.0521,12387514000,0.43
2024-09-30,152582851000,0.0667,7244952000,0.25
2024-06-30,90039351000,0.0313,4200827000,0.15
2024-03-31,32182793000,-0.006,1008287000,0.04
2023-12-31,234261514000,0.0508,11711576000,0.41
2023-09-30,143035486000,0.0551,6151584000,0.21
2023-06-30,87303227000,0.0739,3460359000,0.12
2023-03-31,32378659000,0.0565,615327000,0.02
2022-12-31,222938637000,-0.0124,11653448000,0.41
2022-09-30,135563342000,-0.0616,6027302000,0.21
2022-06-30,81297098000,-0.1484,3130771000,0.11
2022-03-31,30647501000,-0.2625,219751000,0.01
2021-12-31,225731755000,-0.0085,10302605000,0.36
2021-09-30,144459621000,-0.009,6460595000,0.23
2021-06-30,95464015000,0.0678,3988656000,0.14
2021-03-31,41553935000,0.2443,1341023000,0.05
2020-12-31,227656041000,-0.0059,11331053000,0.39
2020-09-30,145774978000,-0.0566,6793205000,0.24
2020-06-30,89403326000,-0.0701,3692655000,0.13
2020-03-31,33395135000,-0.1581,747683000,0.03
2019-12-31,229010833000,0.0453,11794929000,0.41
2019-09-30,154519861000,0.1415,8412632000,0.29
2019-06-30,96147021000,0.1142,4780641000,0.17
2019-03-31,39667781000,0.2049,1780042000,0.06
2018-12-31,219082641000,0.0382,11305044000,0.39
2018-09-30,135365775000,-0.0377,7531756000,0.26
2018-06-30,86290902000,-0.0273,4117547000,0.1435
2018-03-31,32922913000,-0.0199,1270700000,0.04
2017-12-31,211012560000,-0.0814,10798556000,0.38
2017-09-30,140666030000,-0.0435,6809208000,0.24
2017-06-30,88717014000,-0.0583,3672542000,0.13
2017-03-31,33592333000,-0.1671,1151988000,0.04
2016-12-31,229722154000,-0.0504,11295596000,0.41
2016-09-30,147059682000,-0.0101,7520041000,0.28
