日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2026-07-03,=49.0900,=49.0900,=49.0900,=49.0900,=888904145534.55,=523302594924.0,=476042714207.2901,,=0.9010,,,,
2026-07-02,=48.9200,=48.9200,=48.9200,=48.9200,=885825846395.4,=521490383860.0,=474394165390.5201,,=0.8978,,,,
2026-07-01,=49.5300,=49.5300,=49.5300,=49.5300,=896871508012.35,=527993023561.0,=480309546438.9301,,=0.9090,,,,
2026-06-30,=47.7400,=47.7400,=47.7400,=47.7400,=864458828841.3,=508911507062.0,=462951297132.9401,,=0.8762,,,,
2026-06-29,=48.6000,=48.6000,=48.6000,=48.6000,=880031400957.0,=518079163034.0,=471291014676.6001,,=0.8920,,,,
2026-06-26,=47.2300,=47.2300,=47.2300,=47.2300,=855223931423.85,=503474873870.0,=458005650682.6301,,=0.8668,,,,
2026-06-25,=49.3000,=49.3000,=49.3000,=49.3000,=892706750353.5,=525541208592.0,=478079156863.3,,=0.9048,,,,
2026-06-24,=49.1200,=49.1200,=49.1200,=49.1200,=889447374794.3999,=523622396877.0,=476333634586.7201,,=0.9015,,,,
2026-06-23,=50.4000,=50.4000,=50.4000,=50.4000,=912625156548.0,=537267280183.0,=488746237442.4001,,=0.9250,,,,
2026-06-22,=51.9800,=51.9800,=51.9800,=51.9800,=941235230900.1,=554110183014.0,=504068044092.3801,,=0.9540,,,,
2026-06-18,=49.3800,=49.3800,=49.3800,=49.3800,=894155361713.1001,=526394013799.0,=478854944541.7801,,=0.9063,,,,
2026-06-17,=52.7600,=52.7600,=52.7600,=52.7600,=955359191656.2,=562425033779.0,=511631973957.5601,,=0.9683,,,,
2026-06-16,=52.9900,=52.9900,=52.9900,=52.9900,=959523949315.05,=564876848748.0,=513862363533.1901,,=0.9725,,,,
2026-06-15,=54.2300,=54.2300,=54.2300,=54.2300,=981977425388.85,=578095329451.0,=525887072549.6301,,=0.9953,,,,
