date,长期负债合计,经营活动产生的现金流量净额对净利润的比率,有息负债率,应收账款,流动资产合计,流动比率,总资产收益率(ROA),自由现金流量,所有者权益合计,毛利率(GM),资产合计,净资产收益率(ROE),流动负债合计,净利润率,负债合计,资本回报率(ROIC),资产负债率,经营活动产生的现金流量净额,速动比率,基本每股收益,归属于母公司普通股股东的净利润,货币资金,营业收入
2026-03-31,450429849,1.4266,0.3969,3562528703,0,0.6893,0.0771,14241368781,63484386904,0.3483,156745247870,0.1909,5399011668,0.102,93260860966,0.1098,0.595,3734648413,0.5611,0.85,5394651297,166673253575.45,34741223881
