date,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PEG
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1633
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1934
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2472
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2113
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1557
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1201
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1932
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1901
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1314
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2025
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1960
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1941
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2335
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1716
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2083
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2824
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2871
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2078
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2364
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2229
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1168
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2841
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3291
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2470
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3034
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2425
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1808
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2052
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1439
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0742
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0774
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1524
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1428
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1375
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0789
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1395
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0703
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0713
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9928
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9908
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9443
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9209
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9176
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9297
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9418
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9373
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9836
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9955
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0019
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9891
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0226
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0519
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9237
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9495
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8574
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8405
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8374
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8423
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8518
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8172
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8310
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7924
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8169
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8084
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9274
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8873
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9088
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8425
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8597
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8565
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7941
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7941
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7760
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7543
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7806
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7442
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7432
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7714
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7973
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7892
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7662
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7168
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7247
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7131
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7388
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7283
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7280
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7457
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7249
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7012
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7459
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7487
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7858
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8043
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7806
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8075
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8141
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7875
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8271
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6972
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6952
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6566
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6451
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6523
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6639
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6141
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6187
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5853
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6428
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6167
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6012
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6126
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5904
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5649
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5453
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5475
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5047
