date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,131098601000,0.0255,1.6924,12674556000
2025-12-31,456451731000,0.1211,5.8,43945411000
2025-09-30,363056751000,0.1382,4.98,37883383000
2025-06-30,251123714000,0.1558,3.41,26013690000
2025-03-31,127838538000,0.2049,1.64,12422233000
2024-12-31,407149600000,0.0944,5.44,38537237000
2024-09-30,318974661000,0.0957,4.58,31699114000
2024-06-30,217274086000,0.103,3.02,20804176000
2024-03-31,106101612000,0.1022,1.31,9000007000
2023-12-31,372037280000,0.0818,4.93,33719935000
2023-09-30,291110510000,0.0767,4.06,27717481000
2023-06-30,196988402000,0.0784,2.67,18232291000
2023-03-31,96262922000,0.0651,1.18,8041853000
2022-12-31,343917531000,0.0079,4.34,29553507000
2022-09-30,270366753000,0.0345,3.59,24469921000
2022-06-30,182661009000,0.0509,2.3403,15995496000
2022-03-31,90381167000,0.0955,1.06,7177925000
2021-12-31,341233208000,0.2006,4.17,28573650000
2021-09-30,261341969000,0.2057,3.41,23455250000
2021-06-30,173809565000,0.2498,2.17,15009046000
2021-03-31,82504017000,0.4222,0.93,6468588000
2020-12-31,284221249000,0.0216,3.93,27222969000
2020-09-30,216760786000,-0.0188,3.18,22018301000
2020-06-30,139067022000,-0.0956,2.01,13928295000
2020-03-31,58013031000,-0.2286,0.7,4810977000
2019-12-31,278216017000,0.0714,3.6,24211222000
2019-09-30,220918162000,0.0737,3.2,21315967000
2019-06-30,153770300000,0.0782,2.32,15187069000
2019-03-31,75205780000,0.0784,0.94,6129026000
2018-12-31,259664820000,0.0787,3.08,20230779000
2018-09-30,205756653000,0.1006,2.72,17900239000
2018-06-30,142623837000,0.146,1.97,12936846000
2018-03-31,69737528000,0.167,0.8,5256231000
2017-12-31,240712301000,0.5135,2.66,17283689000
2017-09-30,186948866000,0.6064,2.31,14998175000
2017-06-30,124450065000,0.6053,1.67,10811322000
2017-03-31,59755914000,0.5585,0.67,4352587000
2016-12-31,159044041000,0.1488,2.29,14684357000
2016-09-30,116378417000,0.0449,2,12807993000
2016-06-30,77522287000,-0.0604,1.48,9496493000
