date,总资产收益率(ROA),美的集团 - 管理费用率,速动比率,净资产收益率(ROE),"""向中央银行借款""",自由现金流量,营业收入,经营活动产生的现金流量净额对净利润的比率,营业利润,美的集团 - 四项费用率,资产负债率,美的集团 - 清算价值比率,净利润率,美的集团 - 扣非净利润占比,净利润,流动比率,美的集团 - 研发费用率,美的集团 - 营业利润率,基本每股收益,"""货币资金""",美的集团 - 资本回报率(ROIC),归属于母公司普通股股东的扣除非经常性损益的净利润,毛利率(GM),美的集团 - 财务费用率,有息负债率,美的集团 - 销售费用率,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润
2025-12-31,0.0734,0.0302,1.0041,0.1919,0,42679565000,456451731000,1.1982,45736705000,0.1377,0.6117,1.4489,0.0971,0.9804,38637827000,1.2134,0.0357,0.1254,5.8,89819241000,0.1322,37140080000,0.2639,-0.0186,0.1136,0.0904,53345930000,43945411000
