date,货币资金,基本每股收益,营业收入,经营活动产生的现金流量净额,有息负债率,净资产收益率(ROE),速动比率,总资产收益率(ROA),毛利率(GM),所有者权益合计,负债合计,流动负债合计,净利润率,资产合计,归属于母公司普通股股东的净利润,自由现金流量,资产负债率,流动比率,应收账款,流动资产合计,经营活动产生的现金流量净额对净利润的比率,长期负债合计,资本回报率(ROIC)
2026-03-31,98396378449.2,0.3728,14548592028,1003388713,0.3196,0.2344,0.8977,0.1228,0.1871,22864388065,20673836094,2416559452,0.0889,43538224159,1291771313,6939848224,0.4748,1.2025,366718416,9711692,1.415,8935539,0.1484
