date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,14548592028,0.0196,1291771313,0.3728
2025-12-31,59274045475,-0.0048,5104609986,1.4733
2025-09-30,44523390230,0.0119,3958690910,1.1426
2025-06-30,28413967234,0.0297,2323162304,0.6705
2025-03-31,14269036953,0,1137224433,0.3282
2024-12-31,59561224544,-0.0055,4989048075,1.44
2024-09-30,43999316269,-0.0475,3804459384,1.0981
2024-06-30,27593213221,-0.0931,2296351131,0.6628
2024-03-31,14268777130,-0.0892,1271715274,0.3671
2023-12-31,59892963177,-0.0429,5052741772,1.4584
2023-09-30,46192701098,0.0373,4327222308,1.249
2023-06-30,30426569045,0.0905,2836676898,0.8187
2023-03-31,15665690306,0.1383,1488153816,0.4295
2022-12-31,62575635903,-0.0616,5620885671,1.6223
2022-09-30,44533397599,-0.1261,4065709842,1.1735
2022-06-30,27902038704,-0.1992,2730375334,0.7881
2022-03-31,13761901622,-0.2473,1460456812,0.4215
2021-12-31,66682260353,-0.0972,4865939674,1.4044
2021-09-30,50958105408,-0.0856,3452886928,0.9966
2021-06-30,34841777479,-0.0414,2537093121,0.7323
2021-03-31,18284212024,0.04,1441074393,0.4159
2020-12-31,73862643467,0.2247,6255513991,1.8642
2020-09-30,55726638774,0.3278,4938309157,1.4878
2020-06-30,36347557588,0.4301,3040933153,0.9161
2020-03-31,17581630130,0.4703,1464652220,0.4413
2019-12-31,60309731763,0.2374,5437612565,1.6382
2019-09-30,41968478986,0.1499,3943102020,1.1879
2019-06-30,25433594197,0.0767,2381626535,0.7218
2019-03-31,11960300610,-0.0028,1279285122,0.3877
2018-12-31,48767403388,-0.0332,4914501209,1.4894
2018-09-30,36516236728,-0.0201,3652275949,1.1069
2018-06-30,23621389339,-0.0157,2385332324,0.7229
2018-03-31,11994431963,-0.0178,1063891435,0.3224
2017-12-31,50447336036,-0.0265,4319299922,1.3091
2017-09-30,37270149155,-0.0282,3151038717,0.955
2017-06-30,23997162775,-0.0599,1904054872,0.5771
2017-03-31,12211896659,-0.0414,878616646,0.2663
2016-12-31,51822365962,0.1594,4405056392,1.3346
2016-09-30,38352952162,0.1909,3277067650,0.9932
