date,自由现金流量,经营活动产生的现金流量净额,累积同比,经营活动产生的现金流量净额对净利润的比率
2026-03-31,4908069023,8853648704,-0.3688,3.7284
2025-12-31,8253473448,53668239032,-0.0354,3.9097
2025-09-30,6980512142,42783284543,0.1547,4.2625
2025-06-30,3947648741,25976808704,0.1887,4.4802
2025-03-31,4850715774,14025791016,0.9279,3.8057
2024-12-31,-2244794045,55639607993,0.3066,3.3431
2024-09-30,-3380789884,37052837551,0.3075,3.2795
2024-06-30,-5157489481,21853500845,0.5535,3.0366
2024-03-31,-11435487111,7275245165,-0.0525,3.218
2023-12-31,-7024829014,42583798711,0.1284,3.5569
2023-09-30,-19765541691,28339423900,-0.2734,3.9588
2023-06-30,-12241094958,14958788742,-0.2988,4.2926
2023-03-31,510249543,7788761905,-0.0256,6.1069
2022-12-31,2310281545,39447748233,0.6353,5.745
2022-09-30,13618611366,39093415752,0.9476,11.7728
2022-06-30,7999558044,21332924513,0.8435,-13.4205
2022-03-31,1554247882,7993596873,0.0349,-6.5845
2021-12-31,3175006879,24179970839,-0.4276,-7.0746
2021-09-30,14031788141,20072879521,-0.2395,7.421
2021-06-30,17371262427,10507784087,-0.2194,3.936
2021-03-31,19067744575,6664703712,-0.2829,3.1957
2020-12-31,22534199157,36521792760,0.083,4.7387
2020-09-30,20563896727,24229719405,-0.0897,5.7361
2020-06-30,22749509609,13460617413,-0.0614,7.9305
2020-03-31,22368998266,9293945003,-0.0823,12.0959
2019-12-31,22158405208,33721790021,0.0844,6.8552
2019-09-30,24384135709,26618390411,0.3047,8.1382
2019-06-30,20022979833,14341773870,0.5136,9.1303
2019-03-31,18913418917,10127885213,1.3883,11.3977
2018-12-31,10882065198,23161801188,0.1711,12.8051
2018-09-30,4766126742,13964271031,-0.1076,5.8896
2018-06-30,4385228550,5686089199,-0.2865,5.7866
2018-03-31,2612144808,2018366027,-0.5835,5.5312
2017-12-31,5129078250,19777912314,-0.1553,7.155
2017-09-30,2487350049,15647422764,-0.1696,6.2039
2017-06-30,1066128969,7969686239,-0.3175,4.9025
2017-03-31,2889620516,4845626109,-0.2258,3.9019
2016-12-31,4194956982,23414262235,-0.073,3.3361
2016-09-30,6341283938,18455786755,0.0216,3.5826
2016-06-30,3958464025,11510071776,-0.1065,3.0281
