date,经营活动产生的现金流量净额对净利润的比率,毛利率(GM),所有者权益合计,自由现金流量,速动比率,营业收入,资本回报率(ROIC),流动资产合计,货币资金,有息负债率,归属于母公司普通股股东的净利润,净利润率,长期负债合计,负债合计,基本每股收益,应收账款,流动比率,资产合计,资产负债率,流动负债合计,净资产收益率(ROE),经营活动产生的现金流量净额,总资产收益率(ROA)
2026-03-31,1.6536,0.6211,239817817650,43319847167,0.142,18111540768,0.0837,0,661620607040.64,0.5154,6761006898,0.4184,162047202280,322172683240,0.2763,8559518873,0.1507,561990500890,0.5733,157949089,0.1564,11710663091,0.0649
