date,长期负债合计,资产合计,经营活动产生的现金流量净额对净利润的比率,流动比率,总资产收益率(ROA),净资产收益率(ROE),应收账款,流动资产合计,自由现金流量,有息负债率,营业收入,货币资金,流动负债合计,速动比率,经营活动产生的现金流量净额,所有者权益合计,毛利率(GM),负债合计,归属于母公司普通股股东的净利润,资本回报率(ROIC),净利润率,基本每股收益,资产负债率
2026-03-31,20830432145,132764683530,1.3611,0.9948,0.038,0.1043,16387344668,347955841,-5159710921,0.2706,20679868145,129193293018.79,1287498132,0.7719,-365647427,46616148744,0.1535,86148534786,1446303779,0.0675,0.066,0.7,0.6489
