date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,66403195123,0.4434,7760054120,0.36
2025-12-31,206683649050,-0.0298,20338750798,0.95
2025-09-30,145485212035,-0.0599,14279657201,0.67
2025-06-30,94772503770,-0.0783,8671260078,0.41
2025-03-31,46005929071,-0.0025,3946025081,0.18
2024-12-31,213028664835,0.1437,13532035003,0.63
2024-09-30,154754604829,0.1752,8272917558,0.39
2024-06-30,102818431689,0.1856,5417259340,0.25
2024-03-31,46121379516,0.0415,2071690612,0.1
2023-12-31,186268971921,0.0768,8249711873,0.38
2023-09-30,131682242978,-0.0059,2443115073,0.114
2023-06-30,86726255654,-0.0549,703144214,0.033
2023-03-31,44283515685,-0.0054,317121316,0.015
2022-12-31,172990857221,-0.005,6066946564,0.28
2022-09-30,132468519975,0.0467,5305930224,0.248
2022-06-30,91766808749,0.082,4147930310,0.193
2022-03-31,44524843548,0.1155,1792062256,0.084
2021-12-31,173862586155,0.5389,5106017250,0.24
2021-09-30,126558604944,0.5759,3558157949,0.165
2021-06-30,84815930336,0.8145,2408598439,0.112
2021-03-31,39915601697,0.7833,1007464716,0.047
2020-12-31,112981018625,0.6451,2328787512,0.11
2020-09-30,80306361456,1.4037,1609504258,0.075
2020-06-30,46743857426,3.6844,1007820700,0.047
2020-03-31,22382525360,3.9982,448129593,0.021
2019-12-31,68676565009,-0.9974,1857014211,0.09
2019-09-30,33409050983,0.6635,1244135605,0.058
2019-06-30,9978669308,-0.2903,807990809,0.037
2019-03-31,4478113986,-0.3975,321846690,0.015
2018-12-31,25962862774,0.0752,4635583953,0.215
2018-09-30,20083814000,0.1343,4136840000,0.19
2018-06-30,14059796000,0.2063,3122510000,0.14
2018-03-31,7432136600,0.2853,1550002300,0.07
2017-12-31,24147557764,2.4747,2727796170,0.14
2017-09-30,17706531600,4.0647,1604540600,0.09
2017-06-30,11654940600,4.1574,835138700,0.05
2017-03-31,5782530325,3.9964,597220432,0.04
2016-12-31,6949571007,0.6559,998040581,0.06
2016-09-30,3496036418,0.1012,583502404,0.0346
