date,自由现金流量,资本回报率(ROIC),资产负债率,归属于母公司普通股股东的净利润,流动资产合计,经营活动产生的现金流量净额对净利润的比率,流动比率,应收账款,长期负债合计,经营活动产生的现金流量净额,资产合计,基本每股收益,净利润率,有息负债率,负债合计,速动比率,净资产收益率(ROE),总资产收益率(ROA),所有者权益合计,毛利率(GM),营业收入,货币资金,流动负债合计
2026-03-31,21907443675,0.2081,0.5203,7760054120,0,1.085,1.4384,1105353361,598000000,11329218827,223690336596,0.36,0.1252,0.2355,116386799694,0.9339,0.2882,0.1404,107303536902,0.2395,66403195123,366912419518.4,2012213115
