日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-07-03,=54.4500,=54.4500,=54.4500,=54.4500,=361395533139.3001,=347336673819.0,=211705181884.35,,=5.8010,,,,
2026-07-02,=53.4900,=53.4900,=53.4900,=53.4900,=355023821260.26,=341212831636.0,=207972638732.67,,=5.6987,,,,
2026-07-01,=53.7800,=53.7800,=53.7800,=53.7800,=356948609223.7201,=343062742296.0,=209100177809.74,,=5.7296,,,,
2026-06-30,=52.0400,=52.0400,=52.0400,=52.0400,=345399881442.96,=331963278339.0,=202334943347.32,,=5.5442,,,,
2026-06-29,=52.9300,=52.9300,=52.9300,=52.9300,=351306989330.82,=337640590363.0,=205795321894.19,,=5.6391,,,,
2026-06-26,=48.6700,=48.6700,=48.6700,=48.6700,=323032517867.58,=310466040676.0,=189232161658.61,,=5.1852,,,,
2026-06-25,=50.0400,=50.0400,=50.0400,=50.0400,=332125481694.96,=319205273791.0,=194558811781.32,,=5.3312,,,,
2026-06-24,=50.2500,=50.2500,=50.2500,=50.2500,=333519293668.5,=320544864269.0,=195375305595.75,,=5.3535,,,,
2026-06-23,=48.9800,=48.9800,=48.9800,=48.9800,=325090049828.52,=312443531381.0,=190437462051.34,,=5.2182,,,,
2026-06-22,=49.3600,=49.3600,=49.3600,=49.3600,=327612185780.64,=314867552245.0,=191914927048.88,,=5.2587,,,,
2026-06-18,=48.4200,=48.4200,=48.4200,=48.4200,=321373217899.08,=308871290107.0,=188260145212.86,,=5.1586,,,,
2026-06-17,=46.9900,=46.9900,=46.9900,=46.9900,=311882022079.26,=299749316855.0,=182700211143.17,,=5.0062,,,,
2026-06-16,=47.3500,=47.3500,=47.3500,=47.3500,=314271414033.9,=302045757674.0,=184099914825.05,,=5.0446,,,,
2026-06-15,=47.8800,=47.8800,=47.8800,=47.8800,=317789129967.12,=305426628879.0,=186160589690.04,,=5.1010,,,,
2026-06-12,=48.4900,=48.4900,=48.4900,=48.4900,=321837821890.26,=309317820266.0,=188532309817.67,,=5.1660,,,,
2026-06-11,=46.9800,=46.9800,=46.9800,=46.9800,=311815650080.52,=299685526833.0,=182661330485.34,,=5.0052,,,,
2026-06-10,=47.0100,=47.0100,=47.0100,=47.0100,=312014766076.74,=299876896901.0,=182777972458.83,,=5.0084,,,,
2026-06-09,=46.3800,=46.3800,=46.3800,=46.3800,=307833330156.12,=295858125468.0,=180328491015.54,,=4.9412,,,,
2026-06-08,=45.9400,=45.9400,=45.9400,=45.9400,=304912962211.56,=293051364468.0,=178617742071.02,,=4.8944,,,,
2026-06-05,=47.0800,=47.0800,=47.0800,=47.0800,=312479370067.92,=300323427060.0,=183050137063.64,,=5.0158,,,,
2026-06-04,=46.6300,=46.6300,=46.6300,=46.6300,=309492630124.62,=297452876037.0,=181300507461.29,,=4.9679,,,,
2026-06-03,=47.2000,=47.2000,=47.2000,=47.2000,=313275834052.8001,=301088907333.0,=183516704957.6,,=5.0286,,,,
2026-06-02,=48.4000,=48.4000,=48.4000,=48.4000,=321240473901.6,=308743710062.0,=188182383897.2,,=5.1564,,,,
2026-06-01,=49.1700,=49.1700,=49.1700,=49.1700,=326351117804.58,=313655541813.0,=191176194550.11,,=5.2385,,,,
2026-05-29,=50.1900,=50.1900,=50.1900,=50.1900,=333121061676.06,=320162124132.0,=195142021648.77,,=5.3471,,,,
2026-05-28,=48.0000,=48.0000,=48.0000,=48.0000,=318585593952.0,=306192109152.0,=186627157584.0,,=5.1138,,,,
2026-05-27,=50.3700,=50.3700,=50.3700,=50.3700,=334315757653.38,=321310344541.0,=195841873489.71,,=5.3663,,,,
2026-05-26,=49.2000,=49.2000,=49.2000,=49.2000,=326550233800.8001,=313846911881.0,=191292836523.6,,=5.1323,,,,
2026-05-25,=49.4300,=49.4300,=49.4300,=49.4300,=328076789771.82,=315314082404.0,=192187091653.69,,=5.1563,,,,
2026-05-22,=50.4700,=50.4700,=50.4700,=50.4700,=334979477640.78,=321948244769.0,=196230680068.01,,=5.2648,,,,
2026-05-21,=51.4500,=51.4500,=51.4500,=51.4500,=341483933517.3001,=328199666997.0,=200040984535.35,,=5.3670,,,,
2026-05-20,=50.9500,=50.9500,=50.9500,=50.9500,=338165333580.3001,=325010165860.0,=198096951643.85,,=5.3149,,,,
2026-05-19,=51.5900,=51.5900,=51.5900,=51.5900,=342413141499.6601,=329092727316.0,=200585313744.97,,=5.3816,,,,
2026-05-18,=52.4300,=52.4300,=52.4300,=52.4300,=347988389393.82,=334451089226.0,=203851289002.69,,=5.4693,,,,
2026-05-15,=53.9900,=53.9900,=53.9900,=53.9900,=358342421197.26,=344402332773.0,=209916671624.17,,=5.6320,,,,
2026-05-14,=54.3200,=54.3200,=54.3200,=54.3200,=360532697155.68,=346507403524.0,=211199733332.56,,=5.6664,,,,
2026-05-13,=55.8600,=55.8600,=55.8600,=55.8600,=370753984961.64,=356331067026.0,=217187354638.38,,=5.8271,,,,
2026-05-12,=56.1100,=56.1100,=56.1100,=56.1100,=372413284930.14,=357925817594.0,=218159371084.13,,=5.8531,,,,
2026-05-11,=53.5200,=53.5200,=53.5200,=53.5200,=355222937256.4801,=341404201704.0,=208089280706.16,,=5.5830,,,,
2026-05-08,=52.8000,=52.8000,=52.8000,=52.8000,=350444153347.2,=336811320067.0,=205289873342.4,,=5.5079,,,,
2026-05-07,=53.6800,=53.6800,=53.6800,=53.6800,=356284889236.32,=342424842068.0,=208711371231.44,,=5.5997,,,,
2026-05-06,=53.6300,=53.6300,=53.6300,=53.6300,=355953029242.62,=342105891955.0,=208516967942.29,,=5.5944,,,,
2026-04-30,=53.8800,=53.8800,=53.8800,=53.8800,=357612329211.12,=343700642523.0,=209488984388.04,,=5.6205,,,,
2026-04-29,=54.9900,=54.9900,=54.9900,=54.9900,=364979621071.26,=350781335047.0,=213804737407.17,,=5.7363,,,,
2026-04-28,=54.8400,=54.8400,=54.8400,=54.8400,=363984041090.1601,=349824484706.0,=213221527539.72,,=5.7207,,,,
2026-04-27,=55.3800,=55.3800,=55.3800,=55.3800,=367568129022.12,=353269145934.0,=215321083062.54,,=5.7770,,,,
2026-04-24,=56.0500,=56.0500,=56.0500,=56.0500,=372015052937.7,=357543077458.0,=217926087137.15,,=5.8469,,,,
2026-04-23,=56.4000,=56.4000,=56.4000,=56.4000,=374338072893.6,=359775728254.0,=219286910161.2,,=5.8834,,,,
2026-04-22,=55.4400,=55.4400,=55.4400,=55.4400,=367966361014.56,=353651886071.0,=215554367009.52,,=6.0055,,,,
2026-04-21,=55.7500,=55.7500,=55.7500,=55.7500,=370023892975.5,=355629376776.0,=216759667402.25,,=6.0390,,,,
2026-04-20,=56.3400,=56.3400,=56.3400,=56.3400,=373939840901.1601,=359392988117.0,=219053626214.22,,=6.1029,,,,
2026-04-17,=56.3300,=56.3300,=56.3300,=56.3300,=373873468902.42,=359329198094.0,=219014745556.39,,=6.1019,,,,
2026-04-16,=57.4700,=57.4700,=57.4700,=57.4700,=381439876758.78,=366601260687.0,=223447140549.01,,=6.2253,,,,
2026-04-15,=57.7300,=57.7300,=57.7300,=57.7300,=383165548726.02,=368259801278.0,=224458037652.59,,=6.2535,,,,
2026-04-14,=56.1800,=56.1800,=56.1800,=56.1800,=372877888921.32,=358372347753.0,=218431535688.94,,=6.0856,,,,
