date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,6501000000,0.1052,2.08,22133000000
2025-12-31,36284000000,0.3834,11.63,157745000000
2025-09-30,32857000000,0.5888,10.53,137252000000
2025-06-30,14799000000,0.3353,4.74,70041000000
2025-03-31,5882000000,0.1902,1.89,33402000000
2024-12-31,26229000000,2.0107,8.41,132555000000
2024-09-30,20680000000,1.1673,6.63,106956000000
2024-06-30,11083000000,0.1107,3.55,55591000000
2024-03-31,4942000000,-0.2855,1.58,26479000000
2023-12-31,8712000000,-0.5948,2.79,71547000000
2023-09-30,9542000000,-0.155,3.06,61855000000
2023-06-30,9978000000,0.0857,3.2,48943000000
2023-03-31,6917000000,1.1481,2.22,29005000000
2022-12-31,9822000000,-0.3429,3.15,214319000000
2022-09-30,5190000000,-0.5658,1.66,171178000000
2022-06-30,5187000000,-0.5082,1.66,124795000000
2022-03-31,1344000000,-0.7868,0.43,74963000000
2021-12-31,14947000000,0.0457,4.79,222380000000
2021-09-30,11954000000,0.0765,3.83,183988000000
2021-06-30,10546000000,0.2833,3.38,132075000000
2021-03-31,6305000000,0.3603,2.02,81365000000
2020-12-31,14294000000,-0.0182,4.58,206538000000
2020-09-30,11105000000,-0.146,3.56,169772000000
2020-06-30,8218000000,-0.2207,2.63,118660000000
2020-03-31,4635000000,0.3766,1.49,68148000000
2019-12-31,14559000000,0.8378,4.67,174566000000
2019-09-30,13003000000,0.6883,4.17,132842000000
2019-06-30,10545000000,0.8184,3.38,90232000000
2019-03-31,3367000000,0.2905,1.08,49565000000
2018-12-31,7922000000,0.4717,2.54,154167000000
2018-09-30,7702000000,0.5276,2.47,123496000000
2018-06-30,5799000000,0.7915,1.86,83669000000
2018-03-31,2609000000,0.4203,0.84,46159000000
2017-12-31,5383000000,0.0892,1.73,144132000000
2017-09-30,5042000000,0.0535,1.62,115561000000
2017-06-30,3237000000,-0.0288,1.04,77070000000
2017-03-31,1837000000,-0.0787,0.59,44595000000
2016-12-31,4942000000,-0.4254,1.58,146173000000
2016-09-30,4786000000,-0.4463,1.53,117785000000
