date,metric,value
2025-12-31,新华保险 - 人均净利润,1286821.1557
2025-12-31,新华保险 - 归属于母公司普通股股东的ROE,0.3492
2025-12-31,新华保险 - 经营活动产生的现金流量净额对营业利润的比率,2.9815
2025-12-31,归属于母公司普通股股东的净利润,36284000000
2025-12-31,净资产收益率(ROE),0.3492
2025-12-31,新华保险 - 最低资本,149032000000
2025-12-31,新华保险 - 杠杆倍数,17.0238
2025-12-31,总资产收益率(ROA),0.0202
2025-12-31,新华保险 - 净利润,36289000000
2025-12-31,经营活动产生的现金流量净额,110916000000
2025-12-31,基本每股收益,11.63
2025-12-31,新华保险 - 归属于母公司普通股股东的扣除非经常性损益的净利润,33973000000
2025-12-31,"""新华保险-净现金流总额(单位: 元)""",4539000000
2025-12-31,新华保险 - 综合偿付能力充足率,2.1047
2025-12-31,新华保险 - 实际资本,313672000000
2025-12-31,新华保险 - 核心偿付能力充足率,1.3511
2025-12-31,新华保险 - 归属于母公司普通股股东的扣非加权ROE,0.3248
2025-12-31,新华保险 - 归属于母公司普通股股东的加权ROE,0.3469
2025-12-31,新华保险 - 扣非净利润占比,0.9363
2025-12-31,经营活动产生的现金流量净额对净利润的比率,3.0565
2025-12-31,新华保险 - 营业收入,157745000000
2025-12-31,新华保险 - 营业利润,37201000000
2025-12-31,新华保险 - 归属于母公司普通股股东的扣非ROE,0.3270
2025-12-31,新华保险 - 资产负债率,0.9413
2025-12-31,净利润率,0.23
2025-12-31,新华保险 - 经营活动产生的现金流量净额对固定资产的比率,7.1853
2025-12-31,新华保险 - 人均营业收入,5593695.1472
2025-12-31,新华保险 - 自由现金流量,109443000000
2025-12-31,新华保险 - 核心资本,201362000000
