date,营业收入,经营活动产生的现金流量净额对净利润的比率,自由现金流量,净利润率,资产负债率,总资产收益率(ROA),净资产收益率(ROE),归属于母公司普通股股东的净利润,经营活动产生的现金流量净额,基本每股收益
2026-03-31,22133000000,3.079,112100000000,0.252,0.9333,0.0205,0.3628,6501000000,36311000000,2.08
