日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-05-13,=23.4500,=23.4500,=23.4500,=23.4500,=227347750000.0,=227347750000.0,=79003972405.75,,=14.0599,,,,
2026-05-12,=23.7900,=23.7900,=23.7900,=23.7900,=230644050000.0,=230644050000.0,=80149445779.65,,=14.2637,,,,
2026-05-11,=23.8300,=23.8300,=23.8300,=23.8300,=231031850000.0,=231031850000.0,=80284207353.05,,=14.2877,,,,
2026-05-08,=23.8300,=23.8300,=23.8300,=23.8300,=231031850000.0,=231031850000.0,=80284207353.05,,=14.2877,,,,
2026-05-07,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=14.4376,,,,
2026-05-06,=25.9000,=25.9000,=25.9000,=25.9000,=251100500000.0,=251100500000.0,=87258118776.5,,=15.5288,,,,
2026-04-30,=26.1300,=26.1300,=26.1300,=26.1300,=253330350000.0,=253330350000.0,=88032997823.55,,=15.6667,,,,
2026-04-29,=26.1300,=26.1300,=26.1300,=26.1300,=253330350000.0,=253330350000.0,=88032997823.55,,=15.6667,,,,
2026-04-28,=26.0100,=26.0100,=26.0100,=26.0100,=252166950000.0,=252166950000.0,=87628713103.35,,=15.5948,,,,
2026-04-27,=25.3800,=25.3800,=25.3800,=25.3800,=246059100000.0,=246059100000.0,=85506218322.3,,=15.2170,,,,
2026-04-24,=26.3000,=26.3000,=26.3000,=26.3000,=254978500000.0,=254978500000.0,=88605734510.5,,=13.3290,,,,
2026-04-23,=26.1200,=26.1200,=26.1200,=26.1200,=253233400000.0,=253233400000.0,=87999307430.2,,=13.2378,,,,
2026-04-22,=25.4800,=25.4800,=25.4800,=25.4800,=247028600000.0,=247028600000.0,=85843122255.8,,=12.9134,,,,
2026-04-21,=25.5000,=25.5000,=25.5000,=25.5000,=247222500000.0,=247222500000.0,=85910503042.5,,=12.9235,,,,
2026-04-20,=24.5200,=24.5200,=24.5200,=24.5200,=237721400000.0,=237721400000.0,=82608844494.2,,=12.4269,,,,
2026-04-17,=24.8000,=24.8000,=24.8000,=24.8000,=240436000000.0,=240436000000.0,=83552175508.0,,=12.5688,,,,
2026-04-16,=24.9900,=24.9900,=24.9900,=24.9900,=242278050000.0,=242278050000.0,=84192292981.65,,=12.6651,,,,
2026-04-15,=25.1600,=25.1600,=25.1600,=25.1600,=243926200000.0,=243926200000.0,=84765029668.6,,=12.7512,,,,
2026-04-14,=25.0100,=25.0100,=25.0100,=25.0100,=242471950000.0,=242471950000.0,=84259673768.35,,=12.6752,,,,
2026-04-13,=25.3200,=25.3200,=25.3200,=25.3200,=245477400000.0,=245477400000.0,=85304075962.2,,=12.8323,,,,
2026-04-10,=25.2300,=25.2300,=25.2300,=25.2300,=244604850000.0,=244604850000.0,=85000862422.05,,=12.7867,,,,
2026-04-09,=25.2700,=25.2700,=25.2700,=25.2700,=244992650000.0,=244992650000.0,=85135623995.45,,=12.8070,,,,
2026-04-08,=25.2800,=25.2800,=25.2800,=25.2800,=245089600000.0,=245089600000.0,=85169314388.8,,=12.8120,,,,
2026-04-07,=25.8500,=25.8500,=25.8500,=25.8500,=250615750000.0,=250615750000.0,=87089666809.75,,=13.1009,,,,
2026-04-03,=25.3600,=25.3600,=25.3600,=25.3600,=245865200000.0,=245865200000.0,=85438837535.6,,=12.8526,,,,
2026-04-02,=25.7500,=25.7500,=25.7500,=25.7500,=249646250000.0,=249646250000.0,=86752762876.25,,=13.0502,,,,
2026-04-01,=25.3800,=25.3800,=25.3800,=25.3800,=246059100000.0,=246059100000.0,=85506218322.3,,=12.8627,,,,
2026-03-31,=25.5900,=25.5900,=25.5900,=25.5900,=248095050000.0,=248095050000.0,=86213716582.65,,=12.9691,,,,
2026-03-30,=26.2700,=26.2700,=26.2700,=26.2700,=254687650000.0,=254687650000.0,=88504663330.45,,=13.3138,,,,
2026-03-27,=26.1200,=26.1200,=26.1200,=26.1200,=253233400000.0,=253233400000.0,=87999307430.2,,=13.2378,,,,
2026-03-26,=26.2400,=26.2400,=26.2400,=26.2400,=254396800000.0,=254396800000.0,=88403592150.4,,=13.2986,,,,
2026-03-25,=25.7500,=25.7500,=25.7500,=25.7500,=249646250000.0,=249646250000.0,=86752762876.25,,=13.0502,,,,
2026-03-24,=26.5600,=26.5600,=26.5600,=26.5600,=257499200000.0,=257499200000.0,=89481684737.6,,=13.4607,,,,
2026-03-23,=27.2300,=27.2300,=27.2300,=27.2300,=263994850000.0,=263994850000.0,=91738941092.05,,=13.8003,,,,
2026-03-20,=27.1600,=27.1600,=27.1600,=27.1600,=263316200000.0,=263316200000.0,=91503108338.6,,=13.7648,,,,
2026-03-19,=26.6200,=26.6200,=26.6200,=26.6200,=258080900000.0,=258080900000.0,=89683827097.7,,=13.4912,,,,
2026-03-18,=25.6200,=25.6200,=25.6200,=25.6200,=248385900000.0,=248385900000.0,=86314787762.7,,=12.9844,,,,
2026-03-17,=25.5400,=25.5400,=25.5400,=25.5400,=247610300000.0,=247610300000.0,=86045264615.9,,=12.9438,,,,
2026-03-16,=25.9000,=25.9000,=25.9000,=25.9000,=251100500000.0,=251100500000.0,=87258118776.5,,=13.1263,,,,
2026-03-13,=26.2400,=26.2400,=26.2400,=26.2400,=254396800000.0,=254396800000.0,=88403592150.4,,=13.2986,,,,
2026-03-12,=26.7000,=26.7000,=26.7000,=26.7000,=258856500000.0,=258856500000.0,=89953350244.5,,=13.5317,,,,
2026-03-11,=25.4200,=25.4200,=25.4200,=25.4200,=246446900000.0001,=246446900000.0,=85640979895.7,,=12.8830,,,,
2026-03-10,=25.0800,=25.0800,=25.0800,=25.0800,=243150600000.0,=243150600000.0,=84495506521.8,,=12.7107,,,,
2026-03-09,=25.4200,=25.4200,=25.4200,=25.4200,=246446900000.0001,=246446900000.0,=85640979895.7,,=12.8830,,,,
2026-03-06,=24.9500,=24.9500,=24.9500,=24.9500,=241890250000.0,=241890250000.0,=84057531408.25,,=12.6448,,,,
2026-03-05,=25.1900,=25.1900,=25.1900,=25.1900,=244217050000.0,=244217050000.0,=84866100848.65,,=12.7664,,,,
2026-03-04,=25.2600,=25.2600,=25.2600,=25.2600,=244895700000.0,=244895700000.0,=85101933602.1,,=12.8019,,,,
2026-03-03,=25.2900,=25.2900,=25.2900,=25.2900,=245186550000.0,=245186550000.0,=85203004782.15,,=12.8171,,,,
2026-03-02,=24.8100,=24.8100,=24.8100,=24.8100,=240532950000.0,=240532950000.0,=83585865901.35,,=12.5738,,,,
2026-02-27,=23.7000,=23.7000,=23.7000,=23.7000,=229771500000.0,=229771500000.0,=79846232239.5,,=12.0113,,,,
2026-02-26,=23.2200,=23.2200,=23.2200,=23.2200,=225117900000.0,=225117900000.0,=78229093358.7,,=11.7680,,,,
2026-02-25,=23.2700,=23.2700,=23.2700,=23.2700,=225602650000.0,=225602650000.0,=78397545325.45,,=11.7934,,,,
2026-02-24,=23.4800,=23.4800,=23.4800,=23.4800,=227638600000.0,=227638600000.0,=79105043585.8,,=11.8998,,,,
2026-02-13,=22.7700,=22.7700,=22.7700,=22.7700,=220755150000.0,=220755150000.0,=76713025657.95,,=11.5400,,,,
2026-02-12,=23.3800,=23.3800,=23.3800,=23.3800,=226669100000.0,=226669100000.0,=78768139652.3,,=11.8491,,,,
2026-02-11,=23.2700,=23.2700,=23.2700,=23.2700,=225602650000.0,=225602650000.0,=78397545325.45,,=11.7934,,,,
2026-02-10,=23.0600,=23.0600,=23.0600,=23.0600,=223566700000.0,=223566700000.0,=77690047065.1,,=11.6869,,,,
2026-02-09,=22.6600,=22.6600,=22.6600,=22.6600,=219688700000.0,=219688700000.0,=76342431331.1,,=11.4842,,,,
2026-02-06,=22.0800,=22.0800,=22.0800,=22.0800,=214065600000.0,=214065600000.0,=74388388516.8,,=11.1903,,,,
2026-02-05,=22.0300,=22.0300,=22.0300,=22.0300,=213580850000.0,=213580850000.0,=74219936550.05,,=11.1649,,,,
2026-02-04,=22.6800,=22.6800,=22.6800,=22.6800,=219882600000.0,=219882600000.0,=76409812117.8,,=11.4943,,,,
2026-02-03,=20.8500,=20.8500,=20.8500,=20.8500,=202140750000.0,=202140750000.0,=70244470134.75,,=10.5669,,,,
2026-02-02,=20.9300,=20.9300,=20.9300,=20.9300,=202916350000.0,=202916350000.0,=70513993281.55,,=10.6074,,,,
2026-01-30,=22.2800,=22.2800,=22.2800,=22.2800,=216004600000.0,=216004600000.0,=75062196383.8,,=11.2916,,,,
2026-01-29,=22.2000,=22.2000,=22.2000,=22.2000,=215229000000.0,=215229000000.0,=74792673237.0,,=11.2511,,,,
2026-01-28,=21.8800,=21.8800,=21.8800,=21.8800,=212126600000.0,=212126600000.0,=73714580649.8,,=11.0889,,,,
2026-01-27,=21.3400,=21.3400,=21.3400,=21.3400,=206891300000.0,=206891300000.0,=71895299408.9,,=10.8152,,,,
2026-01-26,=21.9200,=21.9200,=21.9200,=21.9200,=212514400000.0,=212514400000.0,=73849342223.2,,=11.1092,,,,
2026-01-23,=21.4100,=21.4100,=21.4100,=21.4100,=207569950000.0,=207569950000.0,=72131132162.35,,=10.8507,,,,
2026-01-22,=21.8900,=21.8900,=21.8900,=21.8900,=212223550000.0,=212223550000.0,=73748271043.15,,=11.0940,,,,
2026-01-21,=21.4800,=21.4800,=21.4800,=21.4800,=208248600000.0,=208248600000.0,=72366964915.8,,=10.8862,,,,
2026-01-20,=22.1800,=22.1800,=22.1800,=22.1800,=215035100000.0,=215035100000.0,=74725292450.3,,=11.2409,,,,
2026-01-19,=21.9100,=21.9100,=21.9100,=21.9100,=212417450000.0,=212417450000.0,=73815651829.85,,=11.1041,,,,
2026-01-16,=21.9500,=21.9500,=21.9500,=21.9500,=212805250000.0,=212805250000.0,=73950413403.25,,=11.1244,,,,
2026-01-15,=22.2200,=22.2200,=22.2200,=22.2200,=215422900000.0,=215422900000.0,=74860054023.7,,=11.2612,,,,
2026-01-14,=22.3800,=22.3800,=22.3800,=22.3800,=216974100000.0,=216974100000.0,=75399100317.3,,=11.3423,,,,
2026-01-13,=22.5000,=22.5000,=22.5000,=22.5000,=218137500000.0,=218137500000.0,=75803385037.5,,=11.4031,,,,
2026-01-12,=22.5900,=22.5900,=22.5900,=22.5900,=219010050000.0,=219010050000.0,=76106598577.65,,=11.4487,,,,
2026-01-09,=22.5900,=22.5900,=22.5900,=22.5900,=219010050000.0,=219010050000.0,=76106598577.65,,=11.4487,,,,
2026-01-08,=22.4800,=22.4800,=22.4800,=22.4800,=217943600000.0,=217943600000.0,=75736004250.8,,=11.3930,,,,
2026-01-07,=22.4300,=22.4300,=22.4300,=22.4300,=217458850000.0,=217458850000.0,=75567552284.05,,=11.3676,,,,
2026-01-06,=22.1500,=22.1500,=22.1500,=22.1500,=214744250000.0,=214744250000.0,=74624221270.25,,=11.2257,,,,
2026-01-05,=21.6200,=21.6200,=21.6200,=21.6200,=209605900000.0,=209605900000.0,=72838630422.7,,=10.9571,,,,
2025-12-31,=21.3200,=21.3200,=21.3200,=21.3200,=206697400000.0,=206697400000.0,=71827918622.2,,=10.8051,,,,
2025-12-30,=21.5600,=21.5600,=21.5600,=21.5600,=209024200000.0,=209024200000.0,=72636488062.6,,=10.9267,,,,
2025-12-29,=21.6800,=21.6800,=21.6800,=21.6800,=210187600000.0,=210187600000.0,=73040772782.8,,=10.9875,,,,
2025-12-26,=21.5800,=21.5800,=21.5800,=21.5800,=209218100000.0,=209218100000.0,=72703868849.3,,=10.9369,,,,
2025-12-25,=21.6300,=21.6300,=21.6300,=21.6300,=209702850000.0,=209702850000.0,=72872320816.05,,=10.9622,,,,
2025-12-24,=21.7300,=21.7300,=21.7300,=21.7300,=210672350000.0,=210672350000.0,=73209224749.55,,=11.0129,,,,
2025-12-23,=21.8000,=21.8000,=21.8000,=21.8000,=211351000000.0,=211351000000.0,=73445057503.0,,=11.0484,,,,
2025-12-22,=21.9900,=21.9900,=21.9900,=21.9900,=213193050000.0,=213193050000.0,=74085174976.65,,=11.1446,,,,
2025-12-19,=21.8000,=21.8000,=21.8000,=21.8000,=211351000000.0,=211351000000.0,=73445057503.0,,=11.0484,,,,
2025-12-18,=22.1700,=22.1700,=22.1700,=22.1700,=214938150000.0,=214938150000.0,=74691602056.95,,=11.2359,,,,
2025-12-17,=21.3700,=21.3700,=21.3700,=21.3700,=207182150000.0,=207182150000.0,=71996370588.95,,=10.8304,,,,
2025-12-16,=21.6200,=21.6200,=21.6200,=21.6200,=209605900000.0,=209605900000.0,=72838630422.7,,=10.9571,,,,
2025-12-15,=21.5600,=21.5600,=21.5600,=21.5600,=209024200000.0,=209024200000.0,=72636488062.6,,=10.9267,,,,
2025-12-12,=21.8600,=21.8600,=21.8600,=21.8600,=211932700000.0,=211932700000.0,=73647199863.1,,=11.0788,,,,
2025-12-11,=21.7700,=21.7700,=21.7700,=21.7700,=211060150000.0,=211060150000.0,=73343986322.95,,=11.0332,,,,
2025-12-10,=21.8900,=21.8900,=21.8900,=21.8900,=212223550000.0,=212223550000.0,=73748271043.15,,=11.0940,,,,
2025-12-09,=22.0000,=22.0000,=22.0000,=22.0000,=213290000000.0,=213290000000.0,=74118865370.0,,=11.1497,,,,
2025-12-08,=22.2900,=22.2900,=22.2900,=22.2900,=216101550000.0,=216101550000.0,=75095886777.15,,=11.2967,,,,
2025-12-05,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=11.4639,,,,
2025-12-04,=22.6600,=22.6600,=22.6600,=22.6600,=219688700000.0,=219688700000.0,=76342431331.1,,=11.4842,,,,
2025-12-03,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=11.4639,,,,
2025-12-02,=22.8200,=22.8200,=22.8200,=22.8200,=221239900000.0,=221239900000.0,=76881477624.7,,=11.5653,,,,
2025-12-01,=22.8900,=22.8900,=22.8900,=22.8900,=221918550000.0,=221918550000.0,=77117310378.15,,=11.6008,,,,
2025-11-28,=22.6800,=22.6800,=22.6800,=22.6800,=219882600000.0,=219882600000.0,=76409812117.8,,=11.4943,,,,
2025-11-27,=23.0400,=23.0400,=23.0400,=23.0400,=223372800000.0,=223372800000.0,=77622666278.4,,=11.6768,,,,
2025-11-26,=22.4800,=22.4800,=22.4800,=22.4800,=217943600000.0,=217943600000.0,=75736004250.8,,=11.3930,,,,
2025-11-25,=22.7000,=22.7000,=22.7000,=22.7000,=220076500000.0,=220076500000.0,=76477192904.5,,=11.5045,,,,
2025-11-24,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=11.4639,,,,
2025-11-21,=22.9000,=22.9000,=22.9000,=22.9000,=222015500000.0,=222015500000.0,=77151000771.5,,=11.6058,,,,
2025-11-20,=23.1700,=23.1700,=23.1700,=23.1700,=224633150000.0,=224633150000.0,=78060641391.95,,=11.7427,,,,
2025-11-19,=23.7600,=23.7600,=23.7600,=23.7600,=230353200000.0,=230353200000.0,=80048374599.6,,=12.0417,,,,
2025-11-18,=23.5300,=23.5300,=23.5300,=23.5300,=228123350000.0,=228123350000.0,=79273495552.55,,=11.9251,,,,
2025-11-17,=24.0300,=24.0300,=24.0300,=24.0300,=232970850000.0,=232970850000.0,=80958015220.05,,=12.1785,,,,
2025-11-14,=23.6200,=23.6200,=23.6200,=23.6200,=228995900000.0,=228995900000.0,=79576709092.7,,=11.9707,,,,
2025-11-13,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=12.2039,,,,
2025-11-12,=23.9100,=23.9100,=23.9100,=23.9100,=231807450000.0,=231807450000.0,=80553730499.85,,=12.1177,,,,
2025-11-11,=24.1200,=24.1200,=24.1200,=24.1200,=233843400000.0,=233843400000.0,=81261228760.2,,=12.2241,,,,
2025-11-10,=24.6800,=24.6800,=24.6800,=24.6800,=239272600000.0,=239272600000.0,=83147890787.8,,=12.5080,,,,
2025-11-07,=24.1300,=24.1300,=24.1300,=24.1300,=233940350000.0,=233940350000.0,=81294919153.55,,=12.2292,,,,
2025-11-06,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=12.2039,,,,
2025-11-05,=24.0000,=24.0000,=24.0000,=24.0000,=232680000000.0,=232680000000.0,=80856944040.0,,=12.1633,,,,
2025-11-04,=23.5500,=23.5500,=23.5500,=23.5500,=228317250000.0,=228317250000.0,=79340876339.25,,=11.9353,,,,
2025-11-03,=23.6600,=23.6600,=23.6600,=23.6600,=229383700000.0,=229383700000.0,=79711470666.1,,=11.9910,,,,
2025-10-31,=22.7000,=22.7000,=22.7000,=22.7000,=220076500000.0,=220076500000.0,=76477192904.5,,=11.5045,,,,
2025-10-30,=22.9100,=22.9100,=22.9100,=22.9100,=222112450000.0,=222112450000.0,=77184691164.85,,=11.6109,,,,
2025-10-29,=22.5200,=22.5200,=22.5200,=22.5200,=218331400000.0,=218331400000.0,=75870765824.2,,=11.2297,,,,
2025-10-28,=22.6300,=22.6300,=22.6300,=22.6300,=219397850000.0,=219397850000.0,=76241360151.05,,=11.2845,,,,
2025-10-27,=22.8500,=22.8500,=22.8500,=22.8500,=221530750000.0,=221530750000.0,=76982548804.75,,=11.3942,,,,
2025-10-24,=22.7600,=22.7600,=22.7600,=22.7600,=220658200000.0,=220658200000.0,=76679335264.6,,=11.3494,,,,
2025-10-23,=22.7500,=22.7500,=22.7500,=22.7500,=220561250000.0,=220561250000.0,=76645644871.25,,=11.3444,,,,
2025-10-22,=22.4000,=22.4000,=22.4000,=22.4000,=217168000000.0,=217168000000.0,=75466481104.0,,=11.1698,,,,
2025-10-21,=22.5200,=22.5200,=22.5200,=22.5200,=218331400000.0,=218331400000.0,=75870765824.2,,=11.2297,,,,
2025-10-20,=22.9000,=22.9000,=22.9000,=22.9000,=222015500000.0,=222015500000.0,=77151000771.5,,=11.4192,,,,
2025-10-17,=22.4500,=22.4500,=22.4500,=22.4500,=217652750000.0,=217652750000.0,=75634933070.75,,=11.1948,,,,
2025-10-16,=22.5400,=22.5400,=22.5400,=22.5400,=218525300000.0,=218525300000.0,=75938146610.9,,=11.2397,,,,
2025-10-15,=21.8300,=21.8300,=21.8300,=21.8300,=211641850000.0,=211641850000.0,=73546128683.05,,=10.8856,,,,
2025-10-14,=21.3300,=21.3300,=21.3300,=21.3300,=206794350000.0,=206794350000.0,=71861609015.55,,=10.6363,,,,
2025-10-13,=20.5600,=20.5600,=20.5600,=20.5600,=199329200000.0,=199329200000.0,=69267448727.6,,=10.2523,,,,
2025-10-10,=20.6700,=20.6700,=20.6700,=20.6700,=200395650000.0,=200395650000.0,=69638043054.45,,=10.3072,,,,
2025-10-09,=20.4200,=20.4200,=20.4200,=20.4200,=197971900000.0,=197971900000.0,=68795783220.7,,=10.1825,,,,
2025-09-30,=20.0000,=20.0000,=20.0000,=20.0000,=193900000000.0,=193900000000.0,=67380786700.0,,=9.9731,,,,
2025-09-29,=20.0600,=20.0600,=20.0600,=20.0600,=194481700000.0,=194481700000.0,=67582929060.1,,=10.0030,,,,
2025-09-26,=20.3200,=20.3200,=20.3200,=20.3200,=197002400000.0,=197002400000.0,=68458879287.2,,=10.1326,,,,
2025-09-25,=20.4600,=20.4600,=20.4600,=20.4600,=198359700000.0,=198359700000.0,=68930544794.1,,=10.2025,,,,
2025-09-24,=20.5500,=20.5500,=20.5500,=20.5500,=199232250000.0,=199232250000.0,=69233758334.25,,=10.2473,,,,
2025-09-23,=20.6600,=20.6600,=20.6600,=20.6600,=200298700000.0,=200298700000.0,=69604352661.1,,=10.3022,,,,
2025-09-22,=20.4700,=20.4700,=20.4700,=20.4700,=198456650000.0,=198456650000.0,=68964235187.45,,=10.2074,,,,
2025-09-19,=20.7200,=20.7200,=20.7200,=20.7200,=200880400000.0,=200880400000.0,=69806495021.2,,=10.3321,,,,
2025-09-18,=20.1900,=20.1900,=20.1900,=20.1900,=195742050000.0,=195742050000.0,=68020904173.65,,=10.0678,,,,
2025-09-17,=20.8100,=20.8100,=20.8100,=20.8100,=201752950000.0,=201752950000.0,=70109708561.35,,=10.3770,,,,
2025-09-16,=20.2700,=20.2700,=20.2700,=20.2700,=196517650000.0,=196517650000.0,=68290427320.45,,=10.1077,,,,
2025-09-15,=20.3900,=20.3900,=20.3900,=20.3900,=197681050000.0,=197681050000.0,=68694712040.65,,=10.1676,,,,
2025-09-12,=20.2300,=20.2300,=20.2300,=20.2300,=196129850000.0,=196129850000.0,=68155665747.05,,=10.0878,,,,
2025-09-11,=20.1900,=20.1900,=20.1900,=20.1900,=195742050000.0,=195742050000.0,=68020904173.65,,=10.0678,,,,
2025-09-10,=20.0300,=20.0300,=20.0300,=20.0300,=194190850000.0,=194190850000.0,=67481857880.05,,=9.9880,,,,
2025-09-09,=20.2800,=20.2800,=20.2800,=20.2800,=196614600000.0,=196614600000.0,=68324117713.8,,=10.1127,,,,
2025-09-08,=20.2500,=20.2500,=20.2500,=20.2500,=196323750000.0,=196323750000.0,=68223046533.75,,=10.0977,,,,
2025-09-05,=20.3000,=20.3000,=20.3000,=20.3000,=196808500000.0,=196808500000.0,=68391498500.5,,=10.1227,,,,
2025-09-04,=20.1600,=20.1600,=20.1600,=20.1600,=195451200000.0,=195451200000.0,=67919832993.6,,=10.0529,,,,
2025-09-03,=19.9200,=19.9200,=19.9200,=19.9200,=193124400000.0,=193124400000.0,=67111263553.2,,=9.9332,,,,
2025-09-02,=20.1400,=20.1400,=20.1400,=20.1400,=195257300000.0,=195257300000.0,=67852452206.9,,=10.0429,,,,
2025-09-01,=20.3300,=20.3300,=20.3300,=20.3300,=197099350000.0,=197099350000.0,=68492569680.55,,=10.1376,,,,
2025-08-29,=20.3800,=20.3800,=20.3800,=20.3800,=197584100000.0,=197584100000.0,=68661021647.3,,=10.1626,,,,
2025-08-28,=20.3300,=20.3300,=20.3300,=20.3300,=197099350000.0,=197099350000.0,=68492569680.55,,=10.1376,,,,
2025-08-27,=21.3900,=21.3900,=21.3900,=21.3900,=207376050000.0,=207376050000.0,=72063751375.65,,=9.2115,,,,
2025-08-26,=21.8700,=21.8700,=21.8700,=21.8700,=212029650000.0,=212029650000.0,=73680890256.45,,=9.4182,,,,
2025-08-25,=22.0900,=22.0900,=22.0900,=22.0900,=214162550000.0,=214162550000.0,=74422078910.15,,=9.5130,,,,
2025-08-22,=21.9900,=21.9900,=21.9900,=21.9900,=213193050000.0,=213193050000.0,=74085174976.65,,=9.4699,,,,
2025-08-21,=21.9600,=21.9600,=21.9600,=21.9600,=212902200000.0,=212902200000.0,=73984103796.6,,=9.4570,,,,
