date,基本每股收益,总资产收益率(ROA),资产负债率,经营活动产生的现金流量净额,净资产收益率(ROE),归属于母公司普通股股东的净利润,营业收入,自由现金流量,净利润率,经营活动产生的现金流量净额对净利润的比率
2026-03-31,1.43,0.0114,0.8988,131064000000,0.1128,25022000000,218405000000,538760000000,0.151,3.494
