date,毛利率(GM),所有者权益合计,流动资产合计,有息负债率,经营活动产生的现金流量净额,自由现金流量,净资产收益率(ROE),资产合计,总资产收益率(ROA),长期负债合计,流动比率,应收账款,负债合计,资产负债率,资本回报率(ROIC),净利润率,基本每股收益,货币资金,营业收入,流动负债合计,经营活动产生的现金流量净额对净利润的比率,速动比率,归属于母公司普通股股东的净利润
2026-03-31,0.4677,94370094773,927951274,0.0492,-2220444411,21541691609,0.1797,135311587227,0.1261,1205600074,2.7214,27395097013,40941492453,0.3026,0.1689,0.1739,0.303,278795392551,20715444491,4670888035,1.5097,2.0311,2781171173
