date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2025-12-31,11.63,0.3829,157745000000,36284000000
2025-09-30,10.53,0.5882,137252000000,32857000000
2025-06-30,4.74,0.3352,70041000000,14799000000
2025-03-31,1.89,0.1962,33402000000,5882000000
2024-12-31,8.41,2.0143,132555000000,26229000000
2024-09-30,6.63,1.1667,106956000000,20680000000
2024-06-30,3.55,0.1094,55591000000,11083000000
2024-03-31,1.58,-0.2883,26479000000,4942000000
2023-12-31,2.79,-0.1143,71547000000,8712000000
2023-09-30,3.06,-0.1547,61855000000,9542000000
2023-06-30,3.2,0.0847,48943000000,9978000000
2023-03-31,2.22,1.1553,29005000000,6917000000
2022-12-31,3.15,-0.3424,214319000000,9822000000
2022-09-30,1.66,-0.5666,171178000000,5190000000
2022-06-30,1.66,-0.5089,124795000000,5187000000
2022-03-31,0.43,-0.7871,74963000000,1344000000
2021-12-31,4.79,0.0459,222380000000,14947000000
2021-09-30,3.83,0.0758,183988000000,11954000000
2021-06-30,3.38,0.2852,132075000000,10546000000
2021-03-31,2.02,0.3557,81365000000,6305000000
2020-12-31,4.58,-0.0193,206538000000,14294000000
2020-09-30,3.56,-0.1463,169772000000,11105000000
2020-06-30,2.63,-0.2219,118660000000,8218000000
2020-03-31,1.49,0.3796,68148000000,4635000000
2019-12-31,4.67,0.8386,174566000000,14559000000
2019-09-30,4.17,0.6883,132842000000,13003000000
2019-06-30,3.38,0.8172,90232000000,10545000000
2019-03-31,1.08,0.2857,49565000000,3367000000
2018-12-31,2.54,0.4682,154167000000,7922000000
2018-09-30,2.47,0.5247,123496000000,7702000000
2018-06-30,1.86,0.7885,83669000000,5799000000
2018-03-31,0.84,0.4237,46159000000,2609000000
2017-12-31,1.73,0.0949,144132000000,5383000000
2017-09-30,1.62,0.0588,115561000000,5042000000
2017-06-30,1.04,-0.028,77070000000,3237000000
2017-03-31,0.59,-0.0781,44595000000,1837000000
2016-12-31,1.58,-0.4275,146173000000,4942000000
2016-09-30,1.53,-0.4477,117785000000,4786000000
2016-06-30,1.07,-0.5046,87451000000,3333000000
