date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-04-08,5.4225,0.0099,21.9888,11.3414,7.7588,0.0433,1.2473,0.7675,1.2893,0.9365,0.6937,1.7639,0.4452,2.3356,1.8968,1.0325
2026-04-07,5.1001,0.0000,21.9888,11.3490,7.7618,0.0460,1.1731,0.7387,1.2893,0.9365,0.6937,1.6590,0.4056,2.3356,1.8972,1.0325
2026-04-03,5.1414,0.0000,21.9863,11.3704,7.7696,0.0457,1.1826,0.7409,1.2892,0.9363,0.6942,1.6724,0.4106,2.3351,1.8999,1.0329
2026-04-02,5.2144,0.0012,21.9888,11.3708,7.7696,0.0450,1.1994,0.7478,1.2893,0.9363,0.6937,1.6962,0.4194,2.3356,1.9005,1.0325
2026-04-01,5.3632,0.0066,21.9888,11.3713,7.7729,0.0438,1.2336,0.7626,1.2893,0.9363,0.6937,1.7446,0.4394,2.3356,1.9011,1.0325
2026-03-31,5.2901,0.0021,21.9888,11.3719,7.7729,0.0444,1.2168,0.7547,1.2893,0.9363,0.6937,1.7208,0.4266,2.3356,1.9038,1.0325
2026-03-30,5.3245,0.0037,21.9888,11.3807,7.7791,0.0441,1.2247,0.7576,1.2893,0.9363,0.6937,1.7320,0.4328,2.3356,1.9040,1.0325
2026-03-27,5.1432,0.0000,21.9863,11.4176,7.7810,0.0420,1.2129,0.7537,1.2892,0.9362,0.6942,2.0071,0.5404,2.3351,1.9082,1.0329
2026-03-26,5.1781,0.0000,21.9888,11.4180,7.7810,0.0417,1.2212,0.7565,1.2893,0.9361,0.6937,2.0207,0.5464,2.3356,1.9079,1.0325
2026-03-25,5.4096,0.0058,21.9888,11.4184,7.7839,0.0399,1.2758,0.7885,1.2893,0.9361,0.6937,2.1110,0.5993,2.3356,1.9077,1.0325
2026-03-24,5.3097,0.0016,21.9888,11.4208,7.7855,0.0407,1.2522,0.7704,1.2893,0.9360,0.6937,2.0720,0.5701,2.3356,1.9077,1.0325
2026-03-23,5.3243,0.0021,21.9888,11.4291,7.7891,0.0406,1.2557,0.7737,1.2893,0.9356,0.6937,2.0777,0.5730,2.3356,1.9077,1.0325
2026-03-20,5.5851,0.0132,21.9863,11.4329,7.8028,0.0387,1.3172,0.8283,1.2892,0.9349,0.6942,2.1795,0.6557,2.3356,1.9082,1.0329
2026-03-19,5.7085,0.0190,21.9888,11.4348,7.8028,0.0378,1.3463,0.8562,1.2892,0.9348,0.6937,2.2277,0.7005,2.3388,1.9079,1.0325
2026-03-18,5.8897,0.0334,21.9888,11.4367,7.8078,0.0367,1.3890,0.9031,1.2885,0.9348,0.6937,2.2983,0.7638,2.3388,1.9077,1.0325
2026-03-17,5.8507,0.0305,21.9888,11.4468,7.8086,0.0369,1.3798,0.8941,1.2880,0.9344,0.6937,2.2831,0.7490,2.3388,1.9077,1.0325
2026-03-16,5.6760,0.0177,21.9888,11.4519,7.8095,0.0381,1.3386,0.8537,1.2880,0.9344,0.6937,2.2150,0.6900,2.3388,1.9077,1.0325
2026-03-13,5.7508,0.0222,21.9863,11.4656,7.8107,0.0376,1.3562,0.8670,1.2861,0.9340,0.6915,2.2441,0.7146,2.3356,1.9082,1.0329
2026-03-12,5.8417,0.0288,21.9888,11.4664,7.8107,0.0370,1.3777,0.8904,1.2861,0.9338,0.6913,2.2796,0.7466,2.3388,1.9079,1.0325
2026-03-11,5.8645,0.0301,21.9888,11.4672,7.8125,0.0368,1.3831,0.8978,1.2857,0.9337,0.6913,2.2885,0.7539,2.3388,1.9077,1.0325
2026-03-10,5.8677,0.0301,21.9888,11.4748,7.8159,0.0368,1.3838,0.8986,1.2852,0.9336,0.6909,2.2898,0.7552,2.3388,1.9077,1.0325
2026-03-09,5.8157,0.0268,21.9888,11.4786,7.8165,0.0372,1.3716,0.8825,1.2850,0.9329,0.6906,2.2695,0.7399,2.3388,1.9077,1.0325
2026-03-06,5.9620,0.0342,21.9863,11.4939,7.8338,0.0362,1.4060,0.9222,1.2839,0.9325,0.6906,2.3266,0.7916,2.3356,1.9082,1.0329
2026-03-05,5.9376,0.0326,21.9888,11.5128,7.8338,0.0364,1.4003,0.9155,1.2839,0.9324,0.6900,2.3170,0.7833,2.3388,1.9079,1.0325
2026-03-04,5.9400,0.0326,21.9888,11.5317,7.8365,0.0364,1.4009,0.9163,1.2837,0.9323,0.6900,2.3180,0.7844,2.3388,1.9077,1.0325
2026-03-03,6.2430,0.0449,21.9888,11.5320,7.8368,0.0346,1.4723,0.9575,1.2837,0.9320,0.6900,2.4362,0.8603,2.3388,1.9077,1.0325
2026-03-02,6.1496,0.0392,21.9888,11.5358,7.8379,0.0351,1.4503,0.9472,1.2837,0.9318,0.6896,2.3998,0.8430,2.3356,1.9077,1.0325
2026-02-27,6.1406,0.0387,21.9863,11.5502,7.8389,0.0352,1.4482,0.9465,1.2825,0.9314,0.6880,2.3963,0.8402,2.3348,1.9082,1.0329
2026-02-26,6.1033,0.0346,21.9888,11.5571,7.8389,0.0354,1.4394,0.9403,1.2825,0.9314,0.6876,2.3817,0.8335,2.3348,1.9079,1.0325
2026-02-25,6.2527,0.0437,21.9888,11.5690,7.8412,0.0346,1.4746,0.9596,1.2819,0.9313,0.6875,2.4400,0.8624,2.3339,1.9079,1.0325
2026-02-24,6.1894,0.0404,21.9888,11.5752,7.8421,0.0349,1.4597,0.9522,1.2811,0.9310,0.6874,2.4153,0.8492,2.3335,1.9079,1.0325
2026-02-13,6.3112,0.0448,21.9813,11.5930,7.8447,0.0342,1.4884,0.9663,1.2783,0.9297,0.6875,2.4629,0.8694,2.3326,1.9168,1.0331
2026-02-12,6.3681,0.0473,21.9813,11.5942,7.8488,0.0339,1.5018,0.9696,1.2780,0.9294,0.6875,2.4850,0.8751,2.3325,1.9139,1.0331
2026-02-11,6.4631,0.0539,21.9863,11.5954,7.8488,0.0334,1.5242,0.9766,1.2780,0.9291,0.6874,2.5221,0.8824,2.3325,1.9109,1.0329
2026-02-10,6.5257,0.0592,21.9863,11.5980,7.8542,0.0331,1.5390,0.9807,1.2778,0.9291,0.6874,2.5465,0.8906,2.3325,1.9097,1.0329
2026-02-09,6.5833,0.0650,21.9863,11.6006,7.8594,0.0328,1.5526,0.9848,1.2775,0.9291,0.6874,2.5690,0.9008,2.3313,1.9086,1.0329
2026-02-06,6.5102,0.0585,21.9863,11.6044,7.8624,0.0332,1.5353,0.9798,1.2773,0.9291,0.6874,2.5405,0.8897,2.3310,1.9084,1.0329
2026-02-05,6.5305,0.0593,21.9863,11.6082,7.8642,0.0331,1.5401,0.9823,1.2768,0.9291,0.6874,2.5484,0.8925,2.3305,1.9082,1.0329
2026-02-04,6.6239,0.0675,21.9863,11.6094,7.8653,0.0326,1.5622,0.9864,1.2766,0.9288,0.6874,2.5849,0.9061,2.3296,1.9082,1.0329
2026-02-03,6.5362,0.0605,21.9863,11.6260,7.8653,0.0331,1.5415,0.9831,1.2751,0.9286,0.6874,2.5507,0.8937,2.3287,1.9082,1.0329
2026-02-02,6.5695,0.0626,21.9863,11.6273,7.8692,0.0329,1.5493,0.9848,1.2749,0.9286,0.6869,2.5636,0.9003,2.3285,1.9082,1.0329
2026-01-30,6.7580,0.0786,21.9863,11.6304,7.8723,0.0320,1.5938,0.9909,1.2748,0.9285,0.6858,2.6372,0.9148,2.3283,1.9084,1.0329
2026-01-29,6.9050,0.0914,21.9863,11.6311,7.8730,0.0313,1.6284,0.9922,1.2746,0.9285,0.6858,2.6946,0.9250,2.3277,1.9082,1.0329
2026-01-28,6.7165,0.0741,21.9863,11.6389,7.8751,0.0322,1.5840,0.9901,1.2740,0.9279,0.6858,2.6210,0.9131,2.3277,1.9082,1.0329
2026-01-27,6.6548,0.0696,21.9863,11.6464,7.8752,0.0325,1.5694,0.9885,1.2738,0.9279,0.6855,2.5969,0.9090,2.3267,1.9082,1.0329
2026-01-26,6.4980,0.0577,21.9863,11.6540,7.8782,0.0332,1.5325,0.9823,1.2731,0.9276,0.6854,2.5358,0.8921,2.3262,1.9082,1.0329
2026-01-23,6.2341,0.0428,21.9863,11.6662,7.8805,0.0347,1.4702,0.9634,1.2730,0.9273,0.6851,2.4327,0.8646,2.3260,1.9084,1.0329
2026-01-22,6.3218,0.0449,21.9863,11.6685,7.8818,0.0342,1.4909,0.9728,1.2730,0.9272,0.6851,2.4670,0.8764,2.3259,1.9082,1.0329
2026-01-21,6.4818,0.0552,21.9863,11.6756,7.8818,0.0333,1.5286,0.9823,1.2730,0.9271,0.6851,2.5294,0.8896,2.3256,1.9082,1.0329
2026-01-20,6.5679,0.0605,21.9863,11.7015,7.8838,0.0329,1.5489,0.9864,1.2719,0.9270,0.6851,2.5630,0.9020,2.3249,1.9082,1.0329
2026-01-19,6.5557,0.0593,21.9863,11.7264,7.8885,0.0330,1.5461,0.9860,1.2714,0.9267,0.6851,2.5583,0.8999,2.3249,1.9082,1.0329
2026-01-16,6.6678,0.0679,21.9863,11.7379,7.8885,0.0324,1.5725,0.9893,1.2713,0.9263,0.6851,2.6020,0.9103,2.3249,1.9084,1.0329
2026-01-15,6.7701,0.0750,21.9863,11.7379,7.8900,0.0319,1.5966,0.9918,1.2711,0.9259,0.6851,2.6419,0.9176,2.3247,1.9082,1.0329
2026-01-14,6.7255,0.0717,21.9863,11.7380,7.8907,0.0321,1.5861,0.9909,1.2695,0.9257,0.6851,2.6245,0.9147,2.3243,1.9082,1.0329
2026-01-13,6.7799,0.0745,21.9863,11.7493,7.8907,0.0319,1.5989,0.9922,1.2673,0.9257,0.6851,2.6457,0.9189,2.3243,1.9082,1.0329
2026-01-12,6.5029,0.0564,21.9863,11.7670,7.8921,0.0332,1.5336,0.9852,1.2671,0.9257,0.6851,2.5377,0.8950,2.3243,1.9082,1.0329
2026-01-09,6.5289,0.0568,21.9863,11.7748,7.8946,0.0331,1.5397,0.9876,1.2666,0.9255,0.6851,2.5478,0.8979,2.3247,1.9084,1.0329
2026-01-08,6.6158,0.0626,21.9863,11.7775,7.8962,0.0327,1.5602,0.9897,1.2666,0.9254,0.6851,2.5817,0.9086,2.3243,1.9082,1.0329
2026-01-07,6.6865,0.0680,21.9863,11.7983,7.8983,0.0323,1.5769,0.9914,1.2666,0.9252,0.6851,2.6093,0.9127,2.3243,1.9082,1.0329
2026-01-06,6.5630,0.0585,21.9863,11.8065,7.8983,0.0329,1.5478,0.9889,1.2660,0.9251,0.6851,2.5611,0.9032,2.3243,1.9082,1.0329
2026-01-05,6.1634,0.0387,21.9863,11.8119,7.8987,0.0351,1.4535,0.9605,1.2657,0.9249,0.6851,2.4052,0.8563,2.3243,1.9082,1.0329
2025-12-31,5.6614,0.0165,21.9863,11.8152,7.9003,0.0382,1.3352,0.8699,1.2652,0.9247,0.6851,2.2093,0.6962,2.3247,1.9084,1.0329
2025-12-30,5.6923,0.0177,21.9863,11.8317,7.9024,0.0380,1.3424,0.8736,1.2652,0.9247,0.6851,2.2213,0.7048,2.3249,1.9084,1.0329
2025-12-29,5.7678,0.0222,21.9863,11.8496,7.9024,0.0375,1.3603,0.8888,1.2650,0.9247,0.6851,2.2508,0.7316,2.3249,1.9084,1.0329
2025-12-26,5.7914,0.0243,21.9863,11.8637,7.9029,0.0373,1.3658,0.8934,1.2647,0.9248,0.6851,2.2600,0.7374,2.3259,1.9086,1.0329
2025-12-25,5.8361,0.0263,21.9863,11.8675,7.9044,0.0370,1.3763,0.9057,1.2628,0.9247,0.6851,2.2774,0.7555,2.3259,1.9084,1.0329
2025-12-24,5.7849,0.0235,21.9863,11.8741,7.9044,0.0373,1.3643,0.8925,1.2620,0.9247,0.6851,2.2575,0.7353,2.3260,1.9084,1.0329
2025-12-23,5.9059,0.0296,21.9863,11.8798,7.9063,0.0366,1.3928,0.9234,1.2602,0.9247,0.6851,2.3047,0.7797,2.3262,1.9084,1.0329
2025-12-22,5.8157,0.0247,21.9863,11.8853,7.9083,0.0372,1.3716,0.9000,1.2599,0.9247,0.6851,2.2695,0.7497,2.3267,1.9084,1.0329
2025-12-19,5.7800,0.0230,21.9863,11.8903,7.9086,0.0374,1.3631,0.8930,1.2599,0.9248,0.6851,2.2556,0.7329,2.3277,1.9086,1.0329
2025-12-18,5.7207,0.0181,21.9863,11.8961,7.9106,0.0378,1.3491,0.8806,1.2580,0.9247,0.6851,2.2324,0.7172,2.3277,1.9084,1.0329
2025-12-17,5.6143,0.0136,21.9863,11.9049,7.9106,0.0385,1.3241,0.8596,1.2576,0.9247,0.6851,2.1909,0.6789,2.3283,1.9084,1.0329
2025-12-16,5.4803,0.0082,21.9863,11.9183,7.9122,0.0394,1.2924,0.8275,1.2572,0.9247,0.6851,2.1386,0.6270,2.3285,1.9084,1.0329
2025-12-15,5.6102,0.0128,21.9863,11.9343,7.9127,0.0385,1.3231,0.8588,1.2569,0.9247,0.6851,2.1893,0.6760,2.3287,1.9084,1.0329
2025-12-12,5.4681,0.0078,21.9863,11.9437,7.9147,0.0395,1.2896,0.8263,1.2563,0.9248,0.6851,2.1338,0.6235,2.3305,1.9086,1.0329
2025-12-11,5.4486,0.0062,21.9863,11.9477,7.9147,0.0397,1.2850,0.8226,1.2548,0.9247,0.6851,2.0820,0.5780,2.3305,1.9084,1.0329
2025-12-10,5.5290,0.0099,21.9863,11.9563,7.9159,0.0391,1.3039,0.8386,1.2546,0.9246,0.6851,2.1127,0.6048,2.3310,1.9084,1.0329
2025-12-09,5.4519,0.0066,21.9863,11.9676,7.9161,0.0396,1.2857,0.8238,1.2545,0.9243,0.6851,2.0833,0.5788,2.3313,1.9084,1.0329
2025-12-08,5.5112,0.0086,21.9863,11.9797,7.9161,0.0392,1.2997,0.8345,1.2538,0.9243,0.6851,2.1059,0.5990,2.3325,1.9084,1.0329
2025-12-05,5.4445,0.0058,21.9863,11.9893,7.9162,0.0397,1.2840,0.8239,1.2537,0.9239,0.6851,2.0805,0.5770,2.3326,1.9086,1.0329
2025-12-04,5.2066,0.0000,21.9863,11.9894,7.9200,0.0415,1.2279,0.7896,1.2532,0.9238,0.6851,1.9895,0.5311,2.3326,1.9084,1.0329
2025-12-03,5.2244,0.0000,21.9863,11.9906,7.9209,0.0414,1.2321,0.7921,1.2532,0.9238,0.6851,1.9964,0.5356,2.3330,1.9084,1.0329
2025-12-02,5.3016,0.0004,21.9863,11.9941,7.9278,0.0408,1.2503,0.7987,1.2532,0.9238,0.6851,2.0258,0.5463,2.3332,1.9084,1.0329
2025-12-01,5.3422,0.0016,21.9863,12.0068,7.9285,0.0404,1.2599,0.8049,1.2532,0.9237,0.6851,2.0414,0.5529,2.3335,1.9084,1.0329
2025-11-28,5.3341,0.0012,21.9863,12.0177,7.9311,0.0405,1.2580,0.8045,1.2528,0.9236,0.6851,2.0383,0.5510,2.3348,1.9086,1.0329
2025-11-27,5.3325,0.0008,21.9863,12.0368,7.9395,0.0405,1.2576,0.8044,1.2518,0.9235,0.6851,2.0376,0.5508,2.3348,1.9084,1.0329
2025-11-26,5.3544,0.0012,21.9863,12.0570,7.9420,0.0404,1.2628,0.8061,1.2502,0.9234,0.6851,2.0460,0.5550,2.3351,1.9084,1.0329
2025-11-25,5.3511,0.0008,21.9863,12.0603,7.9424,0.0404,1.2620,0.8061,1.2492,0.9233,0.6851,2.0448,0.5541,2.3356,1.9084,1.0329
2025-11-24,5.2585,0.0000,21.9863,12.0703,7.9435,0.0411,1.2401,0.7974,1.2478,0.9231,0.6851,2.0094,0.5418,2.3388,1.9084,1.0329
2025-11-21,5.3121,0.0000,21.9863,12.0805,7.9493,0.0407,1.2528,0.8016,1.2478,0.9231,0.6851,2.0299,0.5473,2.3394,1.9086,1.0329
2025-11-20,5.5071,0.0033,21.9863,12.0845,7.9498,0.0392,1.2988,0.8333,1.2460,0.9231,0.6851,2.1044,0.5920,2.3394,1.9084,1.0329
2025-11-19,5.5396,0.0041,21.9863,12.0897,7.9498,0.0390,1.3064,0.8419,1.2449,0.9231,0.6851,2.1168,0.6007,2.3398,1.9084,1.0329
2025-11-18,5.4421,0.0012,21.9863,12.0914,7.9505,0.0397,1.2834,0.8230,1.2448,0.9229,0.6851,2.0795,0.5727,2.3403,1.9084,1.0329
2025-11-17,5.4990,0.0021,21.9863,12.0953,7.9518,0.0393,1.2968,0.8320,1.2447,0.9227,0.6851,2.1013,0.5879,2.3411,1.9084,1.0329
2025-11-14,5.5412,0.0033,21.9863,12.1002,7.9521,0.0390,1.3068,0.8424,1.2425,0.9220,0.6851,2.1174,0.5996,2.3421,1.9086,1.0329
2025-11-13,5.6354,0.0045,21.9863,12.1018,7.9539,0.0383,1.3290,0.8662,1.2385,0.9220,0.6851,2.1534,0.6282,2.3421,1.9084,1.0329
2025-11-12,5.6435,0.0045,21.9863,12.1055,7.9601,0.0383,1.3309,0.8691,1.2369,0.9219,0.6851,2.1565,0.6303,2.3431,1.9084,1.0329
2025-11-11,5.4494,0.0012,21.9863,12.1095,7.9601,0.0396,1.2852,0.8267,1.2361,0.9215,0.6851,2.0823,0.5731,2.3431,1.9084,1.0329
2025-11-10,5.5737,0.0029,21.9863,12.1234,7.9601,0.0388,1.3145,0.8510,1.2357,0.9215,0.6851,2.1298,0.6110,2.3437,1.9084,1.0329
2025-11-07,5.4616,0.0012,21.9863,12.1381,7.9606,0.0396,1.2880,0.8288,1.2350,0.9219,0.6851,2.0870,0.5765,2.3450,1.9086,1.0329
2025-11-06,5.5030,0.0012,21.9863,12.1417,7.9635,0.0393,1.2978,0.8345,1.2349,0.9215,0.6851,2.1028,0.5883,2.3450,1.9084,1.0329
2025-11-05,5.3828,0.0000,21.9863,12.1477,7.9642,0.0401,1.2695,0.8156,1.2306,0.9215,0.6851,2.0569,0.5570,2.3451,1.9084,1.0329
2025-11-04,5.4218,0.0004,21.9863,12.1518,7.9642,0.0399,1.2787,0.8246,1.2305,0.9210,0.6851,2.0718,0.5681,2.3454,1.9084,1.0329
2025-11-03,5.4056,0.0000,21.9863,12.1592,7.9648,0.0400,1.2748,0.8209,1.2305,0.9207,0.6851,2.0656,0.5644,2.3460,1.9084,1.0329
2025-10-31,5.5079,0.0000,21.9863,12.1763,7.9662,0.0392,1.2990,0.8358,1.2303,0.9204,0.6851,2.1047,0.5889,2.3462,1.9086,1.0329
2025-10-30,7.3861,0.1107,21.9863,12.1878,7.9668,0.0375,1.5045,0.9819,1.2302,0.9203,0.6851,2.6518,0.9041,2.3462,1.9084,1.0329
2025-10-29,7.2975,0.1025,21.9863,12.2019,7.9689,0.0380,1.4865,0.9774,1.2275,0.9200,0.6851,2.6200,0.8979,2.3462,1.9084,1.0329
2025-10-28,7.1902,0.0926,21.9863,12.2065,7.9706,0.0385,1.4647,0.9667,1.2264,0.9198,0.6851,2.5815,0.8921,2.3462,1.9084,1.0329
2025-10-27,7.2840,0.1009,21.9863,12.2151,7.9710,0.0380,1.4838,0.9765,1.2264,0.9197,0.6851,2.6151,0.8975,2.3462,1.9084,1.0329
2025-10-24,7.1652,0.0885,21.9863,12.2411,7.9724,0.0387,1.4596,0.9658,1.2252,0.9196,0.6851,2.5725,0.8897,2.3462,1.9086,1.0329
2025-10-23,7.1673,0.0885,21.9863,12.2449,7.9797,0.0387,1.4600,0.9662,1.2250,0.9195,0.6851,2.5732,0.8905,2.3462,1.9084,1.0329
2025-10-22,7.1548,0.0865,21.9863,12.2499,7.9807,0.0387,1.4574,0.9654,1.2233,0.9193,0.6851,2.5687,0.8893,2.3462,1.9084,1.0329
2025-10-21,7.1152,0.0819,21.9863,12.2524,7.9837,0.0389,1.4494,0.9629,1.2218,0.9192,0.6851,2.5545,0.8864,2.3462,1.9084,1.0329
2025-10-20,7.0069,0.0725,21.9863,12.2595,7.9841,0.0395,1.4273,0.9539,1.2216,0.9190,0.6851,2.5156,0.8757,2.3462,1.9084,1.0329
2025-10-17,6.9756,0.0708,21.9863,12.2678,7.9845,0.0397,1.4209,0.9494,1.2206,0.9189,0.6851,2.5044,0.8749,2.3460,1.9086,1.0329
2025-10-16,7.1496,0.0848,21.9863,12.2718,7.9856,0.0388,1.4564,0.9654,1.2174,0.9189,0.6851,2.5669,0.8893,2.3454,1.9084,1.0329
2025-10-15,7.0704,0.0774,21.9863,12.2770,7.9878,0.0392,1.4402,0.9584,1.2160,0.9186,0.6851,2.5384,0.8818,2.3451,1.9084,1.0329
2025-10-14,6.8235,0.0576,21.9863,12.2787,7.9889,0.0406,1.3900,0.9255,1.2144,0.9182,0.6851,2.4498,0.8617,2.3450,1.9084,1.0329
2025-10-13,6.4777,0.0354,21.9863,12.2811,7.9923,0.0428,1.3195,0.8608,1.2141,0.9178,0.6851,2.3256,0.7843,2.3440,1.9084,1.0329
2025-10-10,6.5318,0.0379,21.9863,12.2856,7.9971,0.0424,1.3305,0.8733,1.2136,0.9172,0.6851,2.3451,0.8008,2.3440,1.9086,1.0329
2025-10-09,6.4339,0.0321,21.9863,12.2902,7.9992,0.0431,1.3106,0.8559,1.2120,0.9170,0.6851,2.3099,0.7707,2.3437,1.9084,1.0329
2025-09-30,6.3714,0.0280,21.9863,12.2949,8.0013,0.0435,1.2979,0.8420,1.2120,0.9168,0.6851,2.2875,0.7502,2.3437,1.9086,1.0329
2025-09-29,6.4287,0.0313,21.9863,12.2949,8.0074,0.0431,1.3095,0.8551,1.2113,0.9166,0.6839,2.3080,0.7695,2.3437,1.9086,1.0329
2025-09-26,6.2891,0.0247,21.9863,12.2966,8.0074,0.0441,1.2811,0.8334,1.2110,0.9161,0.6830,2.2579,0.7240,2.3437,1.9097,1.0329
2025-09-25,6.1703,0.0206,21.9863,12.2982,8.0081,0.0449,1.2569,0.8189,1.2080,0.9160,0.6830,2.2153,0.6897,2.3437,1.9086,1.0329
2025-09-24,6.2110,0.0222,21.9863,12.2982,8.0095,0.0446,1.2652,0.8214,1.2044,0.9160,0.6830,2.2299,0.7029,2.3437,1.9086,1.0329
2025-09-23,6.2151,0.0222,21.9863,12.3032,8.0095,0.0446,1.2660,0.8226,1.2041,0.9160,0.6830,2.2314,0.7053,2.3437,1.9086,1.0329
2025-09-22,6.1547,0.0202,21.9863,12.3189,8.0102,0.0450,1.2537,0.8177,1.2037,0.9160,0.6830,2.2097,0.6860,2.3437,1.9086,1.0329
2025-09-19,6.1255,0.0185,21.9863,12.3639,8.0116,0.0452,1.2478,0.8161,1.1999,0.9157,0.6830,2.1992,0.6754,2.3437,1.9097,1.0329
2025-09-18,6.2203,0.0218,21.9863,12.3707,8.0136,0.0445,1.2671,0.8243,1.1994,0.9156,0.6830,2.2332,0.7066,2.3437,1.9086,1.0329
2025-09-17,6.3287,0.0235,21.9863,12.3707,8.0136,0.0438,1.2892,0.8379,1.1990,0.9156,0.6830,2.2721,0.7395,2.3437,1.9086,1.0329
2025-09-16,6.3860,0.0251,21.9863,12.3707,8.0138,0.0434,1.3008,0.8453,1.1961,0.9156,0.6817,2.2927,0.7551,2.3437,1.9086,1.0329
2025-09-15,6.4787,0.0305,21.9863,12.3707,8.0213,0.0428,1.3197,0.8617,1.1959,0.9150,0.6817,2.3260,0.7856,2.3437,1.9086,1.0329
2025-09-12,6.6141,0.0370,21.9863,12.3639,8.0228,0.0419,1.3473,0.8848,1.1948,0.9148,0.6815,2.3746,0.8256,2.3437,1.9097,1.0329
2025-09-11,6.7485,0.0465,21.9863,12.3707,8.0243,0.0411,1.3747,0.9099,1.1936,0.9148,0.6815,2.4229,0.8481,2.3431,1.9086,1.0329
2025-09-10,6.5870,0.0350,21.9863,12.3707,8.0268,0.0421,1.3418,0.8831,1.1923,0.9148,0.6815,2.3649,0.8156,2.3431,1.9086,1.0329
2025-09-09,6.5943,0.0350,21.9863,12.3707,8.0280,0.0420,1.3433,0.8835,1.1919,0.9147,0.6815,2.3675,0.8202,2.3421,1.9086,1.0329
2025-09-08,6.5350,0.0325,21.9863,12.3792,8.0283,0.0424,1.3312,0.8770,1.1903,0.9145,0.6815,2.3462,0.8037,2.3416,1.9086,1.0329
2025-09-05,6.5975,0.0346,21.9863,12.3804,8.0291,0.0420,1.3439,0.8840,1.1902,0.9144,0.6815,2.3686,0.8215,2.3411,1.9097,1.0329
2025-09-04,6.5433,0.0329,21.9863,12.3817,8.0301,0.0423,1.3329,0.8794,1.1862,0.9143,0.6815,2.3492,0.8066,2.3403,1.9086,1.0329
2025-09-03,6.6037,0.0342,21.9863,12.3901,8.0301,0.0420,1.3452,0.8843,1.1854,0.9142,0.6815,2.3709,0.8234,2.3398,1.9084,1.0329
