date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,3.079,112100000000,36311000000,0.0811
2025-12-31,3.0565,109443000000,110916000000,0.1519
2025-09-30,2.5429,96523000000,90174000000,0.0156
2025-06-30,3.1354,93137000000,58719000000,-0.0391
2025-03-31,3.3938,91398000000,33588000000,-0.1081
2024-12-31,3.6706,95201000000,96290000000,0.0518
2024-09-30,5.073,99204000000,88788000000,0.1153
2024-06-30,8.8735,85250000000,61107000000,-0.0672
2024-03-31,13.4955,88969000000,37658000000,-0.015
2023-12-31,10.5034,89487000000,91548000000,0.0242
2023-09-30,6.6784,93025000000,79611000000,0.1016
2023-06-30,6.6787,96041000000,65508000000,0.1534
2023-03-31,5.9399,90086000000,38233000000,0.0796
2022-12-31,9.0968,87598000000,89385000000,0.2103
2022-09-30,11.0388,87240000000,74309000000,0.2857
2022-06-30,9.2844,85664000000,57271000000,0.3614
2022-03-31,8.4043,80308000000,36149000000,0.3881
2021-12-31,4.9397,70602000000,73853000000,0.0993
2021-09-30,4.5796,66377000000,57798000000,0.0393
2021-06-30,3.9996,63507000000,42068000000,-0.016
2021-03-31,4.0411,61595000000,26043000000,-0.0925
2020-12-31,4.6988,64145000000,67179000000,0.5956
2020-09-30,5.4982,65896000000,55610000000,0.9798
2020-06-30,5.5027,62820000000,42750000000,1.4376
2020-03-31,3.8546,56016000000,28697000000,1.9316
2019-12-31,2.8916,37101000000,42102000000,2.058
2019-09-30,2.3551,25058000000,28088000000,1.6221
2019-06-30,2.1447,21209000000,17538000000,3.2414
2019-03-31,2.77,17313000000,9789000000,21.0184
2018-12-31,1.7377,5964000000,13768000000,0.7505
2018-09-30,1.7706,7964000000,10712000000,1.4716
2018-06-30,2.0394,9872000000,4135000000,1.9829
2018-03-31,1.9938,7268000000,-489000000,0.9002
2017-12-31,1.4608,4280000000,7865000000,0.073
2017-09-30,0.3549,-694000000,4334000000,-0.5586
2017-06-30,-1.1804,-7321000000,-4207000000,-1.4757
2017-03-31,-0.5004,-4114000000,-4900000000,-2.0155
2016-12-31,1.4829,5401000000,7330000000,-0.016
2016-09-30,2.4269,8960000000,9819000000,0.7062
2016-06-30,2.481,10046000000,8843000000,1.5759
