date,新华保险 - 人均净利润,新华保险 - 归属于母公司普通股股东的ROE,新华保险 - 经营活动产生的现金流量净额对营业利润的比率,归属于母公司普通股股东的净利润,净资产收益率(ROE),新华保险 - 最低资本,新华保险 - 杠杆倍数,总资产收益率(ROA),新华保险 - 净利润,经营活动产生的现金流量净额,基本每股收益,新华保险 - 归属于母公司普通股股东的扣除非经常性损益的净利润,"""新华保险-净现金流总额(单位: 元)""",新华保险 - 综合偿付能力充足率,新华保险 - 实际资本,新华保险 - 核心偿付能力充足率,新华保险 - 归属于母公司普通股股东的扣非加权ROE,新华保险 - 归属于母公司普通股股东的加权ROE,新华保险 - 扣非净利润占比,经营活动产生的现金流量净额对净利润的比率,新华保险 - 营业收入,新华保险 - 营业利润,新华保险 - 归属于母公司普通股股东的扣非ROE,新华保险 - 资产负债率,净利润率,新华保险 - 经营活动产生的现金流量净额对固定资产的比率,新华保险 - 人均营业收入,新华保险 - 自由现金流量,新华保险 - 核心资本
2025-12-31,1286821.1557,0.3492,2.9815,36284000000,0.3492,149032000000,17.0238,0.0202,36289000000,110916000000,11.63,33973000000,4539000000,2.1047,313672000000,1.3511,0.3248,0.3469,0.9363,3.0565,157745000000,37201000000,0.3270,0.9413,0.23,7.1853,5593695.1472,109443000000,201362000000
