日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=8.8600,=8.8600,=8.8600,=8.8600,=182232498375.64,=167305903922.0,=167305903921.62,,=2.2574,,,,
2026-07-02,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=2.2446,,,,
2026-07-01,=8.8400,=8.8400,=8.8400,=8.8400,=181821138334.16,=166928238224.0,=166928238224.28,,=2.2523,,,,
2026-06-30,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=2.3007,,,,
2026-06-29,=9.0600,=9.0600,=9.0600,=9.0600,=186346098790.44,=171082560895.0,=171082560895.02,,=2.3083,,,,
2026-06-26,=8.9300,=8.9300,=8.9300,=8.9300,=183672258520.82,=168627733862.0,=168627733862.31,,=2.2752,,,,
2026-06-25,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=2.2879,,,,
2026-06-24,=8.8100,=8.8100,=8.8100,=8.8100,=181204098271.94,=166361739678.0,=166361739678.27,,=2.2446,,,,
2026-06-23,=9.0300,=9.0300,=9.0300,=9.0300,=185729058728.22,=170516062349.0,=170516062349.01,,=2.3007,,,,
2026-06-22,=9.0800,=9.0800,=9.0800,=9.0800,=186757458831.92,=171460226592.0,=171460226592.36,,=2.3134,,,,
2026-06-18,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=2.3236,,,,
2026-06-17,=9.3000,=9.3000,=9.3000,=9.3000,=191282419288.2,=175614549263.0,=175614549263.1,,=2.3695,,,,
2026-06-16,=9.2300,=9.2300,=9.2300,=9.2300,=189842659143.02,=174292719322.0,=174292719322.41,,=2.3516,,,,
2026-06-15,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=174670385019.75,,=2.3567,,,,
2026-06-12,=9.2400,=9.2400,=9.2400,=9.2400,=190048339163.76,=174481552171.0,=174481552171.08,,=2.3542,,,,
2026-06-11,=9.1200,=9.1200,=9.1200,=9.1200,=187580178914.88,=172215557987.0,=172215557987.04,,=2.3236,,,,
2026-06-10,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=2.3109,,,,
2026-06-09,=9.0700,=9.0700,=9.0700,=9.0700,=186551778811.18,=171271393744.0,=171271393743.69,,=2.3109,,,,
2026-06-08,=8.9800,=8.9800,=8.9800,=8.9800,=184700658624.52,=169571898106.0,=169571898105.66,,=2.2879,,,,
2026-06-05,=8.9900,=8.9900,=8.9900,=8.9900,=184906338645.26,=169760730954.0,=169760730954.33,,=2.2905,,,,
2026-06-04,=9.2500,=9.2500,=9.2500,=9.2500,=190254019184.5,=174670385020.0,=174670385019.75,,=2.3567,,,,
2026-06-03,=9.2600,=9.2600,=9.2600,=9.2600,=190459699205.24,=174859217868.0,=174859217868.42,,=2.3593,,,,
2026-06-02,=9.2800,=9.2800,=9.2800,=9.2800,=190871059246.72,=175236883566.0,=175236883565.76,,=2.3644,,,,
2026-06-01,=9.1800,=9.1800,=9.1800,=9.1800,=188814259039.32,=173348555079.0,=173348555079.06,,=2.3389,,,,
2026-05-29,=9.0400,=9.0400,=9.0400,=9.0400,=185934738748.96,=170704895198.0,=170704895197.68,,=2.3032,,,,
2026-05-28,=8.8400,=8.8400,=8.8400,=8.8400,=181821138334.16,=166928238224.0,=166928238224.28,,=2.2523,,,,
2026-05-27,=8.7200,=8.7200,=8.7200,=8.7200,=179352978085.28,=164662244040.0,=164662244040.24,,=2.2217,,,,
2026-05-26,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=2.2293,,,,
2026-05-25,=8.7500,=8.7500,=8.7500,=8.7500,=179970018147.5,=165228742586.0,=165228742586.25,,=2.2293,,,,
2026-05-22,=8.7100,=8.7100,=8.7100,=8.7100,=179147298064.54,=164473411192.0,=164473411191.57,,=2.2192,,,,
2026-05-21,=8.7400,=8.7400,=8.7400,=8.7400,=179764338126.76,=165039909738.0,=165039909737.58,,=2.2268,,,,
