date,所有者权益合计,流动负债合计,毛利率(GM),资本回报率(ROIC),归属于母公司普通股股东的净利润,净利润率,经营活动产生的现金流量净额对净利润的比率,有息负债率,负债合计,速动比率,基本每股收益,营业收入,货币资金,长期负债合计,经营活动产生的现金流量净额,资产负债率,净资产收益率(ROE),应收账款,流动比率,总资产收益率(ROA),流动资产合计,自由现金流量,资产合计
2026-03-31,39138221825,736081278,0.3769,0.1638,1711539612,0.1944,1.1563,0.2785,34200373794,1.4833,0.66,10413026492,148755381324,7293169499,357002919,0.4663,0.2341,6360195689,1.7908,0.1292,0,4373703598,73338595619
