date,经营活动产生的现金流量净额,流动负债合计,归属于母公司普通股股东的净利润,有息负债率,所有者权益合计,毛利率(GM),应收账款,流动比率,经营活动产生的现金流量净额对净利润的比率,基本每股收益,资本回报率(ROIC),资产合计,长期负债合计,资产负债率,净利润率,净资产收益率(ROE),负债合计,总资产收益率(ROA),速动比率,流动资产合计,自由现金流量,营业收入,货币资金
2026-03-31,6856917191,6809432419,3717707874,0.4182,124061543730,0.1347,15042627538,0.7235,2.6211,1.19,0.0694,347671953730,48476026201,0.6432,0.0701,0.1298,223610409999,0.0452,0.5074,0,13244759205,54052165361,248715970685.7
