date,经营活动产生的现金流量净额,累积同比,自由现金流量,经营活动产生的现金流量净额对净利润的比率
2026-03-31,59825000000,-0.3571,199111000000,6.6665
2025-12-31,235516000000,1.7706,232319000000,7.9758
2025-09-30,222407000000,0.7792,178954000000,6.2839
2025-06-30,168041000000,0.2739,117565000000,4.2703
2025-03-31,93060000000,-0.025,78957000000,2.9887
2024-12-31,85005000000,-0.5097,81257000000,3.1228
2024-09-30,125004000000,-0.1609,145503000000,5.5381
2024-06-30,131911000000,1.2617,243573000000,9.3855
2024-03-31,95445000000,-0.3479,119139000000,4.7057
2023-12-31,173372000000,0.8294,170431000000,6.77
2023-09-30,148980000000,2.8709,202892000000,8.108
2023-06-30,58323000000,-0.4347,46973000000,2.0093
2023-03-31,146356000000,-0.0311,87303000000,3.7476
2022-12-31,94768000000,3.1273,91917000000,4.0968
2022-09-30,38487000000,2.5774,15617000000,0.8156
2022-06-30,103177000000,15.2945,49946000000,2.4519
2022-03-31,151057000000,18.2233,96082000000,4.7919
2021-12-31,-44549000000,-1.7331,-47067000000,-2.2719
2021-09-30,-24399000000,-1.6449,-3386761000,-0.0808
2021-06-30,6332000000,-0.936,-33837505000,-1.8912
2021-03-31,7858000000,-0.868,7281332000,0.5729
2020-12-31,60771000000,0.5065,59032000000,4.015
2020-09-30,37836772000,-0.4038,51426060000,3.7081
2020-06-30,98878195000,0.1607,128280705000,8.8604
2020-03-31,59542932000,2.5255,136212144000,9.6559
2019-12-31,40338631000,1.7913,37748420000,2.925
2019-09-30,24861774000,1.3746,39242758000,3.0859
2019-06-30,8126198000,1.2132,-4692782000,-0.3817
2019-03-31,-39032749000,-52.1664,-90420645000,-7.6868
2018-12-31,-50979147000,-3.832,-52269634000,-4.5433
2018-09-30,-66369868000,-2.4102,-31054910000,-2.6459
2018-06-30,-38123408000,-0.8854,-2248675000,0.0095
2018-03-31,762859000,-0.9349,4487230000,0.717
2017-12-31,18000979000,-0.8355,17002809000,1.9241
2017-09-30,-19461923000,-1.2278,2678251000,0.5091
2017-06-30,-20220612000,-1.2184,-4847765000,-0.4012
2017-03-31,11718653000,-0.8558,38414573000,4.8901
2016-12-31,109411852000,4.5935,107945894000,13.9864
2016-09-30,85443043000,18.4118,109058554000,14.507
2016-06-30,92582050000,1.4187,72835235000,10.3375
