date,市值(元),股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2024-01-08,191896324773.44,0.0169,6.9825,0.0008,20.8222,14.3500,9.6099,7.6254,0.2340,16.2469,11.0871,7.3329,32.7507,0.1851,61.2172,46.0344,33.1138
2024-01-05,194342989012.8,0.0167,7.0715,0.0021,20.8222,14.3514,9.6107,7.7226,0.2423,16.2469,11.1069,7.3329,33.1683,0.2038,61.2172,46.0395,33.1181
2024-01-04,199125105480.64,0.0163,7.2455,0.0029,20.8222,14.3543,9.6110,7.9126,0.2619,16.2469,11.1080,7.3329,33.9845,0.2246,61.2172,46.0555,33.1181
2024-01-03,206020250155.2,0.0157,7.4964,0.0100,20.8278,14.3571,9.6110,8.1866,0.2939,16.2474,11.1091,7.3306,35.1612,0.2629,61.2262,46.0715,33.1138
2024-01-02,206965552247.68,0.0157,7.5308,0.0108,20.8278,14.3575,9.6182,8.2242,0.2982,16.2474,11.1096,7.3306,35.3226,0.2679,61.2262,46.0745,33.1138
2023-12-29,211024790644.8,0.0154,7.6785,0.0145,20.8278,14.3579,9.6280,8.3855,0.3154,16.2474,11.1101,7.3306,36.0154,0.2888,61.2262,46.0776,33.1138
2023-12-28,210524336595.84,0.0154,7.6603,0.0133,20.8278,14.3670,9.6319,8.3656,0.3134,16.2474,11.1125,7.3306,35.9299,0.2839,61.2262,46.0822,33.1138
2023-12-27,201738587736.32,0.0161,7.3406,0.0042,20.8278,14.3762,9.6326,8.0165,0.2720,16.2474,11.1148,7.3306,34.4305,0.2375,61.2262,46.0867,33.1138
2023-12-26,201293739692.8,0.0161,7.3244,0.0033,20.8285,14.3787,9.6326,7.9988,0.2696,16.2510,11.1222,7.3201,34.3546,0.2351,61.2280,46.0867,33.1138
2023-12-25,201849799747.2,0.0161,7.3446,0.0037,20.8285,14.3812,9.6346,8.0209,0.2727,16.2510,11.1295,7.3201,34.4495,0.2386,61.2280,46.0867,33.1138
2023-12-22,199180711486.08,0.0163,7.2475,0.0029,20.8285,14.3835,9.6380,7.9148,0.2628,16.2510,11.1321,7.3201,33.9939,0.2254,61.2280,46.1070,33.1138
2023-12-21,195677533143.36,0.0166,7.1200,0.0025,20.8285,14.3858,9.6388,7.7756,0.2508,16.2510,11.1347,7.3201,33.3961,0.2134,61.2280,46.1272,33.1138
2023-12-20,188837994474.24,0.0172,6.8712,0.0000,20.8285,14.3898,9.6389,7.5038,0.2256,16.2510,11.1354,7.3201,32.2288,0.1681,61.2280,46.1312,33.1138
2023-12-19,190951022680.96,0.0170,6.9481,0.0000,20.8321,14.3938,9.6389,7.5878,0.2311,16.2539,11.1361,7.3165,32.5894,0.1803,61.3292,46.1352,33.1138
2023-12-18,192118748795.2,0.0169,6.9905,0.0000,20.8321,14.3991,9.6416,7.6342,0.2357,16.2539,11.1374,7.3165,32.7887,0.1870,61.3292,46.1433,33.1138
2023-12-15,192897232871.36,0.0168,7.0189,0.0000,20.8321,14.4044,9.6639,7.6651,0.2379,16.2539,11.1387,7.3165,32.9216,0.1904,61.3292,46.1514,33.1181
2023-12-14,193675716947.52,0.0167,7.0472,0.0000,20.8321,14.4044,9.6656,7.6961,0.2414,16.2539,11.1431,7.3165,33.0544,0.1942,61.3292,46.1714,33.1230
2023-12-13,194621019040.0,0.0167,7.0816,0.0000,20.8321,14.4044,9.6746,7.7336,0.2427,16.2539,11.1475,7.3165,33.2157,0.2043,61.3292,46.1913,33.1277
2023-12-12,203351161894.08,0.0160,7.3993,0.0017,20.8365,14.4047,9.6746,8.0805,0.2799,16.2914,11.1477,7.3158,34.7057,0.2445,61.3731,46.1916,33.1230
2023-12-11,204185251975.68,0.0159,7.4296,0.0029,20.8365,14.4050,9.6794,8.1137,0.2838,16.2914,11.1480,7.3158,34.8481,0.2487,61.3731,46.1918,33.1230
2023-12-08,202127829774.4,0.0160,7.3547,0.0004,20.8365,14.4120,9.6828,8.0319,0.2714,16.2914,11.1593,7.3158,34.4969,0.2376,61.3731,46.1998,33.1230
2023-12-07,202350253796.16,0.0160,7.3628,0.0004,20.8365,14.4190,9.6837,8.0408,0.2736,16.2914,11.1707,7.3158,34.5349,0.2381,61.3731,46.2078,33.1230
2023-12-06,202405859801.6,0.0160,7.3649,0.0004,20.8365,14.4216,9.6844,8.0430,0.2741,16.2914,11.1774,7.3158,34.5444,0.2382,61.3731,46.2155,33.1230
2023-12-05,204074039964.8,0.0159,7.4256,0.0008,20.8435,14.4242,9.6844,8.1093,0.2818,16.2932,11.1841,7.3148,34.8291,0.2471,61.4093,46.2233,33.1181
2023-12-04,204352069992.0,0.0159,7.4357,0.0017,20.8435,14.4250,9.6875,8.1203,0.2827,16.2932,11.1842,7.3148,34.8765,0.2484,61.4093,46.2479,33.1181
2023-12-01,207521612302.08,0.0156,7.5510,0.0033,20.8435,14.4259,9.7020,8.2463,0.2954,16.2932,11.1843,7.3148,35.4175,0.2653,61.4093,46.2726,33.1181
2023-11-30,211914486731.84,0.0153,7.7108,0.0088,20.8435,14.4283,9.7063,8.4208,0.3152,16.2932,11.1865,7.3148,36.1672,0.2892,61.4093,46.2746,33.1181
2023-11-29,210246306568.64,0.0154,7.6501,0.0050,20.8435,14.4306,9.7136,8.3545,0.3078,16.2932,11.1887,7.3148,35.8825,0.2776,61.4093,46.2766,33.1181
2023-11-28,211191608661.12,0.0154,7.6845,0.0059,20.8581,14.4323,9.7136,8.3921,0.3104,16.2991,11.1898,7.3145,36.0438,0.2828,61.4410,46.2766,33.1138
2023-11-27,208466914394.56,0.0156,7.5854,0.0034,20.8581,14.4341,9.7367,8.2838,0.2992,16.2991,11.1909,7.3145,35.5788,0.2691,61.4410,46.2766,33.1138
2023-11-24,211191608661.12,0.0154,7.6845,0.0055,20.8581,14.4398,9.7376,8.3921,0.3103,16.2991,11.1915,7.3145,36.0438,0.2826,61.4410,46.2989,33.1138
2023-11-23,210802366623.04,0.0154,7.6704,0.0046,20.8581,14.4456,9.7423,8.3766,0.3079,16.2991,11.1921,7.3145,35.9774,0.2798,61.4410,46.3211,33.1138
2023-11-22,211302820672.0,0.0154,7.6886,0.0050,20.8581,14.4467,9.7433,8.3965,0.3105,16.2991,11.1954,7.3145,36.0628,0.2833,61.4410,46.3302,33.1138
2023-11-21,212581758797.12,0.0153,7.7351,0.0071,20.8918,14.4479,9.7433,8.4473,0.3153,16.3174,11.1987,7.3095,36.2811,0.2897,61.5202,46.3394,33.1138
2023-11-20,213582666895.04,0.0152,7.7715,0.0088,20.8918,14.4624,9.7486,8.4871,0.3200,16.3174,11.2021,7.3095,36.4519,0.2974,61.5202,46.3496,33.1138
2023-11-17,211858880726.4,0.0153,7.7088,0.0055,20.8918,14.4769,9.7501,8.4186,0.3130,16.3174,11.2054,7.3095,36.1577,0.2870,61.5202,46.3598,33.1138
2023-11-16,213249030862.4,0.0152,7.7594,0.0071,20.8918,14.4770,9.7564,8.4739,0.3186,16.3174,11.2054,7.3095,36.3950,0.2947,61.5202,46.3735,33.1138
2023-11-15,217697511297.6,0.0149,7.9213,0.0097,20.8918,14.4771,9.7573,8.6506,0.3318,16.3174,11.2054,7.3095,37.1542,0.3200,61.5202,46.3872,33.1138
2023-11-14,213249030862.4,0.0152,7.7594,0.0072,20.9262,14.4780,9.7573,8.4739,0.3189,16.3596,11.2207,7.2929,36.3950,0.2949,61.5224,46.3899,33.1132
2023-11-13,212692970808.0,0.0153,7.7392,0.0067,20.9262,14.4790,9.7628,8.4518,0.3161,16.3596,11.2360,7.2929,36.3001,0.2904,61.5224,46.3927,33.1132
2023-11-10,213304636867.84,0.0152,7.7614,0.0067,20.9262,14.4883,9.7647,8.4761,0.3187,16.3596,11.2362,7.2929,36.4045,0.2952,61.5224,46.4240,33.1132
2023-11-09,214138726949.44,0.0151,7.7918,0.0067,20.9262,14.4976,9.7691,8.5092,0.3214,16.3596,11.2364,7.2929,36.5468,0.2987,61.5224,46.4553,33.1132
2023-11-08,211414032682.88,0.0153,7.6926,0.0051,20.9262,14.4994,9.7721,8.4009,0.3123,16.3596,11.2404,7.2929,36.0818,0.2857,61.5224,46.4569,33.1132
2023-11-07,211858880726.4,0.0153,7.7088,0.0051,20.9439,14.5013,9.7721,8.4186,0.3137,16.3960,11.2443,7.2918,36.1577,0.2875,61.5290,46.4585,33.1051
2023-11-06,210969184639.36,0.0154,7.6764,0.0046,20.9439,14.5025,9.7821,8.3833,0.3104,16.3960,11.2462,7.2918,36.0059,0.2834,61.5290,46.4638,33.1051
2023-11-03,208689338416.32,0.0155,7.5935,0.0034,20.9439,14.5036,9.7866,8.2927,0.3021,16.3960,11.2480,7.2918,35.6168,0.2713,61.5290,46.4691,33.1051
2023-11-02,204963736051.84,0.0158,7.4579,0.0017,20.9439,14.5067,9.7893,8.1446,0.2879,16.3960,11.2678,7.2918,34.9809,0.2533,61.5290,46.4884,33.1051
2023-11-01,206576310209.6,0.0157,7.5166,0.0025,20.9439,14.5099,9.7893,8.2087,0.2948,16.3960,11.2877,7.2918,35.2561,0.2627,61.5290,46.5077,33.1051
2023-10-31,209356610481.6,0.0155,7.6178,0.0030,20.9439,14.5149,9.7893,8.3192,0.3046,16.4322,11.2886,7.2913,35.7307,0.2729,61.5313,46.5580,33.1029
2023-10-30,210579942601.28,0.0154,8.0220,0.0072,20.9439,14.5199,9.7954,8.4087,0.3115,16.4322,11.2895,7.2913,35.6878,0.2718,61.5313,46.6083,33.1029
2023-10-27,207577218307.52,0.0156,7.9076,0.0047,20.9439,14.5213,9.8018,8.2888,0.3015,16.4322,11.2916,7.2913,35.1789,0.2609,61.5313,46.6096,33.1029
2023-10-26,196066775181.44,0.0165,7.4692,0.0017,20.9439,14.5226,9.8106,7.8292,0.2568,16.4322,11.2938,7.2913,33.2282,0.2077,61.5313,46.6108,33.1029
2023-10-25,194899049067.2,0.0166,7.4247,0.0004,20.9439,14.5292,9.8144,7.7826,0.2531,16.4322,11.2947,7.2913,33.0303,0.1959,61.5313,46.6336,33.1029
2023-10-24,192341172816.96,0.0169,7.3272,0.0000,20.9478,14.5358,9.8144,7.6804,0.2434,16.4398,11.2956,7.2841,32.5968,0.1833,61.5546,46.6564,33.1029
2023-10-23,195010261078.08,0.0166,7.4289,0.0000,20.9478,14.5400,9.8175,7.7870,0.2529,16.4398,11.2999,7.2841,33.0491,0.1961,61.5546,46.6583,33.1051
2023-10-20,195121473088.96,0.0166,7.4331,0.0000,20.9478,14.5442,9.8285,7.7914,0.2530,16.4398,11.3041,7.2841,33.0680,0.1970,61.5546,46.6603,33.1132
2023-10-19,197012077273.92,0.0165,7.5052,0.0000,20.9478,14.5451,9.8300,7.8669,0.2599,16.4398,11.3054,7.2841,33.3884,0.2124,61.5546,46.6671,33.1138
2023-10-18,202850707845.12,0.0160,7.7276,0.0004,20.9478,14.5460,9.8302,8.1001,0.2816,16.4398,11.3066,7.2841,34.3779,0.2354,61.5546,46.6739,33.1138
2023-10-17,202850707845.12,0.0160,7.7276,0.0004,20.9690,14.5492,9.8302,8.1001,0.2817,16.4412,11.3094,7.2836,34.3779,0.2355,61.5702,46.6753,33.1132
2023-10-16,199347529502.4,0.0163,7.5941,0.0000,20.9690,14.5523,9.8316,7.9602,0.2657,16.4412,11.3121,7.2836,33.7842,0.2194,61.5702,46.6767,33.1132
2023-10-13,216418573172.48,0.0150,8.2445,0.0217,20.9690,14.5557,9.8394,8.6419,0.3244,16.4412,11.3356,7.2836,36.6773,0.2972,61.5702,46.6802,33.1132
2023-10-12,223035687819.84,0.0145,8.4965,0.0446,20.9690,14.5591,9.8457,8.9061,0.3526,16.4412,11.3591,7.2836,37.7987,0.3233,61.5702,46.6838,33.1132
2023-10-11,224425837955.84,0.0145,8.5495,0.0497,20.9690,14.5658,9.8488,8.9616,0.3583,16.4412,11.3632,7.2836,38.0343,0.3264,61.5702,46.6856,33.1132
2023-10-10,212804182818.88,0.0152,8.1068,0.0077,20.9936,14.5726,9.8488,8.4975,0.3146,16.4748,11.3673,7.2813,36.0647,0.2802,61.5868,46.6874,33.1051
2023-10-09,211358426677.44,0.0153,8.0517,0.0047,20.9936,14.5734,9.8520,8.4398,0.3109,16.4748,11.3748,7.2813,35.8197,0.2731,61.5868,46.7250,33.1051
2023-09-28,211247214666.56,0.0154,8.0474,0.0043,20.9936,14.5741,9.8582,8.4354,0.3102,16.4748,11.3823,7.2813,35.8009,0.2719,61.5868,46.7627,33.1051
2023-09-27,217030239232.32,0.0149,8.2678,0.0226,20.9936,14.5784,9.8608,8.6663,0.3269,16.4748,11.3929,7.2813,36.7810,0.2997,61.5868,46.7641,33.1051
2023-09-26,211136002655.68,0.0154,8.0432,0.0034,20.9936,14.5827,9.8608,8.4309,0.3101,16.4748,11.4036,7.2813,35.7820,0.2713,61.5868,46.7655,33.1051
2023-09-25,213582666895.04,0.0152,8.1364,0.0089,21.0085,14.5830,9.8608,8.5286,0.3166,16.5024,11.4040,7.2625,36.1967,0.2821,61.6394,46.7675,33.1029
2023-09-22,218531601379.2,0.0148,8.3249,0.0281,21.0085,14.5833,9.8626,8.7262,0.3329,16.5024,11.4044,7.2625,37.0354,0.3073,61.6394,46.7695,33.1029
2023-09-21,210301912574.08,0.0154,8.0114,0.0013,21.0085,14.5870,9.8639,8.3976,0.3092,16.5024,11.4079,7.2625,35.6407,0.2691,61.6394,46.7968,33.1029
2023-09-20,215028423036.48,0.0151,8.1915,0.0137,21.0085,14.5908,9.8645,8.5864,0.3195,16.5024,11.4114,7.2625,36.4417,0.2892,61.6394,46.8240,33.1029
2023-09-19,216585391188.8,0.0150,8.2508,0.0196,21.0085,14.5955,9.8692,8.6485,0.3231,16.5024,11.4184,7.2625,36.7056,0.2971,61.6394,46.8392,33.1029
2023-09-18,217197057248.64,0.0149,8.2741,0.0209,21.0153,14.6003,9.8692,8.6729,0.3266,16.5068,11.4253,7.2578,36.8092,0.2993,61.6456,46.8544,33.0728
2023-09-15,217308269259.52,0.0149,8.2783,0.0209,21.0153,14.6011,9.8736,8.6774,0.3268,16.5068,11.4352,7.2578,36.8281,0.2999,61.6456,46.8572,33.0728
2023-09-14,216974633226.88,0.0149,8.2656,0.0201,21.0153,14.6019,9.8802,8.6641,0.3256,16.5068,11.4451,7.2578,36.7715,0.2983,61.6456,46.8600,33.0728
2023-09-13,218809631406.4,0.0148,8.3355,0.0261,21.0153,14.6033,9.8827,8.7373,0.3326,16.5068,11.4508,7.2578,37.0825,0.3074,61.6456,46.8660,33.0728
2023-09-12,217975541324.8,0.0149,8.3038,0.0244,21.0153,14.6046,9.8909,8.7040,0.3285,16.5068,11.4565,7.2578,36.9412,0.3015,61.6456,46.8719,33.0728
2023-09-11,217030239232.32,0.0149,8.2678,0.0201,21.0170,14.6061,9.8909,8.6663,0.3261,16.5112,11.4632,7.2465,36.7810,0.2987,61.6456,46.8763,33.0728
2023-09-08,213860696922.24,0.0152,8.1470,0.0094,21.0170,14.6075,9.8944,8.5397,0.3185,16.5112,11.4699,7.2465,36.2438,0.2838,61.6456,46.8807,33.0728
2023-09-07,217530693281.28,0.0149,8.2868,0.0206,21.0170,14.6089,9.8961,8.6863,0.3272,16.5112,11.4704,7.2465,36.8658,0.3006,61.6456,46.8837,33.0728
2023-09-06,222868869803.52,0.0146,8.4902,0.0364,21.0170,14.6103,9.8976,8.8994,0.3470,16.5112,11.4710,7.2465,37.7704,0.3171,61.6456,46.8868,33.0728
2023-09-05,222368415754.56,0.0146,8.4711,0.0330,21.0170,14.6149,9.9046,8.8794,0.3446,16.5112,11.4802,7.2465,37.6856,0.3150,61.6456,46.8991,33.0728
2023-09-04,222646445781.76,0.0146,8.4817,0.0339,21.0173,14.6194,9.9046,8.8905,0.3461,16.5112,11.4894,7.2437,37.7328,0.3156,61.6534,46.9115,33.0719
2023-09-01,219365691460.8,0.0148,8.3567,0.0253,21.0173,14.6321,9.9084,8.7595,0.3338,16.5112,11.4904,7.2437,37.1768,0.3093,61.6534,46.9157,33.0719
2023-08-31,217419481270.4,0.0149,8.2826,0.0202,21.0173,14.6448,9.9118,8.6818,0.3275,16.5112,11.4914,7.2437,36.8469,0.3004,61.6534,46.9198,33.0719
2023-08-30,221423113662.08,0.0146,8.4351,0.0279,21.0173,14.6457,9.9179,8.8417,0.3409,16.5112,11.4914,7.2437,37.5254,0.3130,61.6534,46.9642,33.0719
2023-08-29,222424021760.0,0.0146,8.9436,0.0911,21.0173,14.6467,9.9239,8.7634,0.3342,16.5112,11.4914,7.2437,36.5574,0.2934,61.6534,47.0085,33.0719
2023-08-28,221423113662.08,0.0146,8.9034,0.0881,21.0252,14.6545,9.9239,8.7240,0.3300,16.5214,11.4929,7.2434,36.3929,0.2896,61.6577,47.0161,33.0682
2023-08-25,222868869803.52,0.0146,8.9615,0.0911,21.0252,14.6623,9.9302,8.7809,0.3340,16.5214,11.4943,7.2434,36.6305,0.2941,61.6577,47.0237,33.0682
2023-08-24,223980989912.32,0.0145,9.0062,0.0955,21.0252,14.6730,9.9324,8.8248,0.3381,16.5214,11.5087,7.2434,36.8133,0.2989,61.6577,47.0594,33.0682
2023-08-23,221478719667.52,0.0146,8.9056,0.0886,21.0252,14.6837,9.9349,8.7262,0.3305,16.5214,11.5230,7.2434,36.4020,0.2900,61.6577,47.0951,33.0682
2023-08-22,225148716026.56,0.0144,9.0532,0.0986,21.0252,14.6866,9.9386,8.8708,0.3418,16.5214,11.5242,7.2434,37.0052,0.3022,61.6577,47.0996,33.0682
2023-08-21,225760382086.4,0.0144,9.0778,0.1021,21.0310,14.6895,9.9386,8.8949,0.3437,16.5303,11.5254,7.2421,37.1058,0.3058,61.6978,47.1041,33.0615
2023-08-18,229930832494.4,0.0141,9.2455,0.1288,21.0310,14.6932,9.9519,9.0592,0.3576,16.5303,11.5384,7.2421,37.7912,0.3141,61.6978,47.1177,33.0615
2023-08-17,237604461245.12,0.0137,9.5540,0.1608,21.0310,14.6970,9.9553,9.3615,0.3759,16.5303,11.5513,7.2421,39.0524,0.3323,61.6978,47.1314,33.0615
2023-08-16,236269917114.56,0.0137,9.5004,0.1531,21.0310,14.6970,9.9553,9.3089,0.3743,16.5303,11.5528,7.2421,38.8331,0.3295,61.6978,47.1365,33.0615
2023-08-15,237604461245.12,0.0137,9.5540,0.1605,21.0310,14.6970,9.9587,9.3615,0.3758,16.5303,11.5544,7.2421,39.0524,0.3322,61.6978,47.1416,33.0615
2023-08-14,240829609560.64,0.0135,9.6837,0.1735,21.0446,14.6998,9.9587,9.4886,0.3789,16.5303,11.5569,7.2415,39.5825,0.3444,61.7350,47.1541,33.0579
2023-08-11,246501422115.52,0.0132,9.9118,0.1952,21.0446,14.7026,9.9689,9.7121,0.3934,16.5303,11.5595,7.2415,40.5147,0.3610,61.7350,47.1667,33.0579
2023-08-10,256343685078.4,0.0127,10.3075,0.2410,21.0446,14.7066,9.9721,10.0998,0.4186,16.5303,11.5629,7.2415,42.1324,0.3922,61.7350,47.1964,33.0579
2023-08-09,257122169154.56,0.0126,10.3388,0.2429,21.0446,14.7107,9.9721,10.1305,0.4213,16.5303,11.5663,7.2415,42.2604,0.3954,61.7350,47.2262,33.0579
2023-08-08,254341868882.56,0.0128,10.2270,0.2322,21.0446,14.7134,9.9721,10.0210,0.4107,16.5303,11.5683,7.2415,41.8034,0.3865,61.7350,47.2337,33.0579
2023-08-07,253563384806.4,0.0128,10.1957,0.2292,21.0573,14.7161,9.9689,9.9903,0.4083,16.5477,11.5703,7.2415,41.6754,0.3837,61.7942,47.2412,33.0325
2023-08-04,255954443040.32,0.0127,10.2919,0.2376,21.0573,14.7183,9.9689,10.0845,0.4171,16.5477,11.5785,7.2415,42.0684,0.3903,61.7942,47.2438,33.0325
2023-08-03,257511411192.64,0.0126,10.3545,0.2437,21.0573,14.7205,9.9689,10.1459,0.4225,16.5477,11.5867,7.2415,42.3243,0.3961,61.7942,47.2464,33.0325
2023-08-02,254953534942.4,0.0127,10.2516,0.2352,21.0573,14.7209,9.9689,10.0451,0.4140,16.5477,11.6123,7.2415,41.9039,0.3876,61.7942,47.2628,33.0325
2023-08-01,256065655051.2,0.0127,10.2963,0.2383,21.0573,14.7212,9.9689,10.0889,0.4177,16.5477,11.6378,7.2415,42.0867,0.3912,61.7942,47.2791,33.0325
2023-07-31,257455805187.2,0.0126,10.3522,0.2427,21.0605,14.7251,9.9587,10.1437,0.4218,16.6140,11.6489,7.2412,42.3152,0.3953,61.8184,47.2872,33.0261
2023-07-28,254397474888.0,0.0128,10.2293,0.2333,21.0605,14.7290,9.9587,10.0232,0.4115,16.6140,11.6599,7.2412,41.8125,0.3873,61.8184,47.2952,33.0261
2023-07-27,248670056327.68,0.0130,9.9990,0.2048,21.0605,14.7362,9.9587,9.7975,0.3987,16.6140,11.6608,7.2412,40.8712,0.3670,61.8184,47.2991,33.0261
2023-07-26,251005508556.16,0.0129,10.0929,0.2174,21.0605,14.7434,9.9587,9.8895,0.4071,16.6140,11.6616,7.2412,41.2550,0.3754,61.8184,47.3030,33.0261
2023-07-25,249559752414.72,0.0130,10.0347,0.2089,21.0605,14.7448,9.9587,9.8326,0.4030,16.6140,11.6713,7.2412,41.0174,0.3700,61.8184,47.3059,33.0261
2023-07-24,243276273800.0,0.0133,9.7821,0.1820,21.0753,14.7461,9.9553,9.5850,0.3871,16.6164,11.6809,7.2367,39.9847,0.3523,61.8445,47.3089,32.9882
2023-07-21,249059298365.76,0.0130,10.0146,0.2073,21.0753,14.7487,9.9587,9.8128,0.4007,16.6164,11.6840,7.2367,40.9352,0.3681,61.8445,47.3129,32.9882
2023-07-20,245278089995.84,0.0132,9.8626,0.1904,21.0753,14.7514,9.9587,9.6639,0.3917,16.6164,11.6872,7.2367,40.3137,0.3583,61.8445,47.3170,32.9882
2023-07-19,245778544044.8,0.0132,9.8827,0.1927,21.0753,14.7586,9.9689,9.6836,0.3932,16.6164,11.6940,7.2367,40.3959,0.3597,61.8445,47.3198,32.9882
2023-07-18,247168694180.8,0.0131,9.9386,0.1976,21.0753,14.7659,9.9721,9.7384,0.3964,16.6164,11.7009,7.2367,40.6244,0.3634,61.8445,47.3226,32.9882
2023-07-17,250227024480.0,0.0130,10.0616,0.2107,21.0753,14.7689,9.9721,9.8588,0.4027,16.6446,11.7022,7.2343,41.1271,0.3705,61.8832,47.3303,32.9531
2023-07-14,250783084534.4,0.0129,10.0839,0.2130,21.0753,14.7719,9.9721,9.8808,0.4046,16.6446,11.7036,7.2343,41.2185,0.3728,61.8832,47.3381,32.9531
2023-07-13,252173234670.4,0.0129,10.1398,0.2200,21.0753,14.7745,9.9721,9.9355,0.4057,16.6446,11.7050,7.2343,41.4470,0.3778,61.8832,47.3387,32.9531
2023-07-12,246112180077.44,0.0132,9.8961,0.1940,21.0753,14.7771,9.9721,9.6967,0.3949,16.6446,11.7065,7.2343,40.4508,0.3622,61.8832,47.3393,32.9531
2023-07-11,250727478528.96,0.0129,10.0817,0.2115,21.0753,14.7808,9.9735,9.8786,0.4038,16.6446,11.7112,7.2343,41.2093,0.3724,61.8832,47.3420,32.9531
2023-07-10,255954443040.32,0.0127,10.2919,0.2330,21.1077,14.7846,9.9721,10.0845,0.4140,16.6592,11.7160,7.2338,42.0684,0.3870,62.1409,47.3446,32.9463
2023-07-07,254619898909.76,0.0127,10.2382,0.2292,21.1077,14.7918,9.9721,10.0319,0.4099,16.6592,11.7186,7.2338,41.8491,0.3841,62.1409,47.3848,32.9463
2023-07-06,259680045404.8,0.0125,10.4417,0.2406,21.1077,14.7991,9.9721,10.2313,0.4201,16.6592,11.7212,7.2338,42.6808,0.3996,62.1409,47.4250,32.9463
2023-07-05,264851403910.72,0.0122,10.6496,0.2525,21.1077,14.8021,9.9721,10.4350,0.4299,16.6592,11.7331,7.2338,43.5307,0.4211,62.1409,47.4250,32.9463
2023-07-04,271746548585.28,0.0119,10.9269,0.2697,21.1077,14.8051,9.9721,10.7067,0.4476,16.6592,11.7451,7.2338,44.6640,0.4423,62.1409,47.4250,32.9463
2023-07-03,268410188258.88,0.0121,10.7927,0.2615,21.1139,14.8135,9.9689,10.5753,0.4386,16.6661,11.7455,7.2326,44.1156,0.4324,62.2317,47.4339,32.9434
2023-06-30,260514135486.4,0.0125,10.4752,0.2415,21.1139,14.8218,9.9689,10.2642,0.4226,16.6661,11.7459,7.2326,42.8179,0.4024,62.2317,47.4428,32.9434
2023-06-29,261904285622.4,0.0124,10.5311,0.2460,21.1139,14.8274,9.9689,10.3189,0.4245,16.6661,11.7489,7.2326,43.0463,0.4088,62.2317,47.4494,32.9434
2023-06-28,266742008095.68,0.0122,10.7256,0.2557,21.1139,14.8330,9.9689,10.5095,0.4335,16.6661,11.7519,7.2326,43.8415,0.4251,62.2317,47.4559,32.9434
2023-06-27,266908826112.0,0.0122,10.7323,0.2562,21.1139,14.8405,9.9689,10.5161,0.4341,16.6661,11.7524,7.2326,43.8689,0.4258,62.2317,47.4952,32.9434
2023-06-26,270523216465.6,0.0120,10.8777,0.2651,21.1175,14.8479,9.9587,10.6585,0.4417,16.6761,11.7530,7.2277,44.4629,0.4373,62.3599,47.5345,32.9422
2023-06-21,276083817009.6,0.0117,11.1013,0.2819,21.1175,14.8483,9.9587,10.8776,0.4573,16.6761,11.7535,7.2277,45.3769,0.4573,62.3599,47.5345,32.9422
2023-06-20,279253359319.68,0.0116,11.2287,0.2921,21.1175,14.8487,9.9587,11.0025,0.4649,16.6761,11.7539,7.2277,45.8978,0.4684,62.3599,47.5345,32.9422
2023-06-19,280309873423.04,0.0116,11.2712,0.2971,21.1175,14.8504,9.9587,11.0441,0.4677,16.6761,11.7558,7.2277,46.0715,0.4708,62.3599,47.5446,32.9422
2023-06-16,283868657771.2,0.0114,11.4143,0.3099,21.1175,14.8521,9.9587,11.1843,0.4754,16.6761,11.7576,7.2277,46.6564,0.4816,62.3599,47.5547,32.9422
2023-06-15,284035475787.52,0.0114,11.4210,0.3114,21.1275,14.8551,9.9553,11.1909,0.4761,16.7112,11.7705,7.2237,46.6838,0.4831,62.3605,47.5718,32.9003
2023-06-14,279420177336.0,0.0116,11.2354,0.2931,21.1275,14.8580,9.9553,11.0090,0.4666,16.7112,11.7834,7.2237,45.9252,0.4692,62.3605,47.5888,32.9003
2023-06-13,278085633205.44,0.0117,11.1818,0.2870,21.1275,14.8586,9.9553,10.9565,0.4615,16.7112,11.7857,7.2237,45.7059,0.4651,62.3605,47.5922,32.9003
2023-06-12,274804878884.48,0.0118,11.0498,0.2792,21.1275,14.8591,9.9553,10.8272,0.4560,16.7112,11.7879,7.2237,45.1667,0.4534,62.3605,47.5957,32.9003
2023-06-09,271079276520.0,0.0120,10.9000,0.2679,21.1275,14.8600,9.9553,10.6804,0.4448,16.7112,11.7903,7.2237,44.5543,0.4408,62.3605,47.6291,32.9003
2023-06-08,274026394808.32,0.0118,11.0185,0.2742,21.1306,14.8610,9.9553,10.7965,0.4547,16.7186,11.7927,7.2206,45.0387,0.4507,62.3664,47.6625,32.8979
2023-06-07,274137606819.2,0.0118,11.0230,0.2748,21.1306,14.8610,9.9553,10.8009,0.4549,16.7186,11.7944,7.2206,45.0570,0.4513,62.3664,47.6962,32.8979
2023-06-06,274971696900.8,0.0118,11.0566,0.2789,21.1306,14.8610,9.9553,10.8338,0.4559,16.7186,11.7961,7.2206,45.1941,0.4529,62.3664,47.7298,32.8979
2023-06-05,276473059047.68,0.0117,11.1169,0.2821,21.1306,14.8629,9.9553,10.8929,0.4579,16.7186,11.7978,7.2206,45.4409,0.4592,62.3664,47.7333,32.8979
