date,自由现金流量,经营活动产生的现金流量净额,累积同比,经营活动产生的现金流量净额对净利润的比率
2026-03-31,554064000000,188185000000,3.9531,8.2175
2025-12-31,405499000000,443082000000,3.4475,6.1978
2025-09-30,211421000000,210437000000,1.9462,3.5363
2025-06-30,150865000000,28651000000,1.0838,2.6818
2025-03-31,165101000000,37993000000,1.114,2.7212
2024-12-31,-199555000000,-181032000000,-196.2026,-2.606
2024-09-30,-234673000000,-222397000000,-48.8536,-3.2029
2024-06-30,-233116000000,-341909000000,-1.7793,-3.2697
2024-03-31,-335331000000,-333139000000,-25.1634,-4.7248
2023-12-31,-14359000000,-918000000,-1.0047,-0.0135
2023-09-30,173421000000,-4461000000,-1.9121,2.7521
2023-06-30,25914000000,-123018000000,-4.3965,0.537
2023-03-31,144868000000,-12733000000,-1.4279,2.3525
2022-12-31,188394000000,195066000000,3.5873,3.0987
2022-09-30,-52859000000,4891000000,1.2166,-0.7761
2022-06-30,144775000000,36219000000,1.1924,2.4922
2022-03-31,-18753000000,29757000000,1.9562,-0.2499
2021-12-31,-79707000000,-75394000000,-1.4806,-1.3373
2021-09-30,80330000000,-22581000000,-1.4484,1.5391
2021-06-30,-102223000000,-188288000000,-3.8164,-1.8526
2021-03-31,194514000000,-31120000000,0.5732,3.9104
2020-12-31,152612000000,156863000000,0.3411,3.1669
2020-09-30,122588000000,50354000000,0.237,2.8254
2020-06-30,171256000000,66853000000,6.8218,3.8003
2020-03-31,48860000000,-72923000000,-7.6463,1.0464
2019-12-31,113312000000,116969000000,0.1432,2.3874
2019-09-30,-37089000000,40707000000,-0.7703,-0.6918
2019-06-30,94858000000,8547000000,-0.3107,2.0497
2019-03-31,146268000000,-8434000000,0.8499,3.2382
2018-12-31,98716000000,102316000000,0.8921,2.2548
2018-09-30,229256000000,177232000000,40.0293,5.1886
2018-06-30,146880000000,12400000000,1.1417,3.4304
2018-03-31,150100000000,-56207000000,0.6456,3.5628
2017-12-31,46094000000,54074000000,-0.7529,1.2611
2017-09-30,237164000000,-4541000000,0.8447,5.7899
2017-06-30,75945000000,-87514000000,-2.7633,1.9318
2017-03-31,181000000,-158595000000,-3.9639,0.1598
2016-12-31,211103000000,218811000000,11.5021,5.2365
2016-09-30,-97667000000,-29242000000,-1.738,-2.0895
2016-06-30,-17123000000,49632000000,0.2999,-0.221
