date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-06-08,427911297810.1601,1.9870,0.7793,2.0088,1.6630,1.2786,0.5761,0.4686,0.8269,0.5853,0.4922,0.0495,6.0094,0.5771,6.9569,5.7867,4.4050
2026-06-05,410104845885.68,1.9043,0.6904,2.0088,1.6630,1.2786,0.5521,0.3574,0.8277,0.5854,0.4922,0.0517,5.7593,0.4901,6.9569,5.7871,4.4050
2026-06-04,407879039395.12,1.8940,0.6812,2.0088,1.6630,1.2786,0.5491,0.3452,0.8277,0.5854,0.4922,0.0520,5.7281,0.4845,6.9569,5.7884,4.4050
2026-06-03,414556458866.8,1.9250,0.7120,2.0088,1.6630,1.2786,0.5581,0.3783,0.8277,0.5854,0.4922,0.0511,5.8218,0.5091,6.9569,5.7897,4.4050
2026-06-02,417895168602.64,1.9405,0.7261,2.0088,1.6630,1.2786,0.5626,0.3969,0.8279,0.5856,0.4922,0.0507,5.8687,0.5272,6.9569,5.7897,4.4050
2026-06-01,413443555621.52,1.9198,0.7083,2.0088,1.6630,1.2786,0.5566,0.3721,0.8294,0.5856,0.4922,0.0513,5.8062,0.5054,6.9569,5.7897,4.4050
2026-05-29,412887103998.88,1.9172,0.7065,2.0088,1.6630,1.2786,0.5559,0.3685,0.8296,0.5858,0.4922,0.0513,5.7984,0.5029,6.9569,5.7927,4.4050
2026-05-28,410104845885.68,1.9043,0.6924,2.0088,1.6630,1.2786,0.5521,0.3571,0.8296,0.5858,0.4922,0.0517,5.7593,0.4899,6.9569,5.7912,4.4050
2026-05-27,416225813734.7201,1.9328,0.7186,2.0088,1.6630,1.2786,0.5604,0.3866,0.8296,0.5859,0.4922,0.0509,5.8453,0.5165,6.9569,5.7927,4.4050
2026-05-26,422903233206.4,1.9638,0.7500,2.0088,1.6630,1.2786,0.5694,0.4315,0.8296,0.5859,0.4922,0.0501,5.9391,0.5466,6.9569,5.7927,4.4050
2026-05-25,427354846187.52,1.9844,0.7756,2.0088,1.6630,1.2786,0.5753,0.4616,0.8296,0.5859,0.4922,0.0496,6.0016,0.5689,6.9569,5.7927,4.4050
2026-05-22,431250007546.0,2.0025,0.7927,2.0088,1.6630,1.2786,0.5806,0.4827,0.8296,0.5860,0.4922,0.0492,6.0563,0.5862,6.9569,5.7927,4.4050
2026-05-21,438483878640.32,2.0361,0.8280,2.0088,1.6630,1.2786,0.5903,0.5126,0.8296,0.5862,0.4922,0.0484,6.1579,0.6087,6.9569,5.7927,4.4050
2026-05-20,437370975395.0401,2.0309,0.8226,2.0087,1.6630,1.2786,0.5888,0.5074,0.8296,0.5860,0.4922,0.0485,6.1422,0.6052,6.9569,5.7927,4.4050
2026-05-19,439596781885.6001,2.0413,0.8350,2.0083,1.6630,1.2786,0.5918,0.5149,0.8296,0.5860,0.4922,0.0482,6.1735,0.6159,6.9569,5.7927,4.4050
2026-05-18,440153233508.24,2.0439,0.8399,2.0082,1.6630,1.2786,0.5926,0.5161,0.8296,0.5860,0.4922,0.0482,6.1813,0.6184,6.9569,5.7927,4.4050
2026-05-15,450725814338.4,2.0930,0.8813,2.0082,1.6630,1.2786,0.6068,0.5396,0.8296,0.5864,0.4922,0.0470,6.3298,0.6674,6.9569,5.7927,4.4050
2026-05-14,452951620828.96,2.1033,0.8882,2.0082,1.6630,1.2786,0.6098,0.5439,0.8296,0.5862,0.4922,0.0468,6.3611,0.6771,6.9569,5.7927,4.4050
2026-05-13,458516137055.36,2.1291,0.9047,2.0079,1.6630,1.2786,0.6173,0.5582,0.8296,0.5860,0.4922,0.0462,6.4392,0.6939,6.9569,5.7927,4.4050
2026-05-12,459072588678.0,2.1317,0.9059,2.0078,1.6630,1.2786,0.6180,0.5594,0.8296,0.5860,0.4922,0.0462,6.4470,0.6968,6.9569,5.7927,4.4050
2026-05-11,459629040300.64,2.1343,0.9080,2.0071,1.6630,1.2786,0.6188,0.5602,0.8296,0.5860,0.4922,0.0461,6.4548,0.6988,6.9569,5.7927,4.4050
2026-05-08,459629040300.64,2.1343,0.9085,2.0061,1.6630,1.2786,0.6188,0.5598,0.8305,0.5864,0.4922,0.0461,6.4548,0.6983,6.9569,5.7927,4.4050
2026-05-07,460741943545.92,2.1395,0.9151,2.0049,1.6630,1.2786,0.6203,0.5629,0.8305,0.5862,0.4922,0.0460,6.4705,0.7014,6.9569,5.7927,4.4050
2026-05-06,463524201659.12,2.1524,0.9262,2.0049,1.6630,1.2786,0.6240,0.5681,0.8305,0.5860,0.4922,0.0457,6.5095,0.7116,6.9569,5.7927,4.4050
2026-04-30,467975814640.24,2.1731,0.9415,2.0048,1.6630,1.2786,0.6300,0.5789,0.8310,0.5864,0.4922,0.0453,6.5720,0.7264,6.9687,5.7927,4.4050
2026-04-29,467419363017.6,2.1999,0.9608,2.0048,1.6630,1.2786,0.6457,0.5973,0.8310,0.5864,0.4922,0.0454,6.6190,0.7403,6.9687,5.7927,4.4050
2026-04-28,467975814640.24,2.2025,0.9617,2.0046,1.6630,1.2786,0.6465,0.5977,0.8314,0.5864,0.4922,0.0453,6.6269,0.7411,6.9687,5.7927,4.4050
2026-04-27,463524201659.12,2.1815,0.9509,2.0034,1.6630,1.2786,0.6403,0.5927,0.8319,0.5864,0.4922,0.0457,6.5638,0.7255,6.9687,5.7927,4.4050
