date,长期负债合计,负债合计,净利润率,总资产收益率(ROA),净资产收益率(ROE),资产负债率,营业收入,货币资金,流动资产合计,速动比率,自由现金流量,流动负债合计,经营活动产生的现金流量净额对净利润的比率,归属于母公司普通股股东的净利润,所有者权益合计,毛利率(GM),有息负债率,经营活动产生的现金流量净额,资产合计,流动比率,资本回报率(ROIC),基本每股收益,应收账款
2026-03-31,0,38782958470,0.4888,0.271,0.312,0.1212,53909252221,1815791811750,0,5.4818,76791778179,3027195224,0.9292,27242512886,281135886436,0.905,0.053,26909891269,319918844906,7.0607,0.2949,21.76,32344588
