date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,8140565321,0.1298,2282268233,0.34
2025-12-31,31629416194,0.1302,7711054812,1.19
2025-09-30,23188081929,0.1485,5751169538,0.89
2025-06-30,15761193629,0.1588,4450106384,0.7
2025-03-31,7205611123,0.2014,1874055520,0.3
2024-12-31,27984605342,0.2263,6336527015,1
2024-09-30,20189303845,0.1867,4619575874,0.73
2024-06-30,13600734115,0.2178,3431748098,0.54
2024-03-31,5997533912,0.092,1368929248,0.21
2023-12-31,22819784741,0.0726,4302435930,0.68
2023-09-30,17013632175,0.067,3473779151,0.55
2023-06-30,11168379006,0.0919,2308265048,0.36
2023-03-31,5492320140,0.0025,1239107494,0.19
2022-12-31,21275270682,-0.1787,3906304391,0.61
2022-09-30,15945305398,-0.2106,3173389854,0.5
2022-06-30,10228041761,-0.2308,2119331681,0.33
2022-03-31,5478539091,-0.2093,1236949171,0.19
2021-12-31,25905526376,-0.0659,4530217550,0.71
2021-09-30,20198968493,0.0405,4207201011,0.66
2021-06-30,13297542736,0.1758,2667595056,0.42
2021-03-31,6929054894,0.2537,1496547606,0.28
2020-12-31,27734598748,0.1909,6328383220,1.19
2020-09-30,19413125068,0.1457,4258592129,0.8
2020-06-30,11308881923,0.1279,2661917190,0.5
2020-03-31,5527015316,0.1128,1315425922,0.29
2019-12-31,23288576607,0.337,5328027520,1.2
2019-09-30,16945046467,0.3601,3734893398,0.84
2019-06-30,10026300035,0.2919,2412461799,0.5428
2019-03-31,4966854059,0.2877,1192604210,0.27
2018-12-31,17417901050,0.2589,4065609716,1.1
2018-09-30,12458768347,0.2377,2911920929,0.79
2018-06-30,7760749545,0.2232,1909767440,0.5159
2018-03-31,3857128090,0.217,949451362,0.33
2017-12-31,13835629370,0.2472,3216647998,1.1373
2017-09-30,10066119104,0.2181,2327765909,0.8274
2017-06-30,6344594703,0.2018,1573430938,0.5579
2017-03-31,3169364959,0.1876,811847640,0.3446
2016-12-31,11093724121,0.1908,2588952096,1.104
2016-09-30,8264073089,0.2028,1928591661,0.8212
2016-06-30,5279111357,0.2036,1314322011,0.5589
